ProductID,Username,Shopname,Category,Productname,Brand,Price,Soldcomplete,Stock,Images,QC,Status,Likes,DateCreated,DateUpdated,Country,SellerUserID,Soldtotal,ShopID,Subcategory,Condition,Level3subcategory,Displayedmaincategory,Crossborder,Userstatus,ctime,Itemrating,Attributesfilled,Idattributes,Valueattributes,ParentSKURefno,Pricebeforediscount,can_use_wholesale,Wholesaletier1,Wholesaletier2,Wholesaletier3,Wholesaletier4,Wholesaletier5,SKU,Specificcreatetime,Weight,Maxchannelsize,Minchannelsize,Dategenerated,Attributesavailable,grass_country,grass_date,(CAST(weight AS DOUBLE) / CAST(100000 AS DOUBLE))
110683162,fancyqube.my,FancyQube,Women Clothes,Fancyqube KING Queen Couple Hooded sweater,Fancyqube,22.87000000,55,1538,9,Passed,Normal,87,2016-12-20,2017-06-30,MY,7549821,75,7548528,Set Wear,New with tags,Couple Set,Women's Clothing,1,1,1482222371,4.923076923076923,1,NULL,"[9985, 9986]",M466,0E-8,0,NULL,NULL,NULL,NULL,NULL,M466,2016-12-20 16:26:11,NULL,NULL,NULL,2017-09-05,2,MY,2017-09-05,0.1
266498612,fancyqube.my,FancyQube,Women Clothes,Fancyqube Sexy Party Casual bow striped shirt tank top,0,20.00000000,0,800,7,Passed,Normal,0,2017-05-18,2017-06-30,MY,7549821,0,7548528,Tops,New with tags,T-Shirts,Women's Clothing,1,1,1495108510,,3,NULL,"[9951, 9952, 9953]",W3707,0E-8,0,NULL,NULL,NULL,NULL,NULL,W3707,2017-05-18 19:55:10,NULL,NULL,NULL,2017-09-05,3,MY,2017-09-05,0.1
165597090,fancyqube.my,FancyQube,Women Clothes,Fancyqube Short-Sleeved Shirt Skirt Sexy Lace Dresses,0,22.39000000,0,1600,9,Passed,Normal,2,2017-03-03,2017-06-30,MY,7549821,0,7548528,Dresses,New with tags,Mini Dresses,Women's Clothing,1,1,1488519020,,0,NULL,"[9954, 9955, 9956, 9957, 9958]",W2361,0E-8,0,NULL,NULL,NULL,NULL,NULL,W2361,2017-03-03 13:30:20,NULL,NULL,NULL,2017-09-05,5,MY,2017-09-05,0.1
185851778,fancyqube.my,FancyQube,Women Clothes,Fancyqube Sexy Off-Shoulder Long Sleeve Top wth Choker,0,22.62000000,5,1595,5,Passed,Normal,8,2017-03-20,2017-06-30,MY,7549821,5,7548528,Tops,New with tags,Shirts,Women's Clothing,1,1,1489994426,1.0,5,NULL,"[9951, 9952, 9953]",W2734,0E-8,0,NULL,NULL,NULL,NULL,NULL,W2734,2017-03-20 15:20:26,NULL,NULL,NULL,2017-09-05,3,MY,2017-09-05,0.1
224251521,fancyqube.my,FancyQube,Women Clothes,Fancyqube Crop Boob Tube Top Seamless Solid Pink Tube Top,0,18.22000000,0,600,3,Passed,Normal,9,2017-04-18,2017-06-30,MY,7549821,0,7548528,Tops,New with tags,Crop Tops,Women's Clothing,1,1,1492483419,,5,NULL,"[9951, 9952, 9953]",W3186,0E-8,0,NULL,NULL,NULL,NULL,NULL,W3186,2017-04-18 10:43:39,NULL,NULL,NULL,2017-09-05,3,MY,2017-09-05,0.1
165583373,fancyqube.my,FancyQube,Women Clothes,Fancyqube Ladies Casual Strapless Round Neck Summer shirt,0,20.09000000,0,800,3,Passed,Normal,1,2017-03-03,2017-06-30,MY,7549821,0,7548528,Tops,New with tags,Crop Tops,Women's Clothing,1,1,1488517674,,0,NULL,"[9951, 9952, 9953]",W2453,0E-8,0,NULL,NULL,NULL,NULL,NULL,W2453,2017-03-03 13:07:54,NULL,NULL,NULL,2017-09-05,3,MY,2017-09-05,0.1
108810977,fancyqube.my,FancyQube,Fashion Accessories,Fancycube Knitting big ball cute American flag wool hat,Fancycube,20.33000000,0,200,4,Passed,Normal,0,2016-12-17,2017-06-30,MY,7549821,0,7548528,Hats & Caps,New with tags,Hats,Accessories,1,1,1481956726,,0,NULL,"[5931, 5946, 5947, 5948]",HT0307NV,0E-8,0,NULL,NULL,NULL,NULL,NULL,HT0307NV,2016-12-17 14:38:46,NULL,NULL,NULL,2017-09-05,4,MY,2017-09-05,0.1
300318033,fancyqube.my,FancyQube,Women Clothes,Fancyqube One Shoulder Casual Blouse Soft Lace Bow Loose T-shirts,0,26.35000000,0,800,7,Passed,Normal,2,2017-06-09,2017-06-30,MY,7549821,0,7548528,Tops,New with tags,Blouse,Women's Clothing,1,1,1496991800,,3,NULL,"[9951, 9952, 9953]",W4248,0E-8,0,NULL,NULL,NULL,NULL,NULL,W4248,2017-06-09 15:03:20,NULL,NULL,NULL,2017-09-05,3,MY,2017-09-05,0.1
189780016,fancyqube.my,FancyQube,Muslim Fashion,Fancyqube Men Trousers Harem Pants Slacks Casual Sportwear,Fancyqube ,25.09000000,0,1600,6,Passed,Normal,4,2017-03-23,2017-06-30,MY,7549821,1,7548528,Muslimah Wear,New with tags,Pants & Skirts,Muslim Wear,1,1,1490235798,,0,NULL,"[6083, 6084, 6085]",M598,0E-8,0,NULL,NULL,NULL,NULL,NULL,M598,2017-03-23 10:23:18,NULL,NULL,NULL,2017-09-05,3,MY,2017-09-05,0.1
197455779,fancyqube.my,FancyQube,Others,Fancyqube Pet Car Seat portable foldable Warm Kennel,Fancyqube ,20.51000000,0,200,2,Passed,Normal,4,2017-03-29,2017-06-30,MY,7549821,0,7548528,Car Care & Parts,New with tags,Car Seats,Everything Else,1,1,1490768337,,0,NULL,"[7696, 7697]",PET0226,0E-8,0,NULL,NULL,NULL,NULL,NULL,PET0226,2017-03-29 14:18:57,NULL,NULL,NULL,2017-09-05,2,MY,2017-09-05,0.3
266505641,fancyqube.my,FancyQube,Men's Bags & Wallets,Fancyqub Slim Credit Card Holder Mini Wallet ID Case Purse Bag Pouch,0,20.67000000,0,800,9,Passed,Normal,0,2017-05-18,2017-05-31,MY,7549821,0,7548528,Men's Wallets,New with tags,Others,Men's Bags & Wallets,1,1,1495108751,,0,NULL,NULL,BG0607,0E-8,0,NULL,NULL,NULL,NULL,NULL,BG0607,2017-05-18 19:59:11,NULL,NULL,NULL,2017-09-05,0,MY,2017-09-05,0.1
386016747,fancyqube.my,FancyQube,Fashion Accessories,Fancyqube 925 Pure Silver Bracelet Silver Plated Copper Chain Bangle-Silver,Fancyqube,10.12000000,0,100,5,Passed,Normal,1,2017-07-29,2017-07-29,MY,7549821,0,7548528,Jewellery,New with tags,Bracelets & Charms,Accessories,1,1,1501308866,,1,NULL,"[5931, 5932, 5933, 5934, 5937]",BL0088SV,0,0,NULL,NULL,NULL,NULL,NULL,BL0088SV,2017-07-29 14:14:26,NULL,NULL,NULL,2017-09-05,5,MY,2017-09-05,0.02
99050601,fancyqube.my,FancyQube,Men Clothes,Fancycube MA-1 Air Embroidered Badge Baseball Flying Jacket,Fancycube,70.00000000,0,3000,5,Passed,Normal,4,2016-11-30,2017-06-30,MY,7549821,0,7548528,Men's Outerwear,New with tags,Jackets,Men's Clothing,1,1,1480485089,,5,NULL,"[10493, 10494, 10495, 10496]",M453,0E-8,0,NULL,NULL,NULL,NULL,NULL,M453,2016-11-30 13:51:29,NULL,NULL,NULL,2017-09-05,4,MY,2017-09-05,0.53
201642589,fancyqube.my,FancyQube,Women Clothes,Fancyqube Women Sexy Cold Shoulder Print Punk T-Shirt,0,19.56000000,0,1600,9,Passed,Normal,0,2017-04-01,2017-06-30,MY,7549821,0,7548528,Tops,New with tags,T-Shirts,Women's Clothing,1,1,1491023345,,5,NULL,"[9951, 9952, 9953]",W2983,0E-8,0,NULL,NULL,NULL,NULL,NULL,W2983,2017-04-01 13:09:05,NULL,NULL,NULL,2017-09-05,3,MY,2017-09-05,0.1
304351801,fancyqube.my,FancyQube,Women's Bags,Fancyqube Korean Backpack Fashion Butterfly Floral PU Bag Pack Beg,0,49.37000000,1,199,3,Passed,Normal,12,2017-06-12,2017-06-30,MY,7549821,1,7548528,Handbags,New with tags,Casual Handbags,Women's Bags & Purses,1,1,1497237203,5.0,2,NULL,"[9639, 9640, 9641, 9642]",BG0508,0E-8,0,NULL,NULL,NULL,NULL,NULL,BG0508,2017-06-12 11:13:23,NULL,NULL,NULL,2017-09-05,4,MY,2017-09-05,0.1
280609064,fancyqube.my,FancyQube,Health & Beauty,Fancyqube DERMACOL MAKE UP COVER LEGENDARY HIGH COVERING MAKE UP,0,9.00000000,3,1397,2,Passed,Normal,41,2017-05-27,2017-07-15,MY,7549821,6,7548528,Face Make Up,New with tags,Foundation,Health & Beauty,1,1,1495884117,5.0,5,NULL,"[10351, 10352, 10353, 10354, 10355]",MU0440,0E-8,0,NULL,NULL,NULL,NULL,NULL,MU0440,2017-05-27 19:21:57,NULL,NULL,NULL,2017-09-05,5,MY,2017-09-05,0.1
268147182,fancyqube.my,FancyQube,Women's Bags,Fancyqube Pusheen Pencil Pen bag Cosmetic Makeup Storage bag Case Purse,0,19.32000000,0,200,5,Passed,Normal,4,2017-05-19,2017-05-31,MY,7549821,0,7548528,Purses & Pouches,New with tags,Zip Purses,Women's Bags & Purses,1,1,1495191884,,3,NULL,"[9663, 9664, 9666]",BG0300,0E-8,0,NULL,NULL,NULL,NULL,NULL,BG0300,2017-05-19 19:04:44,NULL,NULL,NULL,2017-09-05,3,MY,2017-09-05,0.1
264389421,fancyqube.my,FancyQube,Women Clothes,Fancyqube Pineapple Print Knit T-Shirt Blouse Tank Top Shirts Tee,0,18.60000000,0,800,5,Passed,Normal,0,2017-05-17,2017-06-30,MY,7549821,0,7548528,Tops,New with tags,T-Shirts,Women's Clothing,1,1,1495008648,,3,NULL,"[9951, 9952, 9953]",W3685,0E-8,0,NULL,NULL,NULL,NULL,NULL,W3685,2017-05-17 16:10:48,NULL,NULL,NULL,2017-09-05,3,MY,2017-09-05,0.1
372484360,fancyqube.my,FancyQube,Home & Living,Fancyqube Minions Automatic Toothpaste Dispenser +2 Toothbrush Holder + Cup,0,19.00000000,0,400,4,Passed,Normal,0,2017-07-21,2017-07-21,MY,7549821,0,7548528,Bath & Bedding,New with tags,Bathroom Accessories,Home & Living,1,1,1500603085,,1,NULL,"[8761, 8762, 8769, 8770]",HG5085,0E-8,0,NULL,NULL,NULL,NULL,NULL,HG5085,2017-07-21 10:11:25,NULL,NULL,NULL,2017-09-05,4,MY,2017-09-05,0.1
315182779,fancyqube.my,FancyQube,Women Clothes,Fancyqube Short Sleeve Loose Casual V Neck Split Baggy Pocket Long Dress,0,22.70000000,0,1600,9,Passed,Normal,1,2017-06-21,2017-06-30,MY,7549821,0,7548528,Dresses,New with tags,Midi Dresses,Women's Clothing,1,1,1498035329,,4,NULL,"[9954, 9955, 9956, 9957, 9958]",W4452,0E-8,0,NULL,NULL,NULL,NULL,NULL,W4452,2017-06-21 16:55:29,NULL,NULL,NULL,2017-09-05,5,MY,2017-09-05,0.2
313601638,fancyqube.my,FancyQube,Women Clothes,Fancyqube lace stitching tank tops v-neck vest slim basic tops (no blet),0,25.40000000,0,1600,4,Passed,Normal,1,2017-06-19,2017-06-30,MY,7549821,0,7548528,Tops,New with tags,Tanks & Camisoles,Women's Clothing,1,1,1497871215,,2,NULL,"[9951, 9952]",W1525,0E-8,0,NULL,NULL,NULL,NULL,NULL,W1525,2017-06-19 19:20:15,NULL,NULL,NULL,2017-09-05,2,MY,2017-09-05,0.2
440314400,fancyqube.my,FancyQube,Baby & Toys,Baby Child Toddler Boys Girls Newborn Soft Sole Crib Knitted Cotton Shoes,Fancyqube,14.38000000,0,1000,6,Passed,Normal,0,2017-08-25,2017-08-25,MY,7549821,0,7548528,Baby Clothing,New with tags,Default,Toys Kids & Babies,1,1,1503639920,,1,NULL,[8453],BB0289,30.60000000,0,NULL,NULL,NULL,NULL,NULL,BB0289,2017-08-25 13:45:20,NULL,NULL,NULL,2017-09-05,1,MY,2017-09-05,0.1
56471877,fancyqube.my,FancyQube,Women Clothes,Fancyqube knitting  chiffon long sleeved  loose cardigan,Fancyqube,33.10000000,0,0,3,NA,Seller Deleted,5,2016-08-20,2017-04-21,MY,7549821,0,7548528,Women's Outerwear,New with tags,Cardigans,Women's Clothing,1,1,1471662753,,4,NULL,"[9962, 9963]",W2207,0E-8,0,NULL,NULL,NULL,NULL,NULL,W2207,2016-08-20 11:12:33,NULL,NULL,NULL,2017-09-05,2,MY,2017-09-05,0.2
159855663,fancyqube.my,FancyQube,Baby & Toys,Fancyqube Kid Girl Princess Print Sleeveless Dress Sundress,0,21.18000000,0,2400,5,Passed,Normal,3,2017-02-27,2017-06-30,MY,7549821,0,7548528,Kids Fashion,New with tags,Girls Clothing,Toys Kids & Babies,1,1,1488174218,,0,NULL,"[9791, 9824, 9792, 9793]",K066,0E-8,0,NULL,NULL,NULL,NULL,NULL,K066,2017-02-27 13:43:38,NULL,NULL,NULL,2017-09-05,4,MY,2017-09-05,0.1
439984373,fancyqube.my,FancyQube,Baby & Toys,Fancyqube Baby Kids Shampoo Cap Bath Shower Cap Wash Hair Shield,0,11.00000000,0,600,4,Passed,Normal,0,2017-08-25,2017-08-25,MY,7549821,0,7548528,Bath & Skincare,New with tags,Bathing Accessories,Toys Kids & Babies,1,1,1503631310,,1,NULL,[9812],BB0300,23.40000000,0,NULL,NULL,NULL,NULL,NULL,BB0300,2017-08-25 11:21:50,NULL,NULL,NULL,2017-09-05,1,MY,2017-09-05,0.1
122481850,fancyqube.my,FancyQube,Women Clothes,Fancycube Bikini Printing Swimwear Swimsuit Bathing Suit,0,26.35000000,0,1600,5,Passed,Normal,6,2017-01-11,2017-06-30,MY,7549821,0,7548528,Sports & Beachwear,New with tags,Bikini,Women's Clothing,1,1,1484127238,,5,NULL,"[9981, 9982]",SW0004,0E-8,0,NULL,NULL,NULL,NULL,NULL,SW0004,2017-01-11 17:33:58,NULL,NULL,NULL,2017-09-05,2,MY,2017-09-05,0.2
65063835,fancyqube.my,FancyQube,Men Clothes,Fancyqube anti social social club hip hop hoodie,Fancyqube,63.81000000,0,400,8,Passed,Normal,3,2016-09-13,2017-07-31,MY,7549821,0,7548528,Men's Outerwear,New with tags,Hoodies,Men's Clothing,1,1,1473750367,,5,NULL,"[10493, 10494, 10495, 10496]",W1883,0E-8,0,NULL,NULL,NULL,NULL,NULL,W1883,2016-09-13 15:06:07,NULL,NULL,NULL,2017-09-05,4,MY,2017-09-05,0.2
273041201,fancyqube.my,FancyQube,Women Clothes,Fancyqube Hot Shapers Long Pants/Yoga/running/sports pants for healthy lifestyle,0,25.25000000,0,800,9,Passed,Normal,0,2017-05-23,2017-06-30,MY,7549821,0,7548528,Sports & Beachwear,New with tags,Sportswear,Women's Clothing,1,1,1495504279,,0,NULL,"[9981, 9982]",W3726,0E-8,0,NULL,NULL,NULL,NULL,NULL,W3726,2017-05-23 09:51:19,NULL,NULL,NULL,2017-09-05,2,MY,2017-09-05,0.1
275409838,fancyqube.my,FancyQube,Women's Bags,Fancyqube Ready Stock police box backpack bag,0,36.17000000,0,600,5,Passed,Normal,1,2017-05-24,2017-05-24,MY,7549821,0,7548528,Backpacks,New with tags,Casual Backpacks,Women's Bags & Purses,1,1,1495619620,,4,NULL,"[9654, 9655, 9656, 9657]",BG0208,0E-8,0,NULL,NULL,NULL,NULL,NULL,BG0208,2017-05-24 17:53:40,NULL,NULL,NULL,2017-09-05,4,MY,2017-09-05,0.1
254419331,fancyqube.my,FancyQube,Fashion Accessories,Fancyqube Indian chief skull Baseball Cap Peaked Cap,Fancyqube,20.76000000,1,599,4,Passed,Normal,1,2017-05-10,2017-06-30,MY,7549821,1,7548528,Hats & Caps,New with tags,Caps,Accessories,1,1,1494416873,5.0,4,NULL,"[5931, 5946, 5947, 7269]",HT0622,0E-8,0,NULL,NULL,NULL,NULL,NULL,HT0622,2017-05-10 19:47:53,NULL,NULL,NULL,2017-09-05,4,MY,2017-09-05,0.1
440492147,fancyqube.my,FancyQube,Baby & Toys,Fancyqube Baby Hand Bell Soft Plush Toy Baby Rattles,0,11.70000000,0,200,1,Passed,Normal,0,2017-08-25,2017-08-25,MY,7549821,0,7548528,Toys & Education,New with tags,Others,Toys Kids & Babies,1,1,1503644432,,1,NULL,"[8453, 8472]",BB0841,24.90000000,0,NULL,NULL,NULL,NULL,NULL,BB0841,2017-08-25 15:00:32,NULL,NULL,NULL,2017-09-05,2,MY,2017-09-05,0.1
273774896,fancyqube.my,FancyQube,Women's Bags,Fancyqube 3 Ways Iconic Bag   Shoulder Bag Backpack  Casual Bag,0,9.55000000,2,598,9,Passed,Normal,3,2017-05-23,2017-05-23,MY,7549821,2,7548528,Backpacks,New with tags,Casual Backpacks,Women's Bags & Purses,1,1,1495535835,,4,NULL,"[9654, 9655, 9656, 9657]",BG0032,0E-8,0,NULL,NULL,NULL,NULL,NULL,BG0032,2017-05-23 18:37:15,NULL,NULL,NULL,2017-09-05,4,MY,2017-09-05,0.1
273809477,fancyqube.my,FancyQube,Women's Bags,Fancyqube Fast selling (Ready Stock)👜Anello 2 Ways Bag,0,33.00000000,0,1599,9,Passed,Normal,0,2017-05-23,2017-05-23,MY,7549821,1,7548528,Handbags,New with tags,Others,Women's Bags & Purses,1,1,1495537204,,5,NULL,"[8619, 8620, 8621, 8622, 8623]",BG0175,0E-8,0,NULL,NULL,NULL,NULL,NULL,BG0175,2017-05-23 19:00:04,NULL,NULL,NULL,2017-09-05,5,MY,2017-09-05,0.1
123629386,fancyqube.my,FancyQube,Men Clothes,Fancyqube 2XU Men's Long Sleeve Compression Top,Fancyqube,44.55000000,21,0,6,Passed,Normal,22,2017-01-13,2017-07-05,MY,7549821,23,7548528,Sports Wear,New with tags,Training Wear,Men's Clothing,1,1,1484299065,4.666666666666667,2,NULL,"[10515, 10516]",M404,0E-8,0,NULL,NULL,NULL,NULL,NULL,M404,2017-01-13 17:17:45,NULL,NULL,NULL,2017-09-05,2,MY,2017-09-05,0.1
100140612,fancyqube.my,FancyQube,Men Clothes,Fancycube Men's Design Slim Gasmonkey hooded sweater,Fancycube,35.90000000,0,0,5,Passed,Normal,1,2016-12-02,2017-04-21,MY,7549821,0,7548528,Men's Outerwear,New with tags,Hoodies,Men's Clothing,1,1,1480655810,,5,NULL,"[10493, 10494, 10495, 10496]",M420,0E-8,0,NULL,NULL,NULL,NULL,NULL,M420,2016-12-02 13:16:50,NULL,NULL,NULL,2017-09-05,4,MY,2017-09-05,0.2
101645240,fancyqube.my,FancyQube,Men Clothes,Fancycube Men's Thrasher Flame Baseball Suit,Fancycube,50.60000000,0,1000,1,Passed,Normal,4,2016-12-05,2017-06-30,MY,7549821,0,7548528,Men's Outerwear,New with tags,Others,Men's Clothing,1,1,1480908268,,5,NULL,"[6059, 6061, 6062, 6063, 6066]",M473,0E-8,0,NULL,NULL,NULL,NULL,NULL,M473,2016-12-05 11:24:28,NULL,NULL,NULL,2017-09-05,5,MY,2017-09-05,0.4
116131426,fancyqube.my,FancyQube,Home & Living,Fancycube Walking dead Thermal coffee cup,Fancycube,21.72000000,0,200,3,NA,Seller Deleted,4,2016-12-30,2017-04-21,MY,7549821,0,7548528,Kitchen & Dining,New with tags,Others,Home & Living,1,1,1483087669,,0,NULL,[10618],HG1490,0E-8,0,NULL,NULL,NULL,NULL,NULL,HG1490,2016-12-30 16:47:49,NULL,NULL,NULL,2017-09-05,1,MY,2017-09-05,0.4
53473347,fancyqube.my,FancyQube,Women Clothes,Fancyqube Vetements Inspired Extreme Long Sleeve Tee,Fancyqube,22.18000000,29,1170,9,Passed,Normal,69,2016-08-12,2017-07-31,MY,7549821,45,7548528,Tops,New with tags,T-Shirts,Women's Clothing,1,1,1471003198,4.6,5,NULL,"[9951, 9952, 9953]",W2112,0E-8,0,NULL,NULL,NULL,NULL,NULL,W2112,2016-08-12 19:59:58,NULL,NULL,NULL,2017-09-05,3,MY,2017-09-05,0.1
232422794,fancyqube.my,FancyQube,Women Clothes,Fancyqube Summer Women Tank Top Croceht Top Hollow Out Vest,0,20.11000000,0,1000,9,Passed,Normal,1,2017-04-24,2017-06-30,MY,7549821,0,7548528,Tops,New with tags,Tanks & Camisoles,Women's Clothing,1,1,1493021934,,5,NULL,"[9951, 9952]",W3335,0E-8,0,NULL,NULL,NULL,NULL,NULL,W3335,2017-04-24 16:18:54,NULL,NULL,NULL,2017-09-05,2,MY,2017-09-05,0.1
258144132,fancyqube.my,FancyQube,Women Clothes,Fancyqube Skull Off Should Long Sleeve Top Loose Tshirts,0,22.09000000,0,800,3,Passed,Normal,1,2017-05-13,2017-06-30,MY,7549821,0,7548528,Tops,New with tags,Off Shoulder Tops,Women's Clothing,1,1,1494638091,,5,NULL,"[9951, 9952, 9953]",W3587,0E-8,0,NULL,NULL,NULL,NULL,NULL,W3587,2017-05-13 09:14:51,NULL,NULL,NULL,2017-09-05,3,MY,2017-09-05,0.1
