name,price,price_discount,url,rating,review,seller,seller_rating,shipping_fee,size,weight,category_level1,category_level2,category_level3,local_overseas
Pola Bunga Penangkap Mimpi Mobil Menggantung Hiasan Dinding (Hijau),110000.0,55000.0,http://www.lazada.co.id/pola-bunga-penangkap-mimpi-mobil-menggantung-hiasan-dinding-hijau-8497059.html?ff=1&mp=1&rs=28688,1.0,1,welcomehome,4.7,0,1 x 1 x 1,0.02,"Perkakas, DIY & Outdoor",Taman & Kebun,Hiasan & dekorasi taman,overseas
"Original BAILI BT171 Chrome-plated Classic Double Edge Safety Razor
- Intl",154000.0,77000.0,http://www.lazada.co.id/original-baili-bt171-chrome-plated-classic-double-edge-safety-razor-intl-6473998.html?ff=1&mp=1&rs=28688,3.0,1,welcomehome,4.7,0,1 x 1 x 1,0.11,Kesehatan & Kecantikan,Perawatan Pria,Perlengkapan Bercukur & Grooming,overseas
"USB 2, 0Digital DVB-T SDR + DAB + FM HDTV TV Penala Unit Penerima
Tongkat RTL2832U + R820T2 - Intl",290000.0,145000.0,http://www.lazada.co.id/usb-2-0digital-dvb-t-sdr-dab-fm-hdtv-tv-penala-unit-penerimatongkat-rtl2832u-r820t2-intl-8088669.html?ff=1&mp=1&rs=28688,3.0,1,welcomehome,4.7,0,1 x 1 x 1,0.07,Komputer & Laptop,Aksesoris Komputer,Tuner TV,overseas
"Perak USB fleksibel 3 cahaya lampu meja untuk komputer PC laptop
dengan penjepit",200000.0,100000.0,http://www.lazada.co.id/perak-usb-fleksibel-3-cahaya-lampu-meja-untuk-komputer-pc-laptopdengan-penjepit-8088568.html?ff=1&mp=1&rs=28688,3.0,1,welcomehome,4.7,0,1 x 1 x 1,0.15,Komputer & Laptop,Aksesoris Komputer,Perangkat Komputer,overseas
"Stainless Steel Thermal Bento Piknik Makan Siang Kotak Makanan
(Biru)",162000.0,81000.0,http://www.lazada.co.id/stainless-steel-thermal-insulated-lunch-box-bento-food-picnicblue-5988723.html?ff=1&mp=1&rs=28688,3.0,1,welcomehome,4.7,0,1 x 1 x 1,0.24,Alat Dapur,Kotak penyimpanan  dapur dan aksesoris,Kantung Makan,overseas
Retro Classic Cat Eye Sunglasses UV400 Camel,82000.0,41000.0,http://www.lazada.co.id/retro-classic-cat-eye-sunglasses-uv400-camel-5992668.html?ff=1&mp=1&rs=28688,3.0,2,welcomehome,4.7,0,1 x 1 x 1,0.03,"Jam Tangan, Kacamata, dan Perhiasan",Kacamata,Sunglasses,overseas
"DC 0-100V 50A Voltmeter Ammeter Red and Blue Panel Amp Volt Gauge
Meter - Intl",152000.0,76000.0,http://www.lazada.co.id/dc-0-100v-50a-voltmeter-ammeter-red-and-blue-panel-amp-volt-gaugemeter-intl-6451321.html?ff=1&mp=1&rs=28688,3.0,1,welcomehome,4.7,0,1 x 1 x 1,0.02,"Perkakas, DIY & Outdoor",Peralatan Elektrik,Bagian dari listrik,overseas
"Multi-Warna Kartun Berbentuk U Perjalanan Bantal Penyangga Leher
Kepala (Hitam)",136000.0,68000.0,http://www.lazada.co.id/multi-warna-kartun-berbentuk-u-perjalanan-bantal-penyangga-leherkepala-hitam-5988292.html?ff=1&mp=1&rs=28688,3.0,2,welcomehome,4.7,0,1 x 1 x 1,0.14,Tas & Travel,Travel,Aksesoris Travel,overseas
Mini Portable UV Flashlight Violet Lamp Light Torch(Blue light),144000.0,72000.0,http://www.lazada.co.id/mini-portable-uv-flashlight-violet-lamp-light-torchblue-light-6343208.html?ff=1&mp=1&rs=28688,3.0,1,welcomehome,4.7,0,1 x 1 x 1,0.07,"Perkakas, DIY & Outdoor",Lampu Kerja,Lampu Rechargeable & Senter,overseas
"Mens Vintage Flat Cap Peaked Racing Hat Beret Country Golf
Newsboy(White)",102000.0,51000.0,http://www.lazada.co.id/mens-vintage-flat-cap-peaked-racing-hat-beret-country-golfnewsboywhite-8981995.html?ff=1&mp=1&rs=28688,1.0,2,welcomehome,4.7,0,1 x 1 x 1,0.06,Fashion,Fashion Anak Laki-laki,Aksesoris Anak Laki-laki,overseas
Skate Park Ramp Parts for Tech Deck Fingerboard Finger Board F,258000.0,129000.0,http://www.lazada.co.id/skate-park-ramp-parts-for-tech-deck-fingerboard-finger-board-f-5991862.html?ff=1&mp=1&rs=28688,3.0,2,welcomehome,4.7,0,1 x 1 x 1,0.35,Olahraga & Outdoor,Olahraga Rekreasi,Olahraga Skateboard,overseas
Bayi Pertama Walkers Sepatu (Merah),106000.0,53000.0,http://www.lazada.co.id/bayi-pertama-walkers-sepatu-merah-8081773.html?ff=1&mp=1&rs=28688,1.0,1,welcomehome,4.7,0,1 x 1 x 1,0.05,Bayi & Balita,Pakaian & Aksesori Anak,Bayi Laki-Laki (6 bulan - 3 tahun),overseas
"2015 Eyewear frame kacamata optik mode membaca kacamata polos
(onta)",108000.0,54000.0,http://www.lazada.co.id/2015-eyewear-frame-kacamata-optik-mode-membaca-kacamata-polosonta-6841421.html?ff=1&mp=1&rs=28688,3.0,3,welcomehome,4.7,0,1 x 1 x 1,0.03,"Jam Tangan, Kacamata, dan Perhiasan",Kacamata,Eyeglasses,overseas
"New Stainless Steel hitam tipis dompet uang saku klip dudukan 2
buah - International",82000.0,41000.0,http://www.lazada.co.id/new-stainless-steel-hitam-tipis-dompet-uang-saku-klip-dudukan-2buah-international-13851069.html?ff=1&mp=1&rs=28688,1.0,1,welcomehome,4.7,0,5x3x2,0.03,Tas & Travel,Tas Pria,Dompet & Aksesori Pria,overseas
"AC 100-240 V DC adaptor konverter 5.5 x 2.5 mm 6 V 1 amp 1000mA
charger steker Uni Eropa - Internasional",94000.0,47000.0,http://www.lazada.co.id/ac-100-240-v-dc-adaptor-konverter-55-x-25-mm-6-v-1-amp-1000macharger-steker-uni-eropa-internasional-8497678.html?ff=1&mp=1&rs=28688,1.0,1,welcomehome,4.7,0,1 x 1 x 1,0.08,"Perkakas, DIY & Outdoor",Peralatan Elektrik,Kabel & Adaptor,overseas
"12 Buah Komedo Jerawat Penghapus Noda Kotor Alat Jarum Facial Jelas
Ekstraktor",82000.0,41000.0,http://www.lazada.co.id/12-buah-komedo-jerawat-penghapus-noda-kotor-alat-jarum-facial-jelasekstraktor-6474353.html?ff=1&mp=1&rs=28688,1.0,1,welcomehome,4.7,0,1 x 1 x 1,0.04,Kesehatan & Kecantikan,Alat Kesehatan & Kecantikan,Alat Perawatan Kulit,overseas
"Sepatu Bayi Sepatu Anak Bintik Dasar Lembut Bunga Sepatu (Berwarna
Merah Muda) (12)",92000.0,46000.0,http://www.lazada.co.id/sepatu-bayi-sepatu-anak-bintik-dasar-lembut-bunga-sepatu-berwarnamerah-muda-12-10495850.html?ff=1&mp=1&rs=28688,1.0,1,welcomehome,4.7,0,1 x 1 x 1,0.06,Bayi & Balita,Pakaian & Aksesori Anak,Bayi Perempuan (6 bulan - 3 tahun),overseas
"10 x mikroskop kaca pembesar untuk perhiasan alat pembesar Perangko
Antik",88000.0,44000.0,http://www.lazada.co.id/10-x-mikroskop-kaca-pembesar-untuk-perhiasan-alat-pembesar-perangkoantik-8498518.html?ff=1&mp=1&rs=28688,1.0,1,welcomehome,4.7,0,1 x 1 x 1,0.04,"Jam Tangan, Kacamata, dan Perhiasan",Perhiasan,Perhiasan Wanita,overseas
"Silicone Funny Baby Pacifier Dummy Nipple Teethers (Red+Blue) -
intl",68000.0,34000.0,http://www.lazada.co.id/silicone-funny-baby-pacifier-dummy-nipple-teethers-redblue-intl-13205651.html?ff=1&mp=1&rs=28688,1.0,1,welcomehome,4.7,0,9x7x3,0.02,Bayi & Balita,Dot & Aksesori,Dot,overseas
"2 x 9005 HB3 H10 6000 KB 100 Watt Bohlam Lampu Kabut Proyektor
Mengemudi",264000.0,132000.0,http://www.lazada.co.id/2-x-9005-hb3-h10-6000-kb-100-watt-bohlam-lampu-kabut-proyektormengemudi-9608956.html?ff=1&mp=1&rs=28688,1.0,1,welcomehome,4.7,0,1 x 1 x 1,0.07,Mobil & Motor,Mobil,Suku Cadang Otomotif,overseas
"Stainless Steel 180 derajat busur derajat untuk mengukur sudut
putaran mesin pencari penguasa",116000.0,58000.0,http://www.lazada.co.id/stainless-steel-180-derajat-busur-derajat-untuk-mengukur-sudutputaran-mesin-pencari-penguasa-8497217.html?ff=1&mp=1&rs=28688,1.0,1,welcomehome,4.7,0,1 x 1 x 1,0.08,Alat Tulis & Kerajinan,Peralatan Kantor & Sekolah,Penggaris,overseas
"New Women Mini PU Leather Card Cell Phone Clutch Bag Wallet (Black)
- intl",82000.0,41000.0,http://www.lazada.co.id/new-women-mini-pu-leather-card-cell-phone-clutch-bag-wallet-black-intl-21374203.html?ff=1&mp=1&rs=28688,1.0,1,welcomehome,4.7,0,18x10x1.5,0.04,Tas & Travel,Tas Wanita,Clutches,overseas
"VODOOL 20Hz - 15Khz BC06 Bluetooth nirkabel pemancar FM memimpin
dengan tampilan USB Ganda 5 V/2.1 amp output charger mobil dukungan
MP3/WMA format untuk semua jenis kendaraan",242000.0,121000.0,http://www.lazada.co.id/vodool-20hz-15khz-bc06-bluetooth-nirkabel-pemancar-fm-memimpindengan-tampilan-usb-ganda-5-v21-amp-output-charger-mobil-dukunganmp3wma-format-untuk-semua-jenis-kendaraan-10496521.html?ff=1&mp=1&rs=28688,1.0,1,welcomehome,4.7,0,1 x 1 x 1,0.06,Mobil & Motor,Mobil,Peralatan Audio Mobil,overseas
"Olahraga Sepak Bola Basket Kacamata Pelindung Mata Kacamata
Pengaman Pelindung",128000.0,64000.0,http://www.lazada.co.id/olahraga-sepak-bola-basket-kacamata-pelindung-mata-kacamatapengaman-pelindung-6310704.html?ff=1&mp=1&rs=28688,3.0,1,welcomehome,4.7,0,1 x 1 x 1,0.14,Olahraga & Outdoor,Sepatu & Pakaian Olahraga,Sepatu & Pakaian Olahraga Pria,overseas
"20 x bungkus tali kawat kabel penyelenggara mengikat tali pemegang
untuk PC Laptop - International",80000.0,40000.0,http://www.lazada.co.id/20-x-bungkus-tali-kawat-kabel-penyelenggara-mengikat-tali-pemeganguntuk-pc-laptop-international-12321766.html?ff=1&mp=1&rs=28688,3.0,1,welcomehome,4.7,0,17.5x2x2,0.02,Handphone & Tablet,Aksesoris Handphone,Kabel & Docking,overseas
Warna 30 Menit Waktu Jam Pasir Jam Pasir Kayu Dekorasi Hadiah WR,292000.0,146000.0,http://www.lazada.co.id/warna-30-menit-waktu-jam-pasir-jam-pasir-kayu-dekorasi-hadiah-wr-5988915.html?ff=1&mp=1&rs=28688,3.0,1,welcomehome,4.7,0,1 x 1 x 1,0.25,Furnitur & Dekorasi,Dekorasi Rumah,Jam,overseas
Fiber Optical Flower Light 3W Christmas Tree Lamp Decoration White,134000.0,67000.0,http://www.lazada.co.id/fiber-optical-flower-light-3w-christmas-tree-lamp-decoration-white-5991645.html?ff=1&mp=1&rs=28688,3.0,1,welcomehome,4.7,0,1 x 1 x 1,0.06,Promo Spesial,Best Deals,Top Deals Keluarga,overseas
3d vase vinyl wall stickers,146000.0,73000.0,http://www.lazada.co.id/3d-vase-vinyl-wall-stickers-5990027.html?ff=1&mp=1&rs=28688,3.0,1,welcomehome,4.7,0,1 x 1 x 1,0.12,Furnitur & Dekorasi,Dekorasi Rumah,Stiker Dinding,overseas
3pcs Pregnant Lace Dress Suit Photography Prop (White) (Intl),710000.0,355000.0,http://www.lazada.co.id/3pcs-pregnant-lace-dress-suit-photography-prop-white-intl-8985539.html?ff=1&mp=1&rs=28688,3.0,1,welcomehome,4.7,0,1 x 1 x 1,0.5,Bayi & Balita,Perawatan Kehamilan,Pakaian Hamil,overseas
Boys Clothing Set T-shirt + Shorts (Navy Blue) - intl,432000.0,216000.0,http://www.lazada.co.id/boys-clothing-set-t-shirt-shorts-navy-blue-intl-13210330.html?ff=1&mp=1&rs=28688,3.0,1,welcomehome,4.7,0,65x25x1,0.27,Fashion,Fashion Anak Laki-laki,Pakaian Anak Laki-laki,overseas
"Pocket Mini Digital Scale DB-100 Electronic Precise Jewelry Scale
100gx0.01g",240000.0,120000.0,http://www.lazada.co.id/pocket-mini-digital-scale-db-100-electronic-precise-jewelry-scale100gx001g-5991721.html?ff=1&mp=1&rs=28688,3.0,1,welcomehome,4.7,0,1 x 1 x 1,0.13,"Jam Tangan, Kacamata, dan Perhiasan",Perhiasan,Perhiasan Wanita,overseas
"2015New fashion 3-psc backpack waterproof Nylon oxford bags(black)
- intl",354000.0,177000.0,http://www.lazada.co.id/2015new-fashion-3-psc-backpack-waterproof-nylon-oxford-bagsblack-intl-14478324.html?ff=1&mp=1&rs=28688,3.0,1,welcomehome,4.7,0,27x17x32,0.51,Tas & Travel,Tas Wanita,Tas Selempang & Bahu Wanita,overseas
"Fashion Handbags Shoulder Messenger Bag Mobile Phone Bag(Black) -
intl",242000.0,121000.0,http://www.lazada.co.id/fashion-handbags-shoulder-messenger-bag-mobile-phone-bagblack-intl-34927784.html?ff=1&mp=1&rs=28688,3.0,1,welcomehome,4.7,0,,,Tas & Travel,Tas Wanita,Tas Selempang & Bahu Wanita,overseas
Silicone Anti-Slip Gel Soft Sport Insole Pad - intl,166000.0,83000.0,http://www.lazada.co.id/silicone-anti-slip-gel-soft-sport-insole-pad-intl-14478905.html?ff=1&mp=1&rs=28688,3.0,1,welcomehome,4.7,0,27.5x8.5x1,0.17,Fashion,Fashion Wanita,Sepatu,overseas
"Leisure Hollow Out Dompet Wanita Shoulder Crossbody Bag (Coklat
Muda)",228000.0,114000.0,http://www.lazada.co.id/leisure-hollow-out-dompet-wanita-shoulder-crossbody-bag-coklatmuda-14854434.html?ff=1&mp=1&rs=28688,3.0,1,welcomehome,4.7,0,25x22x15,0.23,Tas & Travel,Tas Wanita,Tas Selempang & Bahu Wanita,overseas
"20 buah 3 G mudah bersihkan lem kuku palsu Nail Art akrilik Tips
menghapus bersih",148000.0,74000.0,http://www.lazada.co.id/20-buah-3-g-mudah-bersihkan-lem-kuku-palsu-nail-art-akrilik-tipsmenghapus-bersih-11277821.html?ff=1&mp=1&rs=28688,3.0,2,welcomehome,4.7,0,1 x 1 x 1,0.16,Kesehatan & Kecantikan,Makeup,Perawatan Kuku,overseas
"2 X Elastic Ankle Brace Support Band Sports Gym Protects Therapy -
Intl",70000.0,35000.0,http://www.lazada.co.id/2-x-elastic-ankle-brace-support-band-sports-gym-protects-therapy-intl-8083710.html?ff=1&mp=1&rs=28688,3.0,1,welcomehome,4.7,0,1 x 1 x 1,0.04,Kesehatan & Kecantikan,Alat Medis,Alat Penopang Luka,overseas
Pro Makeup Train Storage Bag Case Rose (Red) - intl,322000.0,161000.0,http://www.lazada.co.id/pro-makeup-train-storage-bag-case-rose-red-intl-13210201.html?ff=1&mp=1&rs=28688,3.0,1,welcomehome,4.7,0,20x15x8,0.29,Kesehatan & Kecantikan,,,overseas
"Weekly 7 Days Colorful Pill Box Medicine Storage Organizer Holder
Kit",182000.0,91000.0,http://www.lazada.co.id/weekly-7-days-colorful-pill-box-medicine-storage-organizer-holderkit-11506892.html?ff=1&mp=1&rs=28688,3.0,1,welcomehome,4.7,0,1 x 1 x 1,0.16,Furnitur & Dekorasi,Tempat Penyimpanan,Tempat Penyimpanan Obat & First Aid,overseas
"2 buah H4 12 V 90 Watt 2600 KB halogen tahan air kuning keemasan
lampu Kabut Mobil - Internasional",172000.0,86000.0,http://www.lazada.co.id/2-buah-h4-12-v-90-watt-2600-kb-halogen-tahan-air-kuning-keemasanlampu-kabut-mobil-internasional-8087157.html?ff=1&mp=1&rs=28688,3.0,2,welcomehome,4.7,0,1 x 1 x 1,0.12,Mobil & Motor,Mobil,Suku Cadang Otomotif,overseas
Emas Sangkakala Jubir Meg 5C Ukuran,178000.0,89000.0,http://www.lazada.co.id/emas-sangkakala-jubir-meg-5c-ukuran-8491175.html?ff=1&mp=1&rs=28688,3.0,3,welcomehome,4.7,0,1 x 1 x 1,0.12,"Media, Musik & Buku",Instrumen Musik,Aksesoris Instrumen Musik,overseas
"Balita Anak Bayi Laki-Laki Yang Mengenakan Pakaian Terusan Katun
Baju Monyet Baju Senam (Hitam)",160000.0,80000.0,http://www.lazada.co.id/balita-anak-bayi-laki-laki-yang-mengenakan-pakaian-terusan-katunbaju-monyet-baju-senam-hitam-9968761.html?ff=1&mp=1&rs=28688,3.0,1,welcomehome,4.7,0,1 x 1 x 1,0.09,Bayi & Balita,Pakaian & Aksesori Anak,Bayi Uniseks (0 - 6 bulan),overseas
Baby Girls Cute Jeans Lovely Cartoon Cat Long Pants - intl,282000.0,141000.0,http://www.lazada.co.id/baby-girls-cute-jeans-lovely-cartoon-cat-long-pants-intl-21378750.html?ff=1&mp=1&rs=28688,3.0,1,welcomehome,4.7,0,28 x 28 x 1,0.18,Bayi & Balita,Pakaian & Aksesori Anak,Bayi Perempuan (6 bulan - 3 tahun),overseas
"Baby Girls Cotton Romper Christmas Clothes Set with Leggings (White
Red)",216000.0,108000.0,http://www.lazada.co.id/baby-girls-cotton-romper-christmas-clothes-set-with-leggings-whitered-9901369.html?ff=1&mp=1&rs=28688,3.0,1,welcomehome,4.7,0,1 x 1 x 1,0.11,Bayi & Balita,Pakaian & Aksesori Anak,Bayi Perempuan (6 bulan - 3 tahun),overseas
"Bayi Laki-Laki Anak Perempuan Baju Bayi Baju Monyet Satu Set Huruf
(Hitam)",146000.0,73000.0,http://www.lazada.co.id/bayi-laki-laki-anak-perempuan-baju-bayi-baju-monyet-satu-set-hurufhitam-8088309.html?ff=1&mp=1&rs=28688,3.0,1,welcomehome,4.7,0,1 x 1 x 1,0.06,Bayi & Balita,Pakaian & Aksesori Anak,Bayi Uniseks (0 - 6 bulan),overseas
"Men 's Winter Slim Double Breasted Trench Coat Jacket Outwear
(Khaki)3XL - intl",736000.0,368000.0,http://www.lazada.co.id/men-s-winter-slim-double-breasted-trench-coat-jacket-outwearkhaki3xl-intl-19593375.html?ff=1&mp=1&rs=28688,3.0,1,welcomehome,4.7,0,80x50x1,0.7,Fashion,Fashion Pria,Pakaian,overseas
"Women PU Leather Button Tassel Short Wallet Card Coin Holder Clutch
Purse(Pink) - intl",130000.0,65000.0,http://www.lazada.co.id/women-pu-leather-button-tassel-short-wallet-card-coin-holder-clutchpursepink-intl-35341720.html?ff=1&mp=1&rs=28688,1.0,2,welcomehome,4.7,0,,,Tas & Travel,Tas Wanita,Dompet & Aksesori Wanita,overseas
Bayi Perempuan Anak Rajutan Wol Topi-Topi Ski Tengkorak Balita,112000.0,56000.0,http://www.lazada.co.id/bayi-perempuan-anak-rajutan-wol-topi-topi-ski-tengkorak-balita-11272975.html?ff=1&mp=1&rs=28688,1.0,1,welcomehome,4.7,0,1 x 1 x 1,0.05,Bayi & Balita,Pakaian & Aksesori Anak,Bayi Perempuan (6 bulan - 3 tahun),overseas
"New Women Mini PU Leather Card Cell Phone Clutch Bag Wallet (Blue)
- intl",82000.0,41000.0,http://www.lazada.co.id/new-women-mini-pu-leather-card-cell-phone-clutch-bag-wallet-blue-intl-21374227.html?ff=1&mp=1&rs=28688,1.0,1,welcomehome,4.7,0,18x10x1.5,0.03,Tas & Travel,Tas Wanita,Clutches,overseas
"Berlapis perak perhiasan Diamond Crown hiasan kue pengantin
HeaddresSilvery panas - International",170000.0,85000.0,http://www.lazada.co.id/berlapis-perak-perhiasan-diamond-crown-hiasan-kue-pengantinheaddressilvery-panas-international-11501296.html?ff=1&mp=1&rs=28688,1.0,1,welcomehome,4.7,0,1 x 1 x 1,0.1,"Jam Tangan, Kacamata, dan Perhiasan",Perhiasan,Perhiasan Wanita,overseas
