ProductID,Username,Shopname,Category,Productname,Brand,Price,Soldcomplete,Stock,Images,QC,Status,Likes,DateCreated,DateUpdated,Country,SellerUserID,Soldtotal,ShopID,Subcategory,Condition,Level3subcategory,Displayedmaincategory,Crossborder,Userstatus,ctime,Itemrating,Attributesfilled,Idattributes,Valueattributes,ParentSKURefno,Pricebeforediscount,can_use_wholesale,Wholesaletier1,Wholesaletier2,Wholesaletier3,Wholesaletier4,Wholesaletier5,SKU,Specificcreatetime,Weight,Maxchannelsize,Minchannelsize,Dategenerated,Attributesavailable,grass_country,grass_date,weight
65989142,fancyqube.id,fancyqube.id,Women Clothes,Fancycube Fashion Kaus Halter Neck Rendah Wanita Seksi Punggung Terbuka Atasan Wanita Casual,FancyqubeFashion,10077490,0,0,6,NA,Seller Deleted,1,16/9/2016,4/5/2017,ID,8938945,0,8937649,Top,New with tags,Others,Pakaian Wanita,1,1,1474029368,,1,NULL,"[10984, 10985, 10986, 10987]",W1054,0.00E+00,0,NULL,NULL,NULL,NULL,NULL,W1054,16/9/2016 19:36,NULL,NULL,NULL,1/8/2017,4,ID,1/8/2017,0.1
65989142,fancyqube.id,fancyqube.id,Women Clothes,Fancycube Fashion Kaus Halter Neck Rendah Wanita Seksi Punggung Terbuka Atasan Wanita Casual,FancyqubeFashion,10077490,0,0,6,NA,Seller Deleted,1,16/9/2016,4/5/2017,ID,8938945,0,8937649,Top,New with tags,Others,Pakaian Wanita,1,1,1474029368,,1,NULL,"[10984, 10985, 10986, 10987]",W1054,0.00E+00,0,NULL,NULL,NULL,NULL,NULL,W1054,16/9/2016 19:36,NULL,NULL,NULL,21/7/2017,4,ID,21/7/2017,0.1
123806569,fancyqube.id,fancyqube.id,Electronics,FANCYCUBE Bantalan Setrikaan: Bantalan Setrikaan Portable Express Bahan Besi,0,140072,0,200,1,Passed,Normal,0,13/1/2017,9/6/2017,ID,8938945,0,8937649,Garment Care,New with tags,Others,Elektronik,1,1,1484319495,,0,NULL,[11133],HG1516,0.00E+00,0,NULL,NULL,NULL,NULL,NULL,HG1516,13/1/2017 21:58,NULL,NULL,NULL,1/8/2017,1,ID,1/8/2017,0.2
123806569,fancyqube.id,fancyqube.id,Electronics,FANCYCUBE Bantalan Setrikaan: Bantalan Setrikaan Portable Express Bahan Besi,0,140072,0,200,1,Passed,Normal,0,13/1/2017,9/6/2017,ID,8938945,0,8937649,Garment Care,New with tags,Others,Elektronik,1,1,1484319495,,0,NULL,[11133],HG1516,0.00E+00,0,NULL,NULL,NULL,NULL,NULL,HG1516,13/1/2017 21:58,NULL,NULL,NULL,5/9/2017,1,ID,5/9/2017,0.2
123806569,fancyqube.id,fancyqube.id,Electronics,FANCYCUBE Bantalan Setrikaan: Bantalan Setrikaan Portable Express Bahan Besi,0,140072,0,200,1,Passed,Normal,0,13/1/2017,9/6/2017,ID,8938945,0,8937649,Garment Care,New with tags,Others,Elektronik,1,1,1484319495,,0,NULL,[11133],HG1516,0.00E+00,0,NULL,NULL,NULL,NULL,NULL,HG1516,13/1/2017 21:58,NULL,NULL,NULL,21/7/2017,1,ID,21/7/2017,0.2
219721030,fancyqube.id,fancyqube.id,Women Clothes,Fashion Wanita: Fancyqube Playsuit / Jumpsuit Sexy dengan Kancing dan Motif Tulisan,Fancyqube ,90210,0,800,5,Passed,Normal,3,14/4/2017,3/7/2017,ID,8938945,0,8937649,Playsuit & Jumpsuit,New with tags,Playsuit,Pakaian Wanita,1,1,1492151606,,0,NULL,"[11027, 11028, 11029, 11030]",W3073,0.00E+00,0,NULL,NULL,NULL,NULL,NULL,W3073,14/4/2017 13:33,NULL,NULL,NULL,5/9/2017,4,ID,5/9/2017,0.1
219721030,fancyqube.id,fancyqube.id,Women Clothes,Fashion Wanita: Fancyqube Playsuit / Jumpsuit Sexy dengan Kancing dan Motif Tulisan,Fancyqube ,90210,0,800,5,Passed,Normal,3,14/4/2017,3/7/2017,ID,8938945,0,8937649,Playsuit & Jumpsuit,New with tags,Playsuit,Pakaian Wanita,1,1,1492151606,,0,NULL,"[11027, 11028, 11029, 11030]",W3073,0.00E+00,0,NULL,NULL,NULL,NULL,NULL,W3073,14/4/2017 13:33,NULL,NULL,NULL,1/8/2017,4,ID,1/8/2017,0.1
219721030,fancyqube.id,fancyqube.id,Women Clothes,Fashion Wanita: Fancyqube Playsuit / Jumpsuit Sexy dengan Kancing dan Motif Tulisan,Fancyqube ,90210,0,800,5,Passed,Normal,3,14/4/2017,3/7/2017,ID,8938945,0,8937649,Playsuit & Jumpsuit,New with tags,Playsuit,Pakaian Wanita,1,1,1492151606,,0,NULL,"[11027, 11028, 11029, 11030]",W3073,0.00E+00,0,NULL,NULL,NULL,NULL,NULL,W3073,14/4/2017 13:33,NULL,NULL,NULL,21/7/2017,4,ID,21/7/2017,0.1
65989123,fancyqube.id,fancyqube.id,Women Clothes,Fancycube Fashion Celana Jegging Elastis Wanita Celana Pensil Legging Stretch,FancyqubeFashion,95802,0,300,6,Passed,Normal,4,16/9/2016,3/7/2017,ID,8938945,0,8937649,Pants,New with tags,Leggings,Pakaian Wanita,1,1,1474029364,,0,NULL,"[11007, 11008, 11009, 11010]",W1704,0.00E+00,0,NULL,NULL,NULL,NULL,NULL,W1704,16/9/2016 19:36,NULL,NULL,NULL,1/8/2017,4,ID,1/8/2017,0.2
65989123,fancyqube.id,fancyqube.id,Women Clothes,Fancycube Fashion Celana Jegging Elastis Wanita Celana Pensil Legging Stretch,FancyqubeFashion,95802,0,300,6,Passed,Normal,4,16/9/2016,3/7/2017,ID,8938945,0,8937649,Pants,New with tags,Leggings,Pakaian Wanita,1,1,1474029364,,0,NULL,"[11007, 11008, 11009, 11010]",W1704,0.00E+00,0,NULL,NULL,NULL,NULL,NULL,W1704,16/9/2016 19:36,NULL,NULL,NULL,5/9/2017,4,ID,5/9/2017,0.2
65989123,fancyqube.id,fancyqube.id,Women Clothes,Fancycube Fashion Celana Jegging Elastis Wanita Celana Pensil Legging Stretch,FancyqubeFashion,95802,0,300,6,Passed,Normal,4,16/9/2016,3/7/2017,ID,8938945,0,8937649,Pants,New with tags,Leggings,Pakaian Wanita,1,1,1474029364,,0,NULL,"[11007, 11008, 11009, 11010]",W1704,0.00E+00,0,NULL,NULL,NULL,NULL,NULL,W1704,16/9/2016 19:36,NULL,NULL,NULL,21/7/2017,4,ID,21/7/2017,0.2
225917126,fancyqube.id,fancyqube.id,Men Clothes,Fashion Pria: Fancyqube Kaos T-Shirt Lengan Pendek Bertali Mock Neck  Warna Hitam,Fancyqube,99830,0,1599,5,Passed,Normal,1,19/4/2017,9/6/2017,ID,8938945,1,8937649,Casual Shirt,New with tags,Others,Pakaian Pria,1,1,1492590058,,1,NULL,"[12943, 12944, 12945, 12946, 12947]",M638,0.00E+00,0,NULL,NULL,NULL,NULL,NULL,M638,19/4/2017 15:20,NULL,NULL,NULL,21/7/2017,5,ID,21/7/2017,0.1
225917126,fancyqube.id,fancyqube.id,Men Clothes,Fashion Pria: Fancyqube Kaos T-Shirt Lengan Pendek Bertali Mock Neck  Warna Hitam,Fancyqube,99830,1,1600,5,Passed,Normal,1,19/4/2017,9/6/2017,ID,8938945,2,8937649,Casual Shirt,New with tags,Others,Pakaian Pria,1,1,1492590058,,1,NULL,"[12943, 12944, 12945, 12946, 12947]",M638,0.00E+00,0,NULL,NULL,NULL,NULL,NULL,M638,19/4/2017 15:20,NULL,NULL,NULL,5/9/2017,5,ID,5/9/2017,0.1
225917126,fancyqube.id,fancyqube.id,Men Clothes,Fashion Pria: Fancyqube Kaos T-Shirt Lengan Pendek Bertali Mock Neck  Warna Hitam,Fancyqube,99830,1,1599,5,Passed,Normal,1,19/4/2017,9/6/2017,ID,8938945,1,8937649,Casual Shirt,New with tags,Others,Pakaian Pria,1,1,1492590058,,1,NULL,"[12943, 12944, 12945, 12946, 12947]",M638,0.00E+00,0,NULL,NULL,NULL,NULL,NULL,M638,19/4/2017 15:20,NULL,NULL,NULL,1/8/2017,5,ID,1/8/2017,0.1
123806566,fancyqube.id,fancyqube.id,Fashion Accessories,FANCYCUBE Kalung: Kalung DIY Bandul Kaca Bulat Buatan Tangan,0,46017,1,199,3,Passed,Normal,1,13/1/2017,9/6/2017,ID,8938945,1,8937649,Necklace,New with tags,Pendant,Aksesoris Fashion,1,1,1484319495,4,0,NULL,"[6261, 6262, 6263]",NL0094WT,0.00E+00,0,NULL,NULL,NULL,NULL,NULL,NL0094WT,13/1/2017 21:58,NULL,NULL,NULL,1/8/2017,3,ID,1/8/2017,0.2
123806566,fancyqube.id,fancyqube.id,Fashion Accessories,FANCYCUBE Kalung: Kalung DIY Bandul Kaca Bulat Buatan Tangan,0,46017,1,199,3,Passed,Normal,1,13/1/2017,9/6/2017,ID,8938945,1,8937649,Necklace,New with tags,Pendant,Aksesoris Fashion,1,1,1484319495,4,0,NULL,"[6261, 6262, 6263]",NL0094WT,0.00E+00,0,NULL,NULL,NULL,NULL,NULL,NL0094WT,13/1/2017 21:58,NULL,NULL,NULL,5/9/2017,3,ID,5/9/2017,0.2
123806566,fancyqube.id,fancyqube.id,Fashion Accessories,FANCYCUBE Kalung: Kalung DIY Bandul Kaca Bulat Buatan Tangan,0,46017,1,199,3,Passed,Normal,1,13/1/2017,9/6/2017,ID,8938945,1,8937649,Necklace,New with tags,Pendant,Aksesoris Fashion,1,1,1484319495,4,0,NULL,"[6261, 6262, 6263]",NL0094WT,0.00E+00,0,NULL,NULL,NULL,NULL,NULL,NL0094WT,13/1/2017 21:58,NULL,NULL,NULL,21/7/2017,3,ID,21/7/2017,0.2
114843150,fancyqube.id,fancyqube.id,Men Clothes,Fancycube Sweater Hoodie Untuk Pria: Pakaian Bertudung Model Kasual Plus Bahan Beludru Tebal,Fancycube,395650,0,800,1,Passed,Normal,0,28/12/2016,9/6/2017,ID,8938945,0,8937649,Sweater,New with tags,Others,Pakaian Pria,1,1,1482891494,,1,NULL,"[12976, 12977, 12978]",M451,0.00E+00,0,NULL,NULL,NULL,NULL,NULL,M451,28/12/2016 9:18,NULL,NULL,NULL,5/9/2017,3,ID,5/9/2017,0.2
114843150,fancyqube.id,fancyqube.id,Men Clothes,Fancycube Sweater Hoodie Untuk Pria: Pakaian Bertudung Model Kasual Plus Bahan Beludru Tebal,Fancycube,395650,0,800,1,Passed,Normal,0,28/12/2016,9/6/2017,ID,8938945,0,8937649,Sweater,New with tags,Others,Pakaian Pria,1,1,1482891494,,1,NULL,"[12976, 12977, 12978]",M451,0.00E+00,0,NULL,NULL,NULL,NULL,NULL,M451,28/12/2016 9:18,NULL,NULL,NULL,21/7/2017,3,ID,21/7/2017,0.2
114843150,fancyqube.id,fancyqube.id,Men Clothes,Fancycube Sweater Hoodie Untuk Pria: Pakaian Bertudung Model Kasual Plus Bahan Beludru Tebal,Fancycube,395650,0,800,1,Passed,Normal,0,28/12/2016,9/6/2017,ID,8938945,0,8937649,Sweater,New with tags,Others,Pakaian Pria,1,1,1482891494,,1,NULL,"[12976, 12977, 12978]",M451,0.00E+00,0,NULL,NULL,NULL,NULL,NULL,M451,28/12/2016 9:18,NULL,NULL,NULL,1/8/2017,3,ID,1/8/2017,0.2
260601698,fancyqube.id,fancyqube.id,Fashion Accessories,Fancyqube Adjustable Turtle Rings Men Women Ring,0,87330,0,1400,4,Passed,Normal,0,15/5/2017,9/6/2017,ID,8938945,0,8937649,Ring,New with tags,Gold,Aksesoris Fashion,1,1,1494814865,,3,NULL,"[6279, 6280, 6281]",RG1048,0.00E+00,0,NULL,NULL,NULL,NULL,NULL,RG1048,15/5/2017 9:21,NULL,NULL,NULL,21/7/2017,3,ID,21/7/2017,0.1
260601698,fancyqube.id,fancyqube.id,Fashion Accessories,Fancyqube Adjustable Turtle Rings Men Women Ring,0,87330,0,1400,4,Passed,Normal,0,15/5/2017,9/6/2017,ID,8938945,0,8937649,Ring,New with tags,Gold,Aksesoris Fashion,1,1,1494814865,,3,NULL,"[6279, 6280, 6281]",RG1048,0.00E+00,0,NULL,NULL,NULL,NULL,NULL,RG1048,15/5/2017 9:21,NULL,NULL,NULL,1/8/2017,3,ID,1/8/2017,0.1
260601698,fancyqube.id,fancyqube.id,Fashion Accessories,Fancyqube Adjustable Turtle Rings Men Women Ring,0,87330,0,1400,4,Passed,Normal,0,15/5/2017,9/6/2017,ID,8938945,0,8937649,Ring,New with tags,Gold,Aksesoris Fashion,1,1,1494814865,,3,NULL,"[6279, 6280, 6281]",RG1048,0.00E+00,0,NULL,NULL,NULL,NULL,NULL,RG1048,15/5/2017 9:21,NULL,NULL,NULL,5/9/2017,3,ID,5/9/2017,0.1
315800740,fancyqube.id,fancyqube.id,Women Bags,Fancyqube RESTOCK LV TOTE MINI 2IN1,None,83594,0,300,7,Passed,Normal,0,22/6/2017,12/7/2017,ID,8938945,0,8937649,Tote Bag,New with tags,Others,Tas Wanita,1,1,1498117341,,2,NULL,"[12368, 12369, 12370, 12371]",BG-0537,0.00E+00,0,NULL,NULL,NULL,NULL,NULL,BG-0537,22/6/2017 14:42,NULL,NULL,NULL,1/8/2017,4,ID,1/8/2017,0.2
315800740,fancyqube.id,fancyqube.id,Women Bags,Fancyqube RESTOCK LV TOTE MINI 2IN1,None,79414,0,300,7,Passed,Normal,0,22/6/2017,30/8/2017,ID,8938945,0,8937649,Tote Bag,New with tags,Others,Tas Wanita,1,1,1498117341,,2,NULL,"[12368, 12369, 12370, 12371]",BG-0537,83594,0,NULL,NULL,NULL,NULL,NULL,BG-0537,22/6/2017 14:42,NULL,NULL,NULL,5/9/2017,4,ID,5/9/2017,0.2
315800740,fancyqube.id,fancyqube.id,Women Bags,Fancyqube RESTOCK LV TOTE MINI 2IN1,None,83594,0,300,7,Passed,Normal,0,22/6/2017,12/7/2017,ID,8938945,0,8937649,Tote Bag,New with tags,Others,Tas Wanita,1,1,1498117341,,2,NULL,"[12368, 12369, 12370, 12371]",BG-0537,0.00E+00,0,NULL,NULL,NULL,NULL,NULL,BG-0537,22/6/2017 14:42,NULL,NULL,NULL,21/7/2017,4,ID,21/7/2017,0.2
60708482,fancyqube.id,fancyqube.id,Women Clothes,Fancyqube Kaus Cowok Kerah O-Neck T-Shirt Gaya Kasual Personality Back Lengan Panjang Loo,Fancyqube,88828,0,600,5,Passed,Normal,0,31/8/2016,9/6/2017,ID,8938945,0,8937649,Top,New with tags,Tshirt,Pakaian Wanita,1,1,1472626384,,1,NULL,"[6821, 6822, 6823, 6824]",M090,0.00E+00,0,NULL,NULL,NULL,NULL,NULL,M090,31/8/2016 13:53,NULL,NULL,NULL,5/9/2017,4,ID,5/9/2017,0.1
60708482,fancyqube.id,fancyqube.id,Women Clothes,Fancyqube Kaus Cowok Kerah O-Neck T-Shirt Gaya Kasual Personality Back Lengan Panjang Loo,Fancyqube,88828,0,600,5,Passed,Normal,0,31/8/2016,9/6/2017,ID,8938945,0,8937649,Top,New with tags,Tshirt,Pakaian Wanita,1,1,1472626384,,1,NULL,"[6821, 6822, 6823, 6824]",M090,0.00E+00,0,NULL,NULL,NULL,NULL,NULL,M090,31/8/2016 13:53,NULL,NULL,NULL,21/7/2017,4,ID,21/7/2017,0.1
60708482,fancyqube.id,fancyqube.id,Women Clothes,Fancyqube Kaus Cowok Kerah O-Neck T-Shirt Gaya Kasual Personality Back Lengan Panjang Loo,Fancyqube,88828,0,600,5,Passed,Normal,0,31/8/2016,9/6/2017,ID,8938945,0,8937649,Top,New with tags,Tshirt,Pakaian Wanita,1,1,1472626384,,1,NULL,"[6821, 6822, 6823, 6824]",M090,0.00E+00,0,NULL,NULL,NULL,NULL,NULL,M090,31/8/2016 13:53,NULL,NULL,NULL,1/8/2017,4,ID,1/8/2017,0.1
123806184,fancyqube.id,fancyqube.id,Cosmetics,FANCYCUBE Highlighter: Highlighter Bentuk Stik Disimpan Dalam Kotak Manis,0,62140,0,400,6,Passed,Normal,1,13/1/2017,9/6/2017,ID,8938945,0,8937649,Face Cosmetics,New with tags,Face Concealer,Kosmetik,1,1,1484319457,,0,NULL,"[6670, 6671]",MU0016,0.00E+00,0,NULL,NULL,NULL,NULL,NULL,MU0016,13/1/2017 21:57,NULL,NULL,NULL,21/7/2017,2,ID,21/7/2017,0.2
123806184,fancyqube.id,fancyqube.id,Cosmetics,FANCYCUBE Highlighter: Highlighter Bentuk Stik Disimpan Dalam Kotak Manis,0,62140,0,400,6,Passed,Normal,1,13/1/2017,9/6/2017,ID,8938945,0,8937649,Face Cosmetics,New with tags,Face Concealer,Kosmetik,1,1,1484319457,,0,NULL,"[6670, 6671]",MU0016,0.00E+00,0,NULL,NULL,NULL,NULL,NULL,MU0016,13/1/2017 21:57,NULL,NULL,NULL,1/8/2017,2,ID,1/8/2017,0.2
123806184,fancyqube.id,fancyqube.id,Cosmetics,FANCYCUBE Highlighter: Highlighter Bentuk Stik Disimpan Dalam Kotak Manis,0,62140,0,400,6,Passed,Normal,1,13/1/2017,9/6/2017,ID,8938945,0,8937649,Face Cosmetics,New with tags,Face Concealer,Kosmetik,1,1,1484319457,,0,NULL,"[6670, 6671]",MU0016,0.00E+00,0,NULL,NULL,NULL,NULL,NULL,MU0016,13/1/2017 21:57,NULL,NULL,NULL,5/9/2017,2,ID,5/9/2017,0.2
372865824,fancyqube.id,fancyqube.id,Women Clothes,Fancyqube Black long Sleeve Blouse,0,160033,0,1000,5,Passed,Normal,1,21/7/2017,21/7/2017,ID,8938945,0,8937649,Top,New with tags,Blouse ,Pakaian Wanita,1,1,1500618189,,4,NULL,"[6813, 6814, 6815, 6816]",W4833,0.00E+00,0,NULL,NULL,NULL,NULL,NULL,W4833,21/7/2017 13:23,NULL,NULL,NULL,1/8/2017,4,ID,1/8/2017,0.1
372865824,fancyqube.id,fancyqube.id,Women Clothes,Fashion Wanita: Fancyqube Dress Kemeja Midi Lengan Panjang Warna Hitam,0,152031,0,1000,5,Passed,Normal,1,21/7/2017,30/8/2017,ID,8938945,0,8937649,Top,New with tags,Blouse ,Pakaian Wanita,1,1,1500618189,,4,NULL,"[6813, 6814, 6815, 6816]",W4833,160033,0,NULL,NULL,NULL,NULL,NULL,W4833,21/7/2017 13:23,NULL,NULL,NULL,5/9/2017,4,ID,5/9/2017,0.1
123806403,fancyqube.id,fancyqube.id,Hobby & Toys,FANCYCUBE Celengan: Celengan Babi Mini Dilengkapi ATM Passport Gambar Kartun,FANCYCUBE,181430,0,600,8,Passed,Normal,2,13/1/2017,9/6/2017,ID,8938945,0,8937649,Figure,New with tags,Others,Hobi & Koleksi,1,1,1484319480,,2,NULL,"[12677, 12678]",HG1807,0.00E+00,0,NULL,NULL,NULL,NULL,NULL,HG1807,13/1/2017 21:58,NULL,NULL,NULL,21/7/2017,2,ID,21/7/2017,0.2
123806403,fancyqube.id,fancyqube.id,Hobby & Toys,FANCYCUBE Celengan: Celengan Babi Mini Dilengkapi ATM Passport Gambar Kartun,FANCYCUBE,181430,0,600,8,Passed,Normal,2,13/1/2017,9/6/2017,ID,8938945,0,8937649,Figure,New with tags,Others,Hobi & Koleksi,1,1,1484319480,,2,NULL,"[12677, 12678]",HG1807,0.00E+00,0,NULL,NULL,NULL,NULL,NULL,HG1807,13/1/2017 21:58,NULL,NULL,NULL,5/9/2017,2,ID,5/9/2017,0.2
123806403,fancyqube.id,fancyqube.id,Hobby & Toys,FANCYCUBE Celengan: Celengan Babi Mini Dilengkapi ATM Passport Gambar Kartun,FANCYCUBE,181430,0,600,8,Passed,Normal,2,13/1/2017,9/6/2017,ID,8938945,0,8937649,Figure,New with tags,Others,Hobi & Koleksi,1,1,1484319480,,2,NULL,"[12677, 12678]",HG1807,0.00E+00,0,NULL,NULL,NULL,NULL,NULL,HG1807,13/1/2017 21:58,NULL,NULL,NULL,1/8/2017,2,ID,1/8/2017,0.2
165744590,fancyqube.id,fancyqube.id,Home & Living,Fancyqube 1 Buah Tas Kantong Belanja Yang Dapat Dilipat,Fancyqube,69951,0,198,4,Passed,Normal,0,3/3/2017,9/6/2017,ID,8938945,0,8937649,Decoration,New with tags,Others,Perlengkapan Rumah,1,1,1488528033,,1,NULL,[12048],HG1113GR,0.00E+00,0,NULL,NULL,NULL,NULL,NULL,HG1113GR,3/3/2017 15:00,NULL,NULL,NULL,21/7/2017,1,ID,21/7/2017,0.1
165744590,fancyqube.id,fancyqube.id,Home & Living,Fancyqube 1 Buah Tas Kantong Belanja Yang Dapat Dilipat,Fancyqube,69951,0,198,4,Passed,Normal,0,3/3/2017,9/6/2017,ID,8938945,0,8937649,Decoration,New with tags,Others,Perlengkapan Rumah,1,1,1488528033,,1,NULL,[12048],HG1113GR,0.00E+00,0,NULL,NULL,NULL,NULL,NULL,HG1113GR,3/3/2017 15:00,NULL,NULL,NULL,1/8/2017,1,ID,1/8/2017,0.1
