shopid,itemid,status,images
5182389,18265582,0,"711c61c4311a0a96b261e920418b780b,7c08de5baba0259cc8cc4650ed30727f,88e6e8ef4cc8b2ae06b1fd93c6fc05d6,69c18a69e81037e18d9fd9334fccd785,6f116793ecd234b3b15b85a8d3399a12,07f960645e2284c0960ef9e72fae7c23,ba1582adb5d7718327856b1240a33e66,ffe45fbccf9c2d07964f6bbe6aceb8ee,994ccfb31b1a984615ac57565371e8b6"
5182389,18265587,0,"cf7bef3e16543e8547809b7173543a7f,87b1e1a588adcf8fc65eeb573edae892,9c6ed432c52ad9245e4f5cbc9fc4f684,89bf45bd034a8e06441aba714a5dc5f3,d012b0c830d7ae78b5f85cd7f9b301f2,e3931641f99b5a063bf152d14b10d3f3,8c1f058d990a79d780b2b17058dacd44,f9d547c77902f01fc8167b81f995706d,3d5e646b08ceb0c2c53516f89ab73a38"
5182389,18265588,0,"ee98ae4c8cb748493cc68f7579eb0f47,6b4d2403b864e84af3101c76799715cd,a1b96ff2008c1fb98ada989b938af8f8,b4ab91170e13f39a54f1c1040b37a10f,6ada17943c856d3b6e4997dd6a0f2b96"
5182389,18265592,0,"616e8e39c3514d81da76a4c1506ee25e,9cc62de69a81d15c07dc5bb181c5a6da,eb82c5b6a77e7040dda086203768c104,58a55a511a9275a0e492265cdf98a678,6305bfc50a7412932eade882b00dbfb6,2407450b82c8c3648d78c0b408e30db4,b34bc6662a78ba23bf45c0204dd0abd8,500dd25f3dba64a83d3c84064ea420b1,b6a9febd7561e79b749684361cdc0bcd"
5182389,18265595,0,"150a0956b44490e62a14773a0279074f,82074e0a30b0ad389bc32a47922be899,9d03adc2fcb18fb4f8c033b84734a9fa,5f7bd1b0d5ac77da7e5f8f39244d410b,557168fe5b66ed41ef82a37e72cb9112"
5182389,18265598,0,"9a8cb323d550648a39e903c1845bd919,29414afd984fd73d773d3daac4f60b41,d12b5feb831d19be7830e3855be1aac7,5f3f0d621aafcdc7122d787a960140bb,d8f90c31c70b8efc4c687e9c30394990,0b8cbdadee39ed2f94162ddc62a37c2b,a7ea5d1757f6a93d7c6bd4c5a88c2999"
5182389,18265599,0,"867ae83bde19142b0551bd1b7b33f2cb,996bac4ea3bf240ec45514273ab8a313,2864ee066e2d378933b145d29246bec7,54e7d5a9c985a684a633fc93af34f591,39cef6f6f50b07a1b44ec018c38562d7,7e5a17d80fc901d357f7049e0ab3e074,d4481e93638e1c10be2b5b39639070de,0b4136bca50b9b5c552354ef5bbd9a99,0f8305a4ccd5f153cdf9c274c50b9374"
5182389,18265603,0,"3355d2cabcb19e85276bc2383a34a8d9,cfc767a2679cba6e1faaaaaceec0816a,109ddb437e272b208f80816d3ac89730,3e3193cbafaec2f57b240846d76abae8,9b755f03d49cc227d2d0ed44cef6c05c,8a519b5a547183e8848969f1c6d1944d,710f6bdb53b98c6495e0d829c8ad10ef,a8103426915f6a8c567e855a74ef94c6,2260ca89224211a5e2f90d355ec1ce34"
5182389,18265607,0,"945245f53bbab9cc7ef95f383e784c3e,43caceb7704e5254a3cdee7369ef5452,c61e316457d03f74ed47b87c4b14f08c,d7b869e3870e78d90a470d5b5f74531c,157b03d48affea15670b658cbb38a84f,18b3654474e9d851b38aa9ecbbfcdb97,52cd12e4e12f3c5ce1041461b459b500,43caceb7704e5254a3cdee7369ef5452,b5b39b682355fcf87a96c70a89109e3a"
5182389,18265610,0,"5c9cb8c6c52343eb193a45cac35b43d6,2d751ae5f478243e8858dd88f77936b5,22f9fcc65b827116c5f7dd46683bb4d9,aa587a9d94dc0668a3409b119ade7b94,a904e8b00944a1fc0afd64aa54f3c118,aa493c38d5745c22367c915d95bd7f40,ed7b19193ebe125dbb67a95567a16356,4f240591ab53c45d7e5facf933296f37"
5182389,18265615,0,"46ff46d31708f6dfffcfbc7030de964a,baf47ad5844dd2247fae6c427aa3b1ef,430c6a92804ec258c10d13f78ca45d29,b4d4823e48b3881f416bca85fcc77bd4,d0ca1245e94d3c4ad296fe1958f2eb36"
5182389,18265621,0,"e58c4dadf0e7a2e36bdd16d9bbb91427,493ca58f09ee8cbfd9b6194a38d37c1b,47aad25a1f11d9eb77727b69550a6153,d12d9a0ab9abc2cfb28e864b977929c1,5fb31de564dcb865980466b5053412a9,3a565e909b6cae77651a95daf8b32535"
5182389,18265623,0,"e4c5298da3d030a93c78db2a18f742f5,941ecb0c4831a56965682c81a5c6f835,59b1382778e40cb9b808b92d27027a80,aa914fa46be42c71593064625958584f,f90e45e3d0f65656cb4dcb7e858a99ca"
5182389,18265625,0,"2724642e02b38a79ddb1625d2fc77251,5b9b02749f3925580eaa786aded0ba5d,a257d9d9f190d558aa3669d9ddce4e10,02c615a72494d5dc4583108972d89893,2c99b83f0032b1f653e97590f7a96af9,c5e8e2ff5b67f9f5afc717e80348f079,afaca79c60530530a1903ccd3a0e23e0,0a96b6eebf2f7cf1d6ac25464dea83f6,f72073841e76bc58718fb9d3adafd3c7"
5182389,18265628,0,"694995299d7020f5317bc6d2e0915952,ab560ccf62b5d080960c1ac8c847f0ad,8ae29473629aab542dfcbc93ea5002a6,e69d33b09abb55662d0a31b7f47206ac,8fd219ef5fef5218c189e12608fcfcb9,dae3b7d633c51aff07d3d89bf5dccf5d,dc71b4435358a09d248c14b68f224578,60981b982e4b217716325002b8be3c79,991df8b7810b2cd798271047f4f88fcc"
5182389,18265629,0,"21ad235b010a6c804cf0819da21d7049,ce9766516dd31241fe1ce1ab75e900cb,53284c8be535425c4b5f23f3800fbdc8,a338098231d13700d16d77b4c2b437e5,19e503da9155e5fbc1ecb2933c58d2e5,b86918d5db48b5dca0ed1b31c5eb87a5,fe609188b2f3e5e9c8d7eeb26df8977d"
5182389,18265631,0,"a13178d31f1424c076d5a34e9159f593,d6c70c1687315a27cb0bd72e24d1c2c5,008959a57cbe39bbace69906fee8ba51,2771484eb7dd1f9ffa78569cd2fed6fd,2f779d97572c0a5f7ba17e1f2f61c3c5,11afc93762d193e91613cf4f74d305d9,99ef044d700cc4b00c12174a28e1786a,0e7aa31529b8c374f98be760b14c1825,64291048c3ab40e0b7127baa41a14156"
5182389,18265634,0,"9ebd0a81228a6ede4b99e8078a1ffe07,fb2d73724bc679c11977756b9b75cc7a,4147528cf1b0dd2f86a86f1d91d0c837,941b0cd87ffc24ea5f91c4589f9add8d,fe70abb0aa77448be42dc0ed290a4f67,428f2207b6252bac225dba49d2595664,9e44eb19f293072b17b195f98b35297c,77c21a1dc94b74b72c0dd8634ec0e027,44beff70496c0cccda809fb79507ae7a"
5182389,18265635,0,"a3450d0122312e460389331ab2506101,f3ba88d4f8a8603c7a0b85f47d85137e,004a2d74916bc51a8a842db4a70b6d27,dd2c95d6bf1b652ae2c218b9420d07f5,d32704c48261bfeab3d225075be5a24b,a296f0ff1e5c449c209d3767b16c7cea,dc1a066881fe25da800455346be02263,3624f6810aecc5f2eb2efb7bb15d68fc,05e43bf12821841be2fa3f7c54890224"
5182389,18265638,0,"a41891de3121069d4b8fd4bf3b8c6354,7d0ea1fea2fba3869efa5912a0d9fc7c,0b2b6352f0612ef400c33e41d0b3b4a0,297e7aad84380489e045ca92a42fae1f,d9f1bddc4cd3a4fb01d9f97a85b95272"
5182389,18265641,0,"69528cbafc29840497f186cd5f777bd8,c59cab18f131dd8d9e40f93edc561ade,329e815acd5f01f38e6156448fde21f6,3a672db24ad69f6ed1033d591158def0,cccb8227ef3eca595eef76aa0eb9b14c,f7cfa732995a837e321d5eeb9036b093,531dddd2041705322250de95128ee0bb,78da5eaa292aa37212ad4c07cf22cbbe,021c89ed64fa1add4549e1eaa051dca7"
5182389,18265645,0,"c576cd5d217564cd08f421a1ddf97634,8ad1b7489cd02b01dc7e3ed322ffbd00,f0d90baaf8b38cc7b8ec2c2810d51ebc,329fd02dde53eb00e8dc0228cadedb1c,8fe184c3cb59c02a5512d7479c2c979d"
5182389,18265649,0,"1c1e4a4bf3c62c601ef986d1bcceb0c2,49f0fedabd34f30cae18e5e3b2df13a5,80c8471f06340f6cafbeb5781e9acebd,3151f93ed610b25214107e7914f94172,2661fd7b646350b171cdeda6d39c4e1b,b0c565bf75c46762ba14c98001955627"
5182389,18265650,0,"addf5f253337d6f8d9c8ae7a0067e38f,ec18fa1815a20c80155e1fd19a4250de,e780e9372915f700e2501dd7a57f39a4,f13d4a008e3a4e2c32b1dca936f98da5,bbbea909f499bcf4c15ec284a7d25f22,98465593c682ac46420bf5b5a62fe4fa,c4fc8c147362f88fdab6ceab7e2bdfbb"
5182389,18265652,0,"f4ea528a596cf9af234a85822ef15758,a34f080cfc637b41ac838dee56cef328,0d1beef26aec940762fc2260e057f46c,48f3da5816b99f7b35f22ccb44054b7c,a27be8b91756d613301101f9947052b5,030cf12811fa4eb496c9eb7f32788c3c,4e0ad4da89574892721abf76b3f39116,779295f21d5eaae0996dfd7220a3f459,5e1949b5b9ea09a85e48720c128433a4"
5182389,18265654,0,"abfe097e302576846134095466a709b3,b49bcc127f27478bb2aef2a0bd8efd46,686695b84b9f3c61d20a279baeffc440,7cac73a2a39cd3512064bf61b4af6210,87872de7c4e6c4100c8dd2b3917871ec,c59a38da01d39c9419378c727d8cc9ab,a375b591431f37da6dc05c0c3474ab19,085955e7faa150296550f11312f10568,cdf66a94ff10263390b153d38b7c6490"
5182389,18265660,0,"bde8accca1b138589009d39e1471a9db,6d6be806d6a496508144c20bcafbd8ff,8ff1900a07e33394060eb9d5d55df7b0,af702bec7380ed3d993835748c84dfea,9398c9152c84850fd184e919dfac4d94,f27d88aee202076b4ee5d72891aceb5d,70dd8be2e5b94938560969cc5154197d,48cdf019b98f70bd89020efa7927dbfe"
5182389,18265662,0,"5657538c49b260e5e0242adf0cac77ad,bf086440584952f9cff210ed3bfc5464,2ca2a98ecf827b8157bf4456375f77f3,0cec6fa60b8780e8cc66e61de12ba440,e65effb4d5a208cd2cf24d2e9d3b7343,9696e2c8fc58ebbba6273e2437305058,3e7c1545f37b5ec31deaadb50ec15d99,a37f6dd4e1fbe53ef7660e11ff94f099"
5182389,18265663,0,"e4d2dabc507f516553e86ed8e5096f4b,85bc322f77a54765c6e3f9df2ca12a93,b935cf268852bf9024b5b4d9712dfafa,95474f9574a3deff9ad1fc92b042bffe,adf49e9be222c41db08b5a7b9025eaa9,7da2a37865ed30811a83fe8d1c607105,f9dbde0887ef80e17ea8a09d8059e653,5954ada4c8c02e1de2321282bf767373,2329b035b089fcc2b5145c431da3714f"
5182389,18265664,0,"721c58996935ba769595b97c1a12b760,92e88e09a7138d7426b693bdcad6865a,116f2cc7478b89d53f84718fd4f7fe3d,9a644f68f17cf13e79f5d0cafc6dcb0e,18d8eb5410f8bc6a69ba47c9ec0e7982,3b7232c336065e483e334449a8392ee6,99d12532739054c35fa4826d923bb8d4,17525c22a2297ad535dd6256c83294c3"
5182389,18265666,0,"8913be77dd1b2190955802c79482ee73,679b97b2d3431066a98b6ed3d1cb2e43,5f53a819d4c01e6892a346413433ce56,74472256ea6103e7664c764f85014a31,891a03864d8df0e219acf79de1a6dce0,51d5a226fd61a1120884aabefd810a28,6f25d344a8039fb6efd61b95a1ab7db4,d3febe4335b6d26fdba4a8e9d296ad85,e3af664332901f67c9fd6f93a2ec6ddd"
5182389,18265668,0,"6ad2df4ae004ff1f4ab9c4e645939e6b,b371235a3a046563187b6036a2d5ac9b,94874a0d0dc2c26b642ace1ad0c570a4,70a0e20ea7467c1bb4371634fb19bcda,c1b82bdc9d78bf82a6474a81a57db55b,6ca26c0b7b4e6391a60c55ea132f95a6,e62f435e3bca69b735e053bbea7083f7,3cc6232eefdae486498b7100bc0dd009,eed820b1ad56983952af0a539095966e"
5182389,18265701,0,"a2ce56a9b2cddabcfca9102051cb3075,5d62c437d5088d818ea5c7be735f4772,7b7e3b251e5bd14d7db4867af4535954,9d322e51551986a7bdbbc9108cacb2c0,42423bd79c79c3353c9ce6b9e5c993e9,4dffd9d7f967d1cc85b8cd2e2ffde027,a2ce56a9b2cddabcfca9102051cb3075"
5182389,18265706,0,"ec841f0614d587bf0a6f6f8e90034d3a,31b4552f733ab7906bdd4fc8f9e36920,06b3f78fc838b42f0de6bae8b63da7a3,77c92579b3f6755da3a29aab3fd24107,fa0f3732dd7f99585de7892df8f52185,520855c5d61fcee423eeb4197fc97baa,2777dd5c3b8b7623d8703018b06c8e85"
5182389,18265708,0,"9815a50547b8f21237ffbf9b64362d2d,9f541087deb4bc83d06f1b1d239e5959,71a617830c17e0f1fa015965153cb094,49c730ae3420be437fb0e221b00d7d2c,7a2c839cb78794ba0a9164d4ada4d904,36e0116eafb5902c01813750968293e0,8190978f34ff8b1c8cdfcd249bad79af,db19a2d9e76b6b5c6e2234c9a9302bd3,cbfb78fc3c624c77e43b6697cbcafa6b"
5182389,18265709,0,"0ea198877f2c716ae96a98acc441f78f,d1577043db3372e90c171ca0d2d512d2,36e05c6897fa3e4e6aec9aa219073f2f,9eec9193b7e0965db072ec496b3273e5,9e79706b0989aa6a7815951ca7c4afaf,908d64a968bfc7b6e8d3bef82cbcaf0d,8c9ac8496454b2d4f0ed32cae2699493,2c8add6144d4bd69af3023f295d5e32f,794ff2ee346f570206b0b454409ae42f"
5182389,18265714,0,"87cec3b35d4d25c6587f55b65dfee24d,9995298b234237e55507934627f17294,f46c5eb9169807dd8f84aabbe89bdddc,d2e32107afa601c6c6e43367297ff6dc,007f53e63ddfc87f226a34f6c0871f46,e1da18397eb0ab42be8d9eb5cd2e56a2,69660b808cacfb59a8308ca3ce5385a3,dfef75b485a3481731b3f02ac2d38157,508d9508dff77dda3165e453cf3e612b"
5182389,18265718,0,"453731d306966c6245c7068d36fc6d51,377df16d5091111a17c8851639e38ef0,b010f07d5d3946cc972617b7e318f366,0ffa57183caa9ea9b2c4f353724fc1f1,71974158bb137e6d9818e52e149b9b40,bcf1cb1194b2776224a0a9b8ff6edd32,860769d7c53511d86cb656bb87aaf50d,4e707fe6e23141ed214b938b08f5da0a"
5182389,18265719,0,"dc3dab727dee32a755f97570912810fa,28f97ce274425ea10b4134c7d8fa6d14,330d731913ade10d6211c7b29461f1dc,57b530ff9e5838cf5f01b80ba173a0a0,fade335d595981086014fba7520b4fed,5715a6ee105e5e832d37cf8d63d7e5f9,5f78cd6a7a9dba7ab5da759f8416fc17,96bc5f80e45c6d7bf55fef07949c60d1"
5182389,18265720,0,"4d7fbed6b2ff2b2d2f16f6c189fd8728,8573a6c0ce1680da60cb8162861480fe,9ed6c06d1ead99a58dd50119451558e2,101c5b2bf52aea6e67c40ea1950539ac,dc1b98b750e4b679bc4806d82451af13"
5182389,18265725,0,"8c16424504085b0041bab3e99600d5cb,0f389a006c2e7d59f648009588b12ff9,f3c11ceb5f0a23edc978aec4955bafd6,a9a70432b4803d5e9de09bdb01412340,e131eb4e651aa634abd0722ffb98756b,b0afa8879a407ac03422a918d8c9631f,3d175ff4537402e792166334fea8d9b5,37f2777484765f9abe6011e5f5c74437"
5182389,18265728,0,"933c61049d4d953d3bee43b827b1061c,a0f20dc544dfa48d15b97fe6314e66ad,92eb3552b637a599fb75d9065f2b1ad5,b9678eda4944c9fa73d976a102f22e86,3a25fec59d3f0e846f153a7dc39d4245,8b4e77bc0a5786ea5e54e0be0afb54f1,e72121e7b6e74c23987ba40fc770fb1b"
5182389,18265729,0,"fe29a382228ad774557e395a946dfdff,a37d9c6bf8598b90d528ab187e23582b,f98b3b84fcd3dabff8b422458192fd97,e09b2f3ce9dd8d7b5f6863964127c586,bff7bc44a3468267bf41c30765fa72d7,80af8ff66e2570e453029e39a2241f7a"
5182389,18265730,0,"84f09fddb7cd90bb3f6d69b71f8bd4ab,8ec8601331227f1f7ca90fe43106415e,efc1c1030512c9fb6b66b7cdcc4db357,acaf1d57625887aa37c7f7157c7ae27b"
5182389,18265731,0,"8a88b64c93239722567932a398567ff7,a5dfe32be73fd64bb1680455271eea4f,579333730e2d8cba5863fcdc2431880c,42a821d418d7548f5de4f0ae055ed501,aa3f6332b488f34e37574731be648a6e,49c5e88e30947cea401984a022560b46,992197742ed2a3179e5b1420d1f288ef,f774379c21a06204410e1c270ce47625,6ad9277cdb093b5c9ace042b45afb802"
5182389,18265736,0,"8f8af9753d9b11b3246c23aea3b96a5a,509f26b97b30a8faf61f200ca3a146ad,7d81d97c9c82b75e6b6b7a7bbecab37a,3ae007baf3e8fb71d19d2f3542d97723,8b69416ffc34c2fb1b0d07454e55fad0,dd813c7b6f431de2963faf1143a3a28e,5ed64c4bb8630511978f69779c964e9d,3937a033bbfa4c362deb3bf71b68189d,a5862558fe563081b2f6a94b44e8bc68"
5182389,18265740,0,"a3fdf46eb14a123acabc51111ec5e5d5,8812c542e066974f4bddabf85f3ab184,088e050f437962603003f0be51e3c5f5,fc65e264ea68d6783f62b54cfcc7302c,da4f530f118b280c1a301fd93d8f28f0"
5182389,18265743,0,"97c4cf4488fe9fa7c922394dceab7e6c,34948594f415183be9e9c7ed5884d121,0973c50cc4f9351bd247745cba4604e8,2eb6a535c02615731b2c9ad14b104798,703b74c49d9f28a2e1e0bd6b62585139,4025efcc26d853af8172cf5f6b8e7903,d049e0fb2f9b22bbf272701588719751,5d4709db1f170c5b3047a6966eb4e10c,e027262112adcf6a697b9a9a68d111c6"
5182389,18265746,0,"66faa3934a70f416decf2c5f59127373,d57748039c17e78a86de8a0a0666b81b,260bd51003ab71396de60b678b6c1372,34200e73f2a530d885a0dc9e8ba5fae4,979043cbb78629f5465cd84db4f775c7,b4935b2934ace60cad23e3cd83b6c722,27ff70746d3899c876381b5470333e40,41c48ca04029c4f7f0a893768719599d,c5505bdca8ebf762cd69d29ccc4d0920"
5182389,18265751,0,"904cfdf70523d96deec47b3783b465a7,8c874da744f000c162e1392715e13d8c,b4415b2d77e27f5824d31c7bcf294aef,34a42fe1a5408a1c5a706985366544a2,e6f7b812766f538df77abf4642b2fb76,44b89d03f5f78765a611e854314780ad,942d269dae1d145117e791280bc9873e,94adc4ef169d4e4162319d31be61d678"
5182389,18265752,0,"0cfada9cf69290a15d9fc24c228422ca,c9255a2598a88d12ad8c7e63de5c694b,d10209b817368e7f3ef51e4e65f7429f,7b090626ad3dd6de6974de8c5344975c"
5182389,18265753,0,"3c0e89bc3f42bade42ebfed929c74305,f96574a36756eeb0125920fbda332a73,a56e5eb61235473441efbc8e32b2e047,98b1c04025b7c8c164e11ba22f95141b,7c23e318cfc9b120904307c9a7ace8b9,d97b2329c8de5f4682d98b478bcb41fa,d59f500d85e0c6a13cc94dd3fdb255bb,8060971eb504c3aea591f96b31013a64,da1e1622b6c6b82989d60756b168b914"
5182389,18265759,0,"715fca217ecf0e1dda0a05e9524edd9b,953e6d36f464ad5c8162219359106bf9,4701ec426a801415f854b17f64e39f2e,ef909b8790a7c767b8c4f4cceec28cc8,537134636f73b7c843c0bca50e6373f4,6636965cc7332ed0c156fc84c3dd86fc,c7800b92b2e1f823de6c40db86f7d0ed,4fb041d3e1b6944fb6246b79d3f73b1c,16d064968706baddf6849a6b1f7cd2b2"
5182389,18265762,0,"5756e8d48ded62f5ebb8cad894eeaf1a,295437df9d7a389a7a0d72abfc343000,bac5cee927437b6285b473e9ae22d1d9,a5b7e38bccb99f3c628ed22431a68f1a,e09e75b15b42e1a0b647d34b773ba3b4,9011db1197db8665ba4b4577ebb268bd,236523ed6a1c45e55fb0f0c84368e62a,74ef0dd6ca1502be5418479e5d54c495,b6f4586a16f31d9693a0f2db67c19a11"
5182389,18265767,0,"d1963620b653d203d0fb270a8c9ad10c,64c0e2da6b7794824240eba5b7cab0c7,845043c921ca993d4b03f7b707d14be3,97b60566e33a6f8f998805ce2ebe850f,79fe6bc277a8ac24edb705f02e94c63b,bbb2b348047a7605c677a48cf944f320,a06b33577ad3f46d7021a6e9d5daa3fc,487f55497359e34e720e326d7f2f7ec6"
