Shop_26893820,Shop_26520183,Difference_score
610462592,373069532,24.0
535354929,535496245,7.0
610462591,607109283,23.0
567962340,578280695,10.0
489960716,377720453,17.0
553435896,592283102,11.0
553179089,446677923,24.0
553435929,567976365,19.0
596905108,581269717,20.0
596905109,592283140,23.0
596905067,477902350,25.0
610503818,535538094,24.0
596905065,581269641,20.0
596905100,581269724,13.0
610503814,451054384,24.0
596905069,581269701,15.0
610503816,578280636,24.0
596905104,567976270,11.0
596905106,592283125,17.0
553435700,592283079,23.0
535354961,535496271,9.0
596905148,592283175,22.0
535397976,535538043,17.0
498497214,394075073,13.0
498497198,578280742,24.0
498497199,373070228,0
498497211,437929699,10.0
610462520,607109205,6.0
610462527,607109225,23.0
561480519,567976337,9.0
558381945,567976359,23.0
558387442,592283112,23.0
535428712,535538105,17.0
535428718,535538121,10.0
451191734,394851534,20.0
565138367,567976420,15.0
451191738,351186715,18.0
535428710,453052116,15.0
535428711,535538102,9.0
443372047,446677969,11.0
468994454,596139840,25.0
468994452,423220424,6.0
468994453,581269580,24.0
600836826,596139804,0
443372148,393219791,0
502370862,393219805,7.0
443372146,393219783,13.0
443372145,393219784,9.0
443372144,393219793,18.0
443372143,393219789,20.0
443372142,581269622,25.0
610462624,609054117,5.0
610462627,609054129,6.0
498497087,339756890,0
498497084,366279625,19.0
610462623,609054126,6.0
535398001,535538047,16.0
498497088,373070522,4.0
610462628,609054122,10.0
610462629,609054120,4.0
535428709,535538115,10.0
596905083,581269713,16.0
553435378,581269622,25.0
578476086,535417899,25.0
535354808,535417805,11.0
567750821,571369536,19.0
610503719,609054219,3.0
553435488,581269749,19.0
535428743,535538151,14.0
567750825,571369543,18.0
567750824,603728213,13.0
553435941,567976432,7.0
535397955,535496294,8.0
535354803,535417803,0
535397953,535496296,22.0
553435569,567976316,20.0
535354807,535417808,16.0
596905103,592283126,22.0
558366333,567976306,22.0
610503750,609054298,3.0
553435800,592283070,16.0
610503780,373069508,25.0
610503785,394851498,25.0
610503784,323618658,24.0
610503787,609054215,24.0
610503786,477902354,25.0
610511643,383954025,24.0
610511641,581269753,21.0
610511647,581269748,25.0
610511645,369733662,24.0
610511644,448650536,25.0
502403630,339756910,22.0
596905145,592283177,18.0
596905146,592283168,4.0
561487320,567976344,16.0
596905140,592283157,22.0
596905143,592283170,18.0
596905136,592283171,21.0
561482930,592283065,18.0
498497150,319686040,20.0
610424378,607109237,23.0
610424379,607109225,23.0
558371687,567976310,7.0
578476071,564871424,16.0
578476073,581269562,3.0
578476072,581269560,6.0
581869823,603728212,23.0
502366019,393219804,4.0
567962314,578280690,22.0
567962315,535538047,25.0
610511658,345387336,24.0
558388866,592283087,21.0
451191773,437929687,16.0
596905131,592283156,19.0
610503840,567976415,22.0
535428753,535538068,15.0
535428750,535538156,13.0
535428751,535538152,16.0
596905139,592283173,20.0
502365907,380375186,4.0
498497067,339756916,8.0
451191678,437929687,23.0
535428759,535538088,10.0
600836827,596139809,23.0
600836829,596139814,10.0
610462578,607109269,11.0
571773451,578280786,20.0
451191683,341380769,8.0
596905164,592283186,0
451191686,383954051,25.0
451191687,394851501,18.0
533163775,564871335,17.0
533163776,564871327,18.0
533163777,564871336,20.0
533163770,564871328,15.0
533163771,564871324,22.0
596905163,592283191,7.0
592100951,564871544,15.0
604430052,596139902,19.0
592100959,564871554,19.0
567941658,571369591,23.0
451191707,393219810,16.0
489960761,446677957,24.0
596829372,581269645,20.0
596829378,564871558,22.0
498497225,448650594,7.0
490088600,339756929,17.0
502365959,596139902,24.0
610503752,609054292,3.0
610462622,609054130,3.0
535354842,535417859,3.0
502365953,366279621,23.0
443372134,451054430,0
610503759,609054311,0
498497078,437929688,4.0
610462615,609054121,0
453551739,437929687,20.0
610462611,609054115,10.0
453551737,418831426,25.0
453551735,319686016,11.0
502366419,437929703,19.0
604430046,596139904,14.0
604430047,596139907,19.0
604430048,596139887,19.0
558369290,567976311,16.0
490088606,373070522,3.0
535398005,564239627,15.0
443372510,394075073,9.0
443372512,393219819,0
443372108,390597189,19.0
443372514,535538047,25.0
443372515,369733640,24.0
443372516,596139852,24.0
490088569,383954082,0
443372101,567976359,24.0
443372100,394075077,13.0
600836860,596139852,12.0
443372106,394851498,25.0
600836863,596139857,18.0
535354938,535417930,3.0
453552118,393219810,10.0
490088567,477902378,10.0
535354930,535417929,4.0
535354931,535417901,9.0
535354932,535417926,18.0
535354933,592283126,24.0
453552116,394851548,15.0
453552114,581269749,25.0
535354830,535417840,10.0
535354833,535417857,0
558386095,592283133,17.0
571773435,578280738,16.0
581869789,581269575,18.0
489961268,351186715,18.0
581785608,596139932,24.0
596905075,567976268,20.0
571773463,578280792,11.0
571773462,578280790,20.0
571773465,564871332,21.0
571773464,564871335,23.0
596905073,581269690,20.0
610503806,394851505,24.0
610503804,477902351,25.0
610503805,535538047,25.0
596905078,383954051,25.0
596905170,394851505,24.0
596905173,592283199,23.0
498497201,526152506,25.0
498497165,347523452,7.0
498497166,437929698,20.0
600836825,596139721,11.0
451191708,393219814,10.0
567750790,581269748,25.0
553435785,592283076,22.0
553435782,377720435,24.0
567750797,394851532,24.0
567750796,373070484,24.0
571773419,578280742,4.0
535428726,535538123,3.0
610462605,607109301,18.0
535428721,535538092,3.0
443372072,600240014,24.0
443372077,390597171,8.0
443372076,390597168,6.0
443372078,390597181,22.0
498497116,361835663,15.0
610462549,607109249,15.0
489960730,371511248,19.0
610462541,607109249,22.0
600836855,596139883,12.0
600836854,596139839,11.0
578476069,564871432,19.0
502365910,578280748,24.0
610462579,607109263,20.0
558375417,592283056,23.0
600836859,596139840,20.0
443372094,609054130,25.0
443372096,581269748,25.0
567941667,571369582,22.0
567941666,571369580,16.0
567941661,571369575,22.0
567941663,571369572,23.0
535354966,535496258,23.0
596905092,567976273,23.0
596905095,581269715,23.0
535397940,535496281,3.0
535397941,535496276,3.0
535397943,535496291,15.0
535397945,535496266,3.0
535397946,535496273,12.0
610503727,609054216,5.0
610503726,609054265,0
610503725,609054235,13.0
610503724,609054277,9.0
610503723,609054289,17.0
610503722,609054215,4.0
535354873,535417880,15.0
468997679,567976382,24.0
558364454,567976300,23.0
535354806,535417806,0
610462642,609054217,9.0
453551748,351186715,18.0
453551747,394851501,18.0
498510820,451054397,12.0
610503792,418831426,25.0
596905188,596139750,11.0
610503790,609054130,25.0
610503796,535417899,25.0
610503794,361835668,24.0
443372521,581269748,25.0
443372520,361203203,16.0
610503798,394851505,24.0
443372522,394075079,14.0
558372681,567976308,22.0
610511651,369733636,25.0
610511652,341380705,24.0
535428696,535538095,19.0
596905167,592283205,22.0
502403643,477902352,25.0
498507080,377720448,24.0
535428699,535538097,4.0
553435585,383954055,24.0
535354903,535417888,0
502372259,380551185,9.0
553435582,592283080,20.0
443285928,394851508,13.0
581869811,581269579,13.0
578476063,564871425,8.0
578476066,564871427,7.0
578476064,578280799,20.0
567962327,578280700,23.0
578476068,581269563,21.0
567962324,578280691,5.0
567962323,578280694,14.0
535397960,535496300,11.0
581894680,477902350,25.0
553435904,567976382,23.0
553435575,581269753,6.0
535428762,535538084,11.0
535428760,535538087,15.0
535428765,535538093,11.0
451191667,535496300,24.0
596905120,592283155,18.0
596905121,418831426,25.0
451191660,394851499,9.0
558367626,567976304,10.0
451191669,394851545,22.0
498497230,393219810,6.0
498497232,471405953,7.0
498497235,390597187,0
498497236,393219805,5.0
498497239,468034520,24.0
535354952,535496249,14.0
610462505,322637125,24.0
610462506,607109207,6.0
571773428,578280788,17.0
565138399,567976422,18.0
498497085,339756858,23.0
600836849,596139829,21.0
571773422,578280751,19.0
498505714,394075081,23.0
535354924,535417899,23.0
535397967,535496303,17.0
489960792,448650536,25.0
498502120,394851523,9.0
502369509,394075077,13.0
451191718,535417894,25.0
596905077,581269708,24.0
451191712,394851533,11.0
596905179,592283193,11.0
451191710,394851515,6.0
592100929,581269569,17.0
535397964,535496299,9.0
610503809,394851527,24.0
596905193,596139726,0
596905192,596139742,0
558370623,567976304,20.0
596905176,373070623,24.0
468994434,319686029,20.0
502365928,581269749,25.0
468994436,349441049,25.0
468994437,319686016,15.0
468994439,394851499,11.0
610511669,477902351,25.0
610503770,609054312,20.0
610503800,446677957,24.0
610462608,609054125,6.0
502376248,380551185,17.0
453551701,394851518,18.0
453551700,394851534,13.0
610462602,455246099,24.0
558361555,567976280,20.0
610462601,607109290,11.0
535397993,535538051,18.0
535397991,535538053,20.0
535397990,535538052,9.0
535397997,535538122,9.0
489963046,581269748,25.0
498497090,478363550,3.0
535397999,535538125,16.0
571334949,578280736,22.0
490088573,319686024,11.0
490088570,448650528,4.0
490088571,366279625,13.0
443372118,390597195,0
490088577,377720458,0
468994547,394851555,3.0
443372110,451054427,4.0
443372112,339756860,24.0
443372113,596139904,24.0
535397979,535538049,9.0
596905144,592283163,21.0
535354949,535496240,15.0
567750808,319686037,24.0
553435899,383954055,24.0
567750805,571369502,17.0
567750804,571369476,22.0
567750807,578280742,25.0
535397975,535496310,13.0
535397974,535496304,9.0
567750803,571369449,18.0
567750802,571369498,17.0
565138369,567976405,11.0
565138366,567976408,20.0
600836842,596139791,8.0
565138365,581269748,25.0
565138363,567976415,11.0
565138360,592283124,6.0
565138361,567976397,23.0
581869792,609054130,25.0
581869798,581269569,15.0
553435823,567976360,21.0
610503769,609054333,16.0
610503768,609054323,19.0
581785612,564871413,20.0
581785610,564871334,3.0
610503763,609054307,0
610503762,609054313,0
610503760,609054305,19.0
567941682,578280689,7.0
610503764,609054318,0
502403619,394075075,9.0
610462503,607109201,0
610503834,381011978,24.0
596905166,592283197,22.0
443372086,437929700,18.0
610503839,581269749,25.0
502403617,377720439,13.0
596905160,600239853,25.0
443372128,581269749,25.0
565138403,567976431,20.0
565138402,567976436,16.0
610424358,607109201,0.0
610424359,607109203,13.0
610424355,607109199,0
498497172,437929689,19.0
578476093,564871483,20.0
578476092,581269550,23.0
498497178,377720443,6.0
535354893,535417883,21.0
490088591,339756865,8.0
567750783,571369499,18.0
567750786,571369505,17.0
553435386,581269749,25.0
535428754,535538056,16.0
567750788,571369457,19.0
490088618,373069977,19.0
561485648,592283060,22.0
535428730,535538124,11.0
490088572,535417894,25.0
535428732,535538127,10.0
535428733,535538131,16.0
535428734,535538133,9.0
535428735,535538142,11.0
535428736,535538139,16.0
535428737,535538144,13.0
535428738,535538146,21.0
443372494,393219812,0
443372491,437929685,8.0
443372493,393219800,20.0
443372065,564871647,24.0
443372066,390597169,10.0
489960680,394851499,16.0
489960687,345387305,24.0
443372061,390597173,8.0
489960685,394851518,22.0
489960684,592283108,25.0
489960689,394851555,7.0
453551729,319686029,17.0
610462552,607109252,17.0
610462553,607109250,16.0
567941671,394075077,24.0
610462556,607109255,19.0
610462555,607109251,18.0
443372125,451054429,20.0
600836847,390597198,24.0
443372127,440844669,4.0
443372121,526152508,24.0
443372120,581269748,25.0
443372082,390597172,8.0
443372083,390597167,7.0
443372080,477902347,24.0
443372129,390597201,13.0
443372087,369733635,24.0
443372085,390597184,6.0
596905068,609054216,24.0
567941679,578280643,13.0
567941676,571369585,16.0
468998743,394851511,12.0
567941673,571369583,15.0
533163759,564871330,7.0
535354926,535417910,11.0
502373723,366279622,9.0
561492810,567976345,11.0
535397935,535496269,16.0
535397934,535496275,11.0
610503732,609054239,15.0
610503733,609054221,13.0
610503735,609054280,0
535397933,535496287,10.0
535354869,535417862,0
535397939,535496267,12.0
535397938,535496270,10.0
535354860,535417878,10.0
535397969,535496298,13.0
502365979,377720460,15.0
561499422,567976376,20.0
498497055,380551185,18.0
498497054,383954089,24.0
498497057,347523452,11.0
498497056,341380762,24.0
498497051,323618689,24.0
498497053,383954110,3.0
498497052,581269748,24.0
604430060,596139865,23.0
490088623,446677957,0
490088621,366279640,20.0
490088627,377720449,8.0
571334942,578280704,18.0
490088581,394851534,16.0
535354928,535417903,16.0
535354954,535496255,13.0
502365891,390597201,9.0
502365890,351186757,15.0
567750812,571369535,23.0
535354953,535496247,14.0
561490446,592283061,18.0
610462588,607109288,19.0
610462585,394851505,24.0
581869805,581269568,23.0
581869806,578280823,13.0
610462586,596139840,25.0
581869800,564871423,23.0
581869801,341380705,24.0
558365397,567976280,13.0
567750810,603728207,23.0
535354815,535417815,13.0
558378135,567976375,10.0
610462511,607109203,17.0
535354813,535417816,6.0
535397970,535496306,8.0
498497148,578280748,24.0
451191657,319686029,15.0
468997200,437929687,16.0
596905117,592283143,4.0
596905111,592283134,23.0
596905110,592283132,20.0
535354947,535496241,3.0
489960766,339756896,21.0
502365980,535538095,24.0
489960760,440844638,13.0
535354868,535417866,14.0
489960763,323618651,24.0
498497183,339756920,17.0
498497182,535496244,24.0
489960769,446677889,13.0
610462516,607109206,3.0
610462517,607109202,3.0
610462514,607109199,0.0
610462515,607109200,17.0
610462512,607109208,22.0
571773439,578280786,23.0
561494173,567976358,15.0
571773434,581269622,25.0
502365984,446677910,24.0
571773432,381011978,24.0
571773433,578280748,15.0
489960686,394851518,17.0
592100936,581269585,6.0
592100937,581269591,18.0
592100932,535538047,25.0
592100930,581269580,23.0
535428703,535538096,10.0
535428702,535538094,9.0
535428707,535538116,20.0
592100939,371511235,24.0
596905180,596139724,8.0
535428756,535538068,15.0
596905183,596139727,4.0
443372058,383954051,25.0
596905186,596139730,4.0
443372055,440844667,20.0
443372057,383954177,0
443372056,383954174,11.0
443372051,377720448,24.0
443372050,383954149,21.0
443372053,383954150,8.0
443372052,383954165,12.0
502368281,322637128,25.0
581785622,564871584,23.0
535354940,535496246,22.0
581785621,423220427,24.0
596905134,592283158,4.0
596905063,581269656,16.0
468994440,394851501,14.0
600836839,596139825,23.0
600836838,351186785,24.0
600836835,596139788,20.0
502365935,379651199,11.0
600836832,581269622,25.0
502365930,394851522,16.0
600836830,596139723,2.0
610462633,609054142,14.0
610462632,609054118,6.0
498497092,371511212,22.0
498497095,351186763,16.0
453551719,394851495,12.0
610462635,609054214,20.0
610503819,535417893,25.0
610462639,609054223,15.0
596905066,448650580,25.0
535397982,535538055,20.0
535397988,535538048,0
571334941,578280699,18.0
610503815,596139840,25.0
535354917,535417894,20.0
535354942,535496244,6.0
558362850,567976271,11.0
535397968,535496302,6.0
571334948,592283175,24.0
567750818,571369539,16.0
535354956,535496243,12.0
535354957,535496268,6.0
567750814,525849126,25.0
553435559,581269756,16.0
535397966,535496295,11.0
567750813,361835664,25.0
571334945,578280726,23.0
535354951,535496248,0
502365989,564871475,24.0
502365988,393219806,20.0
565138357,567976393,20.0
535354812,535417812,11.0
535354810,535417818,16.0
502365982,393219812,23.0
565138359,567976401,23.0
565138358,567976395,22.0
502365987,369733635,24.0
535354819,535417817,15.0
535354818,535417811,17.0
581785629,564871565,23.0
490088895,339756860,24.0
453551760,394851499,8.0
453551763,394851508,8.0
571334947,578280741,13.0
581785626,564871600,20.0
581785625,578280818,20.0
553435813,567976306,24.0
498499065,600239853,25.0
610503774,383954055,24.0
610503776,437929694,24.0
443278790,431258714,23.0
