Shop_26397007,Shop_26396404,Difference_score
350977041,481157292,23.0
362677157,455052154,21.0
352493676,368016726,23.0
463826662,522415476,23.0
352564557,525257984,22.0
350945155,369523756,23.0
463149520,368016546,22.0
463475021,345086634,22.0
466481744,577435343,22.0
464169300,369477223,22.0
382796536,522432032,23.0
362742659,370894165,23.0
349105658,525254987,23.0
463687906,522415428,23.0
391182296,370778531,22.0
463547330,454978822,21.0
465503615,485941553,23.0
362672234,369580009,22.0
464455810,452448067,23.0
463978435,418880366,23.0
389425546,452586230,22.0
464262247,452448067,23.0
382389067,369572579,23.0
352596799,370894165,24.0
388769040,369595103,22.0
362968242,532544032,22.0
465450562,488909730,23.0
463593349,369712308,24.0
463600004,369570998,22.0
385682633,455155360,23.0
464008824,369574941,23.0
350702650,581013622,22.0
362840960,570197899,23.0
362840610,369523756,23.0
463789155,584919703,23.0
398656310,363096034,24.0
362825119,504125165,22.0
350971075,370897635,23.0
362832723,369523756,23.0
459709453,581013622,21.0
464001694,599589884,23.0
362721512,419059482,23.0
464415666,370781261,24.0
402536725,452465572,23.0
463717131,369641923,22.0
363500730,369523756,23.0
463684107,369716963,23.0
389386461,369587374,24.0
362847391,455147943,23.0
349080275,525246206,23.0
391118951,525241595,22.0
464434518,570505603,24.0
385857768,525238521,23.0
463565891,368012175,22.0
464215071,525243401,23.0
463756567,525236458,23.0
464168686,366301769,23.0
351102623,455129701,23.0
351102622,455154059,23.0
463757165,369315514,23.0
385624482,369600853,23.0
389396441,522425152,23.0
362829114,455147943,24.0
362794138,532546910,22.0
470703423,370768696,23.0
382987891,522425152,22.0
350712868,531733286,23.0
350712867,368019404,23.0
464105511,522429325,24.0
463973195,584906425,23.0
463980420,488909730,21.0
464155543,455112437,21.0
463500808,369572579,23.0
362963198,454060623,23.0
349065991,369675665,23.0
463649447,485866303,23.0
384415518,525236458,23.0
402487971,455029090,21.0
463713890,483149943,23.0
464457067,455129701,23.0
463663573,570501399,23.0
464336032,452586520,23.0
463721467,345087386,23.0
362837244,455076066,23.0
347632513,455154059,23.0
362834691,369674027,22.0
347347261,371398019,23.0
362852607,371398161,24.0
362730764,481157292,21.0
464451724,525237871,22.0
464081951,454978822,23.0
463674699,394276252,24.0
464250198,369575585,22.0
463760532,522427636,23.0
382904668,369641923,22.0
363499431,525240390,22.0
382719504,368019404,24.0
463708495,525255051,23.0
463606732,369694356,23.0
466500093,369662350,23.0
464171314,532546463,23.0
463746258,522415335,23.0
466498282,525246206,22.0
352479351,525240710,21.0
459502478,369481481,22.0
464339680,369573791,23.0
402314789,368019667,23.0
362969929,369481481,23.0
464437866,481408500,22.0
464268215,455137481,23.0
383062864,522419763,24.0
389318813,452285013,23.0
362824765,481157292,23.0
349156422,369721795,23.0
398708769,514292269,22.0
463592636,570506532,23.0
470698001,367999020,22.0
463898162,368010456,24.0
383000297,481357402,24.0
350972481,522431406,23.0
384549854,370897635,24.0
352535624,366114295,24.0
362804851,455134648,23.0
466495550,599620750,23.0
466500325,452448067,24.0
463544538,455147943,23.0
463750920,367993956,23.0
463548640,369481481,22.0
464175115,526294617,23.0
463890299,525257984,23.0
389193495,532538888,21.0
464248905,452465572,23.0
362673185,368019667,23.0
463508007,581013622,22.0
384326135,370778531,23.0
470690257,522415476,23.0
362824982,504141848,23.0
463750653,483135159,23.0
383194681,454978822,23.0
384385774,368018629,22.0
464077226,481157292,23.0
347205047,522430836,23.0
464205926,526294617,22.0
391081791,481349211,23.0
347591237,365990047,23.0
464278525,452448067,23.0
470690787,525239379,22.0
470695554,369572579,22.0
351082469,522417652,23.0
470695559,368018864,20.0
535404831,522425152,23.0
470696099,394595371,23.0
470696093,367999020,23.0
384726834,525241595,23.0
386165583,481357402,24.0
349410554,373255977,21.0
464188575,370894165,24.0
382869798,369675665,22.0
384116118,373210262,24.0
470671416,369504502,22.0
463673618,365984832,22.0
347193792,370777065,23.0
362709013,525254987,20.0
464189190,599599420,23.0
390722261,369600853,23.0
464225940,368016726,23.0
390615374,599620750,23.0
463975657,367993956,23.0
459518609,522426430,22.0
363497198,369662350,23.0
464224547,367993956,22.0
362717456,455052058,23.0
464160796,522426459,23.0
350702737,370778531,23.0
463658911,369583575,22.0
464059207,525245363,23.0
465918749,522429325,23.0
463595545,419290041,24.0
466530547,369662350,23.0
463669957,368026484,21.0
362674533,525236458,23.0
464016127,363272197,23.0
347344213,369589264,22.0
464075817,525250703,23.0
383031714,370778531,23.0
362817602,525240250,23.0
362966986,368010456,23.0
389211633,504140359,22.0
384661034,577435343,22.0
463975902,367993956,23.0
463499701,454074520,22.0
362839892,373303963,23.0
470695310,369315514,23.0
362671117,525237871,22.0
388768829,522431406,23.0
349097344,369523756,21.0
349097345,522426996,23.0
349097346,522417652,23.0
349097347,369572579,22.0
464171772,599589884,23.0
362842094,369589264,23.0
464243071,454405350,23.0
384247180,369675665,23.0
384349580,522431406,23.0
352493776,522426353,23.0
464214811,525240250,23.0
464429947,452128268,23.0
464455297,454074520,23.0
464396901,370778531,22.0
463547612,525240390,22.0
403303176,419059482,22.0
464193910,522431406,22.0
351005669,455100287,21.0
463150599,369721795,23.0
463619834,483028787,23.0
389157090,452112186,23.0
362733449,369595103,22.0
464100911,531733286,22.0
464131209,368019404,23.0
352472899,522416967,22.0
464461484,525243401,23.0
383183073,483028787,23.0
464226056,599589884,23.0
464256202,522431330,23.0
466450244,369573791,23.0
466498931,454707738,23.0
466498933,369641923,23.0
362793587,370894165,23.0
464171578,452448067,23.0
464187902,369580009,23.0
464016855,369572579,22.0
347600914,483135159,23.0
402172341,522425152,23.0
463678485,570170490,23.0
535403338,599622591,24.0
464210487,369573791,23.0
464041395,532538888,22.0
348947241,525236374,23.0
362811918,373285947,21.0
350702597,455147943,21.0
389052473,525239379,22.0
385614435,367966292,22.0
464433887,398411344,23.0
382970650,519423794,22.0
464158179,368018382,22.0
382886538,522430013,23.0
464425166,452448067,23.0
464277492,370768696,23.0
362792458,455112437,23.0
348945117,369572579,23.0
464128255,514292269,23.0
464149839,522431406,23.0
459532579,532538364,22.0
464440911,452499177,23.0
389072225,452613788,23.0
463979334,455141817,23.0
384115909,367951985,23.0
464435336,522426353,23.0
362804689,369641923,22.0
463612233,532546910,23.0
464170222,481364202,23.0
567637808,367522623,23.0
390603500,455150869,20.0
567631368,369721795,23.0
470922284,369575585,22.0
464037659,370778531,23.0
347613576,455112594,23.0
382971017,522430836,23.0
384013231,522425152,23.0
348930885,398411344,23.0
463616693,369570998,22.0
365620245,369641923,22.0
463683928,560658330,23.0
402592751,526295722,23.0
402471738,369571334,23.0
391178320,522425152,24.0
463701228,488909730,22.0
365619155,369675665,22.0
391036942,525227015,23.0
362742023,522429325,23.0
464228122,369504502,22.0
464396480,514292269,22.0
465630640,370778531,23.0
350702692,455154059,23.0
350702697,368010456,23.0
362719315,452613788,23.0
384444945,455129701,24.0
388771960,455122553,22.0
464213181,522429325,23.0
365602134,618521989,23.0
465502382,369641923,23.0
352506546,525239379,22.0
384532773,369573367,22.0
464161321,525254987,23.0
362743487,369674027,22.0
347203534,369674027,21.0
464155948,369674027,23.0
459532378,581013622,22.0
383183335,368018629,23.0
464179101,525240250,23.0
348872845,481364202,22.0
463761046,369315514,23.0
464305425,367856908,22.0
466501926,454405350,23.0
464125621,522425152,23.0
362963840,342819326,23.0
351004819,522431330,23.0
384247937,532538229,23.0
362804872,452448067,23.0
362961624,522431406,23.0
463678909,508708346,22.0
402457805,368019404,22.0
351002904,369675665,21.0
382970823,455112437,23.0
389426568,452448067,23.0
466518151,525245363,22.0
362831521,514287249,24.0
362719704,532544694,23.0
466450490,570508110,23.0
391201638,453805376,23.0
466481950,369504502,22.0
464077750,452465572,23.0
398689480,370888274,20.0
402602255,455068805,23.0
388756501,369504502,22.0
464179509,525236137,23.0
384314114,497486551,24.0
464102473,441368184,23.0
383015062,369523756,23.0
463762044,525245363,23.0
464279816,452586520,23.0
348945568,366301769,22.0
463698161,367856908,22.0
463660392,398411344,21.0
465630347,369504502,22.0
362806229,369506127,23.0
365617702,369573791,23.0
385908090,369571334,23.0
463697226,522426141,23.0
463508683,370778531,22.0
402486702,373285439,20.0
464192877,532545183,23.0
349215533,522428593,23.0
349084524,419290041,24.0
362960096,455122553,23.0
349084521,570196244,22.0
349084522,481408500,23.0
390722063,369629018,23.0
463755284,367993956,23.0
463649125,532545183,23.0
464131012,373192027,24.0
386404595,369667104,23.0
470691651,532538229,22.0
382669412,481157292,21.0
362833001,440713180,23.0
362960893,451762226,22.0
466492129,570502947,23.0
464417947,483135159,23.0
466483496,368019667,22.0
465869820,481363839,22.0
349279965,369574941,22.0
463777459,368018864,23.0
384612117,369601001,23.0
362674883,367501395,22.0
463653056,522415386,23.0
350984490,525246206,22.0
464336206,419059482,23.0
362852411,455137481,22.0
463752108,522425152,22.0
463892024,370778531,23.0
464172107,522428593,24.0
466463918,522425152,23.0
384071168,370894165,24.0
350966801,522428593,23.0
384546184,370894165,24.0
402234841,368019404,23.0
349297631,522426353,23.0
383195299,522427988,23.0
382719267,532545183,23.0
464004680,452437351,22.0
463147876,584906425,22.0
464435676,584906425,22.0
362836438,368019667,23.0
391119812,485941553,23.0
459566376,368010456,23.0
463718121,525243401,23.0
535409426,525256137,23.0
362845520,370778531,23.0
464249609,570508239,22.0
464436897,369721795,23.0
384325955,363272197,23.0
382868890,367966146,23.0
463655662,522426353,23.0
464081581,419290041,23.0
365619458,566612332,23.0
464161172,522425076,23.0
363502343,522426141,23.0
384326818,369583575,23.0
463671671,369600853,23.0
362805329,449377106,24.0
464169348,367969871,24.0
362845742,366121298,23.0
464169202,370768696,23.0
402412061,369676376,23.0
464171123,370778531,22.0
362805224,522425152,23.0
470673731,369477223,23.0
463668494,522415476,23.0
347377192,370778531,23.0
466499475,369721795,22.0
464159288,483149943,23.0
466495038,532546507,23.0
362676247,369716778,22.0
402457492,481427772,24.0
384453668,452060109,23.0
384445060,369600853,23.0
383062677,369674027,22.0
464054501,481364202,22.0
464014165,454978822,22.0
463725226,455052154,23.0
362824534,599589884,23.0
464433314,452437351,22.0
350992412,522431406,24.0
463554636,525236137,23.0
464337523,483149943,22.0
466533798,363272197,22.0
464007932,368012175,22.0
362711820,522426141,23.0
463145350,369532157,24.0
470690426,525240250,23.0
464002453,369675665,23.0
464432405,497126322,24.0
402253619,368019404,23.0
463693631,525250703,23.0
466502010,522426722,22.0
463666788,370894165,23.0
391063831,369577494,23.0
464188921,368019667,23.0
389085832,345087386,24.0
383182907,504125389,24.0
384083954,369675665,23.0
362720745,514292269,22.0
348920616,368018864,23.0
463733979,483028787,22.0
384215588,369600853,23.0
464036273,570180377,22.0
463978331,455141817,23.0
391081455,367999020,22.0
465451653,367522623,22.0
464009483,455154059,22.0
464124932,369572579,23.0
348919161,367966146,23.0
466483726,398411344,23.0
402315075,452437124,23.0
463502354,368018864,23.0
464246267,525240250,23.0
386165469,525240390,22.0
388780408,370777432,22.0
567636424,485941553,23.0
383160168,508708346,22.0
464393381,581013622,22.0
382968723,369315514,22.0
470690840,366301769,23.0
389140705,368012175,21.0
470690848,367521759,24.0
463739058,455112437,23.0
470691610,452474519,23.0
382628149,481363839,23.0
362779452,370898586,22.0
463663208,365723218,23.0
347636466,454869629,21.0
463709582,369581662,22.0
362807205,369675665,23.0
464429337,452437187,21.0
402471244,453656121,24.0
464264026,369572579,23.0
362766874,522431330,21.0
463550253,363272197,23.0
464169599,369716778,23.0
464394409,455122553,23.0
402553686,367993956,23.0
464230682,452448067,24.0
466462169,370893922,24.0
391141736,525242558,23.0
347600561,522428080,23.0
384532570,498515228,21.0
402411486,419184067,23.0
465452383,584906425,23.0
463621363,525236458,24.0
463509530,367993956,23.0
464254814,419059482,23.0
464443778,370777432,23.0
363498386,452095745,22.0
362675136,369575585,23.0
459631709,571310500,22.0
402471861,574596635,22.0
384496541,343144765,24.0
363502063,368019667,22.0
352480094,369570998,22.0
391098710,367522623,22.0
463742682,522427636,22.0
464231636,455122553,19.0
463656085,532653516,23.0
567637480,528229331,23.0
463653268,369572579,22.0
465262225,370777065,22.0
466480333,368018864,22.0
466480331,532545183,23.0
385578205,366344465,24.0
362801852,525236137,23.0
383030902,366345159,23.0
362745572,454404276,23.0
463613994,522415476,22.0
463714603,452465572,22.0
464231886,368010456,23.0
362673807,367522623,23.0
464127351,369571334,23.0
464172710,504117446,24.0
466500055,455129701,23.0
362968701,599589884,23.0
466490079,452448067,22.0
463710944,369573791,23.0
389384806,455137481,22.0
464305912,455129701,22.0
352520429,455063031,24.0
391030905,455094236,23.0
463551345,525241595,21.0
464010695,525245363,23.0
348934351,519429582,23.0
384400267,365722063,22.0
463600691,369580009,22.0
384445293,366301769,22.0
464053506,452448067,22.0
466451725,455008067,20.0
362720190,368016726,23.0
385681952,369572579,22.0
463763599,525237871,22.0
391118491,454405350,22.0
464124747,522426141,23.0
459695889,525236137,23.0
463560812,522428593,23.0
464031709,522426722,23.0
463648855,525240390,23.0
402217876,522431406,23.0
390592830,419125273,24.0
464228500,481364202,23.0
383246865,449231153,24.0
464156353,525245363,20.0
573982055,483149943,23.0
464188608,525243401,22.0
463543249,370778531,22.0
362850927,532545183,22.0
348946818,396808892,23.0
384116667,514292269,23.0
464276828,454405350,23.0
385839115,525241595,23.0
470667338,365984832,22.0
464298396,525250703,23.0
348918179,525257984,22.0
402471529,363453795,23.0
464171925,419289483,24.0
463720578,522431330,23.0
464171439,483149943,22.0
363495718,366301769,21.0
466483161,369580009,23.0
464103461,369504502,22.0
464280223,367548701,24.0
464155331,525243401,23.0
362746479,508708346,21.0
466488465,525237871,23.0
470673870,455144763,23.0
390571486,368019404,23.0
470693564,522415476,23.0
362718939,455129701,23.0
362970976,369575585,23.0
385693189,455137481,23.0
464082267,525243401,23.0
464420380,570505603,24.0
463664257,366301769,23.0
463763823,525236458,22.0
464301856,367966146,22.0
573981642,419290041,23.0
383247051,525240710,23.0
362803752,363253707,23.0
348933729,374080133,21.0
349402092,369574941,22.0
464421380,483135159,23.0
464159635,522425152,23.0
463708061,367848972,23.0
384415366,369136684,24.0
388770916,368026484,22.0
464173389,481157292,23.0
362799945,366301769,23.0
349296694,369493698,23.0
470690986,455048630,21.0
348921088,452448067,23.0
384303505,526295722,22.0
463796333,369481481,21.0
464153592,522427818,23.0
463611298,452465572,23.0
464263135,522426353,21.0
362836142,454060623,22.0
463153575,369721795,23.0
567637012,522431330,23.0
388779095,481364202,23.0
362811391,370782148,22.0
464172388,452474519,23.0
383999369,522426353,23.0
463977695,481157292,23.0
463762666,370777065,23.0
464154240,369707582,23.0
402301094,522416967,23.0
464249370,481364202,23.0
385874002,522425076,23.0
466525270,526295722,22.0
463826395,599845860,24.0
349068079,363272197,23.0
463757427,363272197,22.0
470700618,531733286,22.0
464010879,369583575,23.0
463558167,338594986,23.0
470704501,452474519,22.0
463622590,369641923,23.0
464454165,454978822,23.0
385741887,368026484,23.0
463670833,367951985,23.0
464186018,370898586,23.0
362730934,532546463,23.0
470665761,525236374,23.0
535405230,369571334,22.0
466500267,369675665,22.0
348905135,369583575,23.0
362766600,584906425,21.0
463772752,363272197,22.0
362755699,488909730,21.0
350983582,455147943,21.0
464227051,366301769,23.0
350989299,367966146,23.0
389126738,525239379,23.0
349313860,369583575,23.0
463145115,369583575,23.0
362742229,522428593,23.0
347652117,455112437,21.0
470921946,483135159,23.0
466508195,525255588,23.0
535406184,508805369,24.0
466480451,532538888,22.0
347376009,369589264,23.0
464208361,369716778,23.0
362849307,522426459,22.0
464183648,369662350,23.0
466460305,370778531,23.0
455769237,455103834,20.0
567630859,452474519,22.0
466471626,369481481,23.0
464189095,369662350,23.0
350978481,367543085,23.0
349430140,454405350,22.0
382719905,340989511,23.0
382702501,455129701,23.0
464281548,522430013,23.0
463567387,483149943,23.0
463827600,370778531,23.0
470703332,525236458,22.0
463760104,368019554,23.0
463721157,455110072,24.0
463760100,483135159,23.0
464229909,525236374,23.0
383094383,522431330,23.0
385073127,452437351,23.0
362781963,369675495,22.0
347584275,455768374,24.0
464215369,369716778,23.0
464074660,366301769,23.0
362971945,522426722,23.0
384479169,368018629,23.0
470927813,448962869,22.0
463757679,369716778,23.0
350978151,522425152,23.0
464415575,522425152,23.0
389307464,522425152,23.0
362966184,525254987,23.0
463753774,370773647,22.0
464436640,367856908,21.0
362733248,455122553,23.0
349097845,368019667,22.0
389124977,366121298,23.0
362755103,369603847,23.0
389108857,367999020,23.0
463723092,452465572,23.0
464001973,369589264,22.0
463763455,369583052,23.0
463563385,369595103,23.0
464004187,398411344,23.0
464258536,532538364,23.0
464155078,369572579,23.0
464435195,368018864,23.0
349094048,526294617,23.0
350988025,366121298,24.0
463477492,369675495,22.0
463689913,369589264,21.0
402314096,367999020,23.0
463757098,369716778,23.0
464004987,419059482,23.0
464270971,525240390,22.0
463476012,370773647,22.0
362804767,560632688,21.0
347582999,483135159,22.0
351101894,522431406,24.0
362731076,574596635,23.0
464081280,455112437,23.0
463977594,481157292,23.0
464079350,368010456,24.0
464454576,522416967,23.0
389106199,419170651,24.0
464339996,525245363,22.0
347637635,570501399,22.0
464303698,369583575,23.0
463505726,369315514,21.0
362792965,571302006,24.0
463973063,367982527,23.0
362783776,369481481,23.0
349052943,525257984,23.0
459721782,454404276,23.0
384661845,525238521,23.0
567639862,525254987,23.0
463745769,525236458,23.0
390577063,369595103,23.0
388654167,369662350,23.0
463625311,525242558,21.0
463623259,522431330,23.0
464078129,368019667,23.0
384386321,454996168,23.0
347635909,577439674,22.0
464052650,532650586,21.0
470700155,367966292,22.0
464179860,481372261,24.0
362766298,584906425,22.0
464102126,576730527,24.0
459614391,369586504,23.0
463509321,455141817,23.0
463711618,366301769,22.0
363501633,483145356,24.0
384277446,368012175,23.0
464219452,369571334,23.0
386168430,455147943,23.0
535409268,570501399,22.0
362813026,522426353,23.0
464162739,522429325,24.0
464233129,525243401,23.0
464131582,368018382,23.0
464315870,485941553,23.0
362807054,367966292,23.0
362816291,449651862,24.0
348650868,367966292,22.0
463645452,454074520,23.0
384584042,522415386,22.0
463501940,419290041,23.0
464462304,522415476,23.0
362847010,369662350,23.0
463978102,455141817,23.0
470672566,525236374,23.0
464430159,522429325,22.0
389364801,345299308,23.0
391162896,366121298,23.0
382613253,525236374,23.0
384053821,398411344,23.0
398672700,481155670,23.0
390718699,455768374,24.0
464216480,368018382,23.0
390718924,525236458,23.0
382629373,323624020,23.0
362745681,369721795,23.0
464189284,369716778,23.0
402634947,481372261,24.0
464191564,522425152,24.0
463675489,525239668,23.0
350697119,455112437,23.0
348920865,455129701,23.0
398723807,525245363,23.0
348906356,368019667,22.0
463747224,481408500,22.0
362767718,522415476,22.0
463142235,368029717,23.0
402502546,369315514,22.0
349231504,522426430,21.0
362709471,455147943,22.0
470699854,532538888,21.0
350984279,339806701,24.0
363502564,367548701,24.0
389379000,525894033,23.0
347658850,525256581,23.0
362733382,522415476,23.0
466504123,455129701,22.0
459566331,370778531,23.0
363497284,522415476,23.0
464212471,368019404,23.0
382597693,369721795,22.0
470668925,369600853,23.0
362838265,522426430,23.0
384199643,455129701,22.0
382939601,369662350,22.0
349330718,362812688,23.0
390982072,452394485,24.0
464217466,525239379,23.0
362806864,366121298,23.0
463707826,367522623,23.0
463753233,369716778,23.0
463758221,532545183,22.0
382951812,452448067,24.0
464168374,525237871,23.0
463617474,452060109,23.0
464164070,481364202,23.0
464442322,525236137,22.0
383146223,367982527,22.0
384558587,367528910,23.0
390593841,492867799,24.0
385858239,452604559,23.0
464131307,522429325,24.0
463607760,501252463,23.0
348843173,368026484,23.0
463607943,369675665,23.0
470668921,522431330,22.0
463704553,369477223,22.0
362835123,368019404,23.0
463683400,369580009,23.0
384427213,455122553,21.0
349200803,374056425,23.0
347432433,369523756,22.0
463736271,522431330,23.0
402357144,522426141,23.0
463621660,452448067,23.0
383233231,514287249,24.0
463478131,368018629,23.0
