Product ID,Hash Value
319571214,"['333333f3f9393921', 'ffff000000fcffff', 'c7c7cbc1e1e1e1c1', 'f7c3c3c3c3c1e3e3', 'c7c7c7e7c3c3c3c3', 'e7c3c3c3c3c1e3e3', 'e7e7e3e3e3c3c3c3', 'e7e7e3e3d3d3c3c3', 'f7c3c3c3c3c1e3e3']"
504508589,"['ffc000c3818383ff', 'ffdf400000c0efff', 'ff00000e040000ff', 'ffff80000080c7ff', 'ffc800038080c3ff']"
532107999,"['febe13999919e1f0', 'dbc9c5c5c3e3c1c0', 'fff7e2e2c6c34303', 'eeeec6c381e12187']"
453673378,"['00c3f3627e7ec2c3', '33e3e3c2ba81e3b7', '4fc7c7c4dcf899df', 'ffff9d000019ffff', 'fff9f1ff97100000', '0f8f871a988cd1cf', '0f47c74bf0f0dfdf', '1fff3f3e7c3c3800', '0f8f871ba980dfff']"
431421094,"['fbf1d0d099999898', '37bea6a4f6b49012', '8f97c7c7c7c787c7', 'fc7e7c7c38000000', '707c7d6d2d2d6d24', '0361fffbf9f0e0c0', 'c3fbfff160606040', 'ffff00000081ffff', 'fde7c3c181818103']"
412493578,"['ff7fc3818081c3fb', 'ffffffffff0000ff', 'bd85c3c3e3c3c343', '3f3f0b091983c7ff', 'fffbfaf0c80c0602', '7f7f5b190083ffc1', 'fdfcf8f0c0000c20', 'ffffff0100001918', '3f3f818181c3c3df']"
466865375,"['ffefc78705000080', 'ff3f1f3e2e5f0000', 'ffdf9f0f0e060440']"
468544718,"['efe7efe727040080', '80c8c8c8c9c097ff', 'e5e5cde9c9d9e1e0', 'e7e4ccecdccce1e0', 'e7e3ececec8480ce', 'fdf5e4ecc0c08080', 'e5e5e5cdc190e601']"
552309682,"['ffff8181818181ff', 'ffe78100c3c3e7ff', 'ffff931978c30300', 'fcfe9b1878c20000', 'ffffc181818181ff']"
453364313,"['ffff8181918181ff', 'ffff8181818181ff', 'ffffff818081ffff', 'ffffff919091ffff', 'ffe7e3e3c3c3e7ff', 'ffff8181818181ff', '9991f9e9e1898909', 'ffffffc381818181', 'ffffc3818081ffff']"
430553321,"['361e968783e7f7ff', 'feee460381e1ffff', '3f3f2341c38383d9', '7aae87c1c1e3ffff', 'ff7f0f418383d3e1', 'fe6e4281c3c3e3ff', 'facec0c3c6938301', '7f6f410183839980', 'c6fe664189c7a7ff']"
466311169,"['8ba99f8181899991', '2e0e0636bcdcf7ff', '959f8381c1a1b381', '9dbd8183818183b5', 'bdffffc383818181', '85a599c181858dbd']"
525335333,"['fcfe8a80353701c8', 'ffffe3e38100c3ff', 'ffffb3c0210181ff', 'ffffc181018130ff', 'ffffc3c38181c3ff', 'ffe3e3e38381c3ff']"
431041713,"['ff7f1f83f0fcffff', 'ffffff0000ffffff', 'ffff731808ceffff', 'ffbf91999999191f', 'ffff000080ffffff', '29ff2100ffffffff', 'ff0100ffff00e0ff', 'f9f9f9f9f8f1f1f7', '0000ffff00ffffff']"
540978819,"['fbf1f1e1e383c3e2', 'fbfb9991010087db', 'ffffcfcf040100e7', 'ffdfdfc7c3c34000', 'efe7e7c7e7c7c3c7']"
374750330,"['e7e7e7fffd898183', 'e7e7e7c7c7c7c3c3', 'e7e7e7f3d3938383']"
470918489,"['fbf8f8f8f8f8f8c0', 'ff3f3f3f11381c00', 'ff01027b73000cff']"
422437212,"['ff938193d989d9db', 'ffe3c1c1e1e9e3ff', 'ffedc181c3ebebf7', 'cfcdc1e1e3e3ebe3', 'ff938193d989d9fb', 'ffc38381c3d3c7ff', 'c7c7c7c78300e7e7']"
552755022,"['00006fffffffcf8f', 'ff999160909899fd', 'ffe7e7c7c3c3e7e7']"
533096703,"['ff931193d899dfff', '00869dddffcccfff']"
535661030,"['ffe3c3c3c3e3e3ff', 'ffe7e3e3c3c3c3fb', 'fcefe7f758590707', 'ffc3c3c3c3e3ffff']"
548461129,"['e7e77f07070f0bcb', 'e7e7e7c7e7e7e380', 'e7676763674787a3', 'e7f7e7e7e7e7e7f7', 'f7f3e7e7e3e7c7e7']"
553137234,"['bf0707071373fbff', '0000fcfffbfcfc1b', '0f0f0f0333f3fbff', 'ffffc3c38383ffff']"
402162197,"['a6a62226e6f6f6f2', 'c7c7c7c7c3c3c3c7', 'b3e3c38303c1d98e', 'e7e7e7e7c7430307', 'c3c3dbc3cbcbc000', 'e7e7cfc7c707c343', 'c7c7c7c7c7878387']"
486595286,"['ffd9d998889b0099', 'ffe781e9c18181ff', 'ffc301bcac80c1ff', 'ffc381e9c10081ff']"
486595283,"['1a1800061e3fffff', 'ffffc7c787012060', '9b858181fdffffc7', 'ffff270700141a3c', 'ffefc1c1c0c0d1f9', 'ffff93108081c1ff', '2c000009383fbcff', 'fff3e1c1000eceb6', 'fff3d7938180f9f8']"
552908428,"['ff8000383c00bfff', 'ffff8f781883e7ff', 'ff00e4f4e4e000ff']"
514236772,"['ffc3e7c3c3c3c3ff', 'ffffa5040000ffff', 'dbc3e7c3c3c3c3c3', 'ffc3e7c7c3c3c3c7', 'ffe7e7c3c38181c7', 'ffe7e7c7c3c38181', 'ffff19190000ffff', 'bdbd15a7e5bd18fd', 'ffff10196f007fff']"
468565712,"['fdcd8181fbc981ff', 'fd8d8181ff1d19ff', 'ffff8f838383fbff', 'e7e3a38183cffff9', 'ffffc7c383c1f1ff', 'ff00003e7e2400ff', '0070787c7e0c0000']"
567633364,"['cfefe7c08187c4fd', 'cfdfc7878187c4dd', 'cfcfc7c7c7e7ccc4', 'fff7e3c3c3c7c6ff', 'cfc70383c7e7e4e5', 'c797e3e3c3c7c4fc']"
468340927,"['c7fcc00271e387df', 'ffe3c3c7c7c7c7e7', 'ffff133234b6b290', 'fff7e3c3c7c7c7e7', 'ffc7c2e0e0e0f0f7', 'ffff9191109391ff']"
609243189,"['fe9a9b8b8300307c', 'ffe1e3e3c3e0e0c0', 'ff8a9babb3a0207c', 'ffca8383c3c0823c']"
504432294,"['f7e7c7c7e7e7e7e7', 'c7c3839fffffffd3', 'efe3c3c7c7d7c3c3', 'e7e7c7d7d3c3c3e3', 'ffbf242624a4a4ff', 'ff2d04e6a4a4a4bf', 'e78783d3d7d7c7c7', 'ff6da2c3efef41e3', 'ffffff0000ffffff']"
528973602,"['ffcf931b0001013f', 'fffd1099ffddc810', '1f03f7f881874dc1', 'f3f3f1e880c1f3ff']"
609475086,"['fce4e5e4e3c3c1e0', '7f76f3f3f2f0c0e0', 'f2e3e3e3e3c300e1', 'ffe7e7c7c3c3c3e7', 'ffe7e7c2c0c0c381', 'ffe7e7e7c3c38000']"
404312244,"['263e2e2e9e9e1f0f', '667e40e0e0f1f3cf', 'ffcde5a5a5a183bf', 'afad85858585878f', 'efffc7c7c6c7873f', 'dfc3c7c3c3c3c38b', 'dbff0f0f9f0f0ff1']"
508548301,"['ffe7e7c3c3c3c3c3', 'fff3e0ec3840f8ff', 'ffe7c7c3c3e7c3ff', 'ffe7e7c3c3c3c3ff', 'ffff00000000ffff', 'e7e7e7c3c3e7e7ff', 'ffffc0000000ffff', 'ffffe3c3c18183ff', 'ffe7e7c3c3c3c3ff']"
534722735,"['3ffdbd8f99000008', 'ffffe1800083e7ff', 'fff99119bba10805', 'ffff8101810b19f9', 'dfbf3919f9810008']"
486879163,"['6666262020307b7f', '3e3ff67f37373360', '131b1f1f1f0f0707', '3d3d3d3d3d110100', '3e3c3c3c3c140000', '3b1f1f1f1f130303', '3d1d3d3d3d100100', '3b1f1f1f1f030303']"
453774701,"['ffff0100bf00ffff', '9b999991db9b9381', '01011b3f7cfc7c38', 'e767e7d18f8707e7']"
498500380,"['e7e7fffffe3020e7', 'e7e7fefafa3420e3', 'fefefc7c7c3c0000', 'e4eecefefaf0e0e7', '031f1f1f1f1f1f00', '90bafefcfcf8e8ec', '0b1f1f1f3f3f2e00', 'e7e7e7f3f2f4e0e4']"
498500387,"['fffff1c08181c3ff', 'e7f7f7e7e624f0f7', 'ffffff8d8507c7ff', 'cfc7dfe6e2e4f0ff', 'e6e7ffe7e3e2e4e7', 'e7e7fbe2e264e0f7', 'ffffffffd181c0e1']"
498500384,"['ffff80000000ffff', 'ff7e6466c00000ff', '3536767e7e4a0a08', 'ffffe7c38181c3ff', 'ff7e6666400000ff', 'ffd6c2c2830000ff', '1e1e7cf0f0f06040', 'ffd4c684878880ff', 'ffbf6121114000ff']"
421067144,"['81a1fdfdfdfd8181', 'b3b7b39191b1b3bb', '3931111119ffffbb', 'b99999b7b7b1b1b1', 'd98119191bfffb19']"
433328246,"['ffdbd9c1818081ff', 'ffffe7818081e3ff', 'fb0099fff80003c7', 'ffff9d8080c3e7ff', 'ffdfdf898081e3ff', 'ffffcdc98001c3f7', 'ffffc9888101f3ff', 'ffff070380c0c3ff']"
557038200,"['ffc6d8800024dcdb', '1f68ff07010001f1', 'ff7fb1060040e8c9']"
400594163,"['3d3d999999988808', 'e3e0e1e1e1e1c1c1', 'ffff00001000ffff', 'c3c7c3c3c3c3c3c3']"
486595217,"['9ef6feffeef8c080', 'fffffbfe8c8480f8', 'ffe7fdf9e1c1c080', 'fffff9fcccc0c0e8', 'ffe7fff9c3c1c1e7']"
372340864,"['27c7cf9f9fdfdfc3', 'ffc3c3c3c3c3c1df', 'fdfeff00008ff2bc', 'e7e7e3c3cbcfc3c3', 'e7c7c773dbffc3c3', 'e7e7e3d3dbffc3c3', 'e7e7e7c7d7dfc7c3', 'ffffe7020286ffff']"
470887949,"['ffff010081efffff', 'ffff010001c7ffff', 'f9b131bdbdb9b991', 'ffff000080d1ffff', 'ffffff2b00ffffff', 'ffff000001c3ffff', 'ff0101ffff80f9ff']"
497875289,"['ffe7e78300c3c3ef', 'ffe7e7c30141c3ef', 'ffc3c171216161e3', 'ffe7e7c301c3c3c3', 'ffefc7c38100c3c3', 'ffffc70100c3e3ff', 'e7e7c38100c3c3ff']"
486595218,"['ffefc3c3c3c3e3ff', 'ffc78783c38383ff', 'ffff818181e1ffff', '90800080c060fcfe', 'ef87c3c38383c7ff', 'ffd7c783c3c3c3e7', 'ffc3c3c18381e3ff']"
420979808,"['ffffcfef99800083', 'ff8f8fc7f3f1f1f9', 'ffb18dcfcf810181', '9f0f8fc7f3f1f0f9', 'df8f8fc7f3f1f1f9', 'df9f8f87f3f1f8fd', 'ffe3ffe31120e0ff']"
455299316,"['ffa6c0c081cfe7ff', 'd7aba1d9c383c3fd', '40c03f2747cfcfff', '0f01c1c983a3c3cf', '3f1f373361436367', 'e8e8e82dc7efffef', '80c3e3c3c3c7f73f', 'c7830330382c60e1', '21c3c3c7c797ffff']"
532387917,"['ffdf878381e1ffff', 'ffdfc783c3e1ffff', 'ffdfc78383c1ffff', 'ffff878381e1ffff']"
544179542,"['ef67e7e5c1c3c747', 'f7e7ffcfc7c0e000', '838189b939000000', 'e0e0e0f05081f9e9']"
408741377,"['df8f8f878f83c1c7', 'ffbfbfe0d4f0f0d0', 'ffe7e7e7e7c3c3e7', '9f6343838b878d8c', 'e7e7e7e7f7e7e3e3', 'e7e7e7e7e7e7e7c7', 'ff070f0f3f7a3031']"
408626190,['ff51000007c7efff']
433214244,"['efcfcfc5c78180ff', 'feeec3c7020081c3', 'ffc3c3c3c39800ff', 'ffff101f0b00bfff', 'e5818381c981819b', 'feff911081c3ffff', 'e581818189c18199', 'fff190f1ff9189df', 'fffecc0c010088ff']"
606534264,"['106070e0e059ff9d', '1f5f6ce4440f1f19', 'b1909000999fffff', '2f6070f000999fd9', '1f030200c0e7ffe7', 'e3c3c1e3c3cbdbdb', '076060e0e059ff99', '1f7f6e04040f9f99']"
508891264,"['f7f7e7e3e7c5c0e1', 'f7f7e7e3c3c0c0e1', 'f7f7e3e3e3c2c0c3', 'f7f7e7e3c3c1c2e1', 'f7f7e7c3c3c3c2c3']"
553041891,"['ff818181810187ff', 'bf000001c3c3f3ff', 'ffff91000000ffff', '6fbf3a08d8c80e83']"
466293008,"['db8393d383d38199', 'ffe7c30143434308', 'ffc3432343434313', 'e7c38181c3c3cbfb', 'fff3e3030084dcff', 'f7c381234343435b', 'ffe3832343434353']"
514394515,"['ff070080c0e0f0fe', '180c1e9ffffffcf6', '38380f0f1f3fdf8f', 'ff1e1f0f0f17031f', 'e1f6f6e1c08183b7']"
422758163,"['ffffff8000bfffff', '9999f97b1190b93b', 'ffffff8000a1ffff', 'd3d3d383d33f2737', '77391919f7713939']"
561588574,"['3f1f0f070f090fff', 'e6f68780c0c0c3fb', '1d0d5831d9cfcfc7', 'ffff8390939381cf', 'c3c3cf9c9898f9ff']"
418968202,"['6036971f1b0fc7f7', 'ff0000060002ffff', '7f7f793d23ff0f00', '20e6c70703c7e6ff', 'fffe60606060603e', 'fedf810101c1f17f', 'fffcf8fe0000ffff', 'fbd9f9f9ffe4005c', '00ffff7e141470f8']"
557082884,"['fffb9191d181ffff', 'c7c7c3c3c7db99fb']"
435153337,"['fff3c3c18081d7ff', 'ffff1f0de3f0fcff', 'ffe7e7e7e7e7e7ff', 'ffff018721b98bff', 'ffffef2c242424ff', 'ff8381acf5c4f0f3']"
416468064,"['ffe1818181c3c3ff', 'ffefc1808583e3ff', 'ff8181e1f18181ff', 'ffe3c08501c3f3ff', '8f87f78381c3cfff']"
492687491,"['ff00193dbc1a0000', 'ffffd78383838387', '7f4f1f3f37173707', 'ffffc78393938383']"
541010278,"['ffff9b831d3d0000', 'ffff8383bd3d0000', 'ffff9f0f00808081', 'ffff1b1b1f3c0000', 'ffffe1007f7f0000']"
523872312,"['c7c7c7c7c3d1d9fe', 'c3e3e7e3e3e3e3f9', 'e3e7e7e3c3c3c0e0', 'c3e3e3e3e3e3e3ff', 'c3f7e3e3e7e3c2f0']"
422370829,"['ff1f1f191030f1ff', 'fffe8080fe00ffff', 'ffcfc7070727c3f7', 'efc787830387efff', 'fff7030b0f0f0337', 'fffd590d071f012b', 'fff9f0f0c080039f', '8781c3c3e1c1c3ff']"
525304881,"['e7872020343cc3e7', 'ffffe720a084e7ff', 'ffcfc1a1858dc1e3']"
557692306,"['fef2e1e1030f07bf', 'e7c78093838181c1', 'ff3f00000000f1ff', '7f1f81000000dfff']"
319593118,"['ffffff0000ffffff', 'e7c7e3e3e3e3c3c3', '99999fbffc7c3c00', 'e7e7e7e7c3c383c3']"
470934856,"['e3e7e7d3c98181c3', '44c4447f7f5f5f0e', 'e3e3c1c1d1e3f3f3', 'e7e3c3c1f1f9b391', 'ffc7c7e7e7e7e7e7']"
311603082,"['27071f0f9f8f87cf', 'e7c3c79fff0f0f03', 'e7e7e3e3e3e7e7e7', '8080777377222010', 'e7e7e7e7e7e7e700', 'ffff000000f9ffff', '999999999999d9ff', 'ecec7e6838383010', '07c7cf8fcfcfc7cf']"
486879113,"['ffff0119b9cffde7', 'ffff8f99f97080cf', '00e0889f0f0e9fff', 'ff9f9999bf1d11ff', 'fff383938f93b0ff', 'fff1c28e01e0fcfb', '81013e3f6f677378']"
486879112,"['ff9f1f1f1913e7ff', 'ff9f9191b828189f', 'ff8f8f9f0e09f3f7', 'ffff9f83230113ff']"
504745705,"['ff011038383828ff', 'e3e3c3c3dbcb8381', 'ffff7901010106ff', 'ff1f1c181c0000ff']"
486879114,"['f38391f3cfce8000', 'f9f88098f9d8bfff', 'fff38393d3937eff', 'd98480d8f7e5cf80']"
433376247,"['1f3f333b0c0183ff', 'ffff8f818181f1ff', 'ffff8981818181ff', 'ffffc38383c3e3ff', 'ffffb981818199ff']"
486879116,"['ffefe7c7470080ff', 'ffc783c3c1e1fbff', 'ffff81c1c1c0f3ff', 'ffe7c7c78180b9ff', 'f9ece3b180f0bfc3']"
486879119,"['ff8f0e88c0c199ff', '3f80c8302d09e0fe', 'fffefc400081ebff', 'ff991100100cefff', 'fdf9c0c0811091fb', 'fffbe3812020fcff']"
486879118,"['ff838383c3c383c7', '3f1f11271f1f0f03', '00bcfeffef070103', 'ffffd111009fffff', 'ffff830990b0f3ff', 'ffff1f03032f8fdf']"
523591559,"['fff3c7e7f6000000', '858585ff91918180', 'cfc3e3e1bfff8f01', 'f9e1e1c1879f8381']"
508227776,"['ff001e1e1f0e0cff', 'ff001e1e1f1e0cff', 'ffbdb9fdff24099b', 'fff3d0f0440405ff', 'ffff000000009fff']"
561621854,"['ffe7e7c3c3e7e7ff', 'ffe7e7c3c3e7e3ff', 'ffcfc383c1c1f3f3']"
535686480,"['e7e7ff1b19180842', 'ffffe7c3c383fffe', 'ffffe7c3c383fffe', 'efcffffb11113800', 'fffffbf180819fff']"
433254483,"['ffffff0000ffffff', 'c00809c1d9c9d99b', 'c0c0e10303c3e3e7', 'c3c3716161e1c3c1']"
535312442,"['fff3f1f1e3cf9fff', 'edc9bcfd89858fdf', 'ffff9311c0e1ffff']"
514964414,"['f03050f1dfcdc9ff', 'ff8f8fcbe3270707', 'ffff64828246ffff', 'ffff67830342e7ff', 'ff7f000000007fff', '6f677388080078ff', 'ffffe78383c7ffff']"
548568939,"['c1c39bc3cfdd9b87', '01017d0d636fc707', 'b8901e1e001f7e9e', '3727270f1f5f5f1f']"
433487456,"['f8f0f0c4201080c0', 'f8f0f0d0c60c1800', 'f0f0f8e046080000', 'efc7ef2f0b4347f7', 'f0f0f0fc7c381000', 'fdfefcc000008182', 'ffffff0000ffffff', 'f0f0ecfcf4580080', 'f8f0e0c480108080']"
560960582,"['ff99191111171f7f', 'ff9911111133f7ff', 'bf9b99111111b1f7', '7c38300806f6ff3f']"
391078427,"['e7cfcfcfe7171f07', 'cfcfc7ffd7d70707', 'cfcfcfdfef27070f', 'efc7c7d7f7971707', 'ffffc3000081ffff', 'e7c3c3dfdfdf1f07']"
427592022,"['f3c3c38383838387', 'fdd5958581818183', 'c3c3c3c7cfc3c383', 'ffc7c1c1818181e1', 'fbc3c1c1c1c1c1c1', 'c7e7c3c3c3c3c3c3', 'ffc38381818383c7', 'f7e7c7c3c3c3c3c3', 'e7e7c3c3c3c3c3df']"
424686231,"['fff3f3fff3f3f1ff', '00000c0e0e0e0e00', '81c1c3c3c381c183', 'ff18302b35fe3bff', 'ff1010769b0803ff']"
504848300,"['ff800000242020ff', 'fffbf1f1200080ff', 'ff444026c00001ff', 'fff1d00c01013fff', 'ff1000240000f9ff']"
492898816,"['217ee0c0c0c1f1f8', '9cf838741c7cfcf8', '67078301c0fcfcf8', '060f76367f7f0c3c', '3e6f0f3f666e4c00', '1e06833b3cd83c3c', '7ffee0393f5800a0', '0977460f3f3b1c1e']"
416501870,"['ffffc3818181ffff', '38d8c18381c1dfff', '0393bbb3b79f25c1', 'fffc000000007dff', 'b918090383dfdfff', 'ff00040080c0feff', 'e7e7cfc7c3c3ff7f', '7ffffb81818181f9', 'ffff0000000081ff']"
567878202,"['ffffe7e3c3c3c3ff', 'efefffefc7010103', 'f3f3f793818191f0', 'fbf9fb9b8180e0f1', 'e7e7dfcfc7c78705']"
483881514,"['ffcf0f3f1f07c1f1', 'ffffe3e3e3e1c1c1', 'ffe7c3e7c3c7e7c3', 'ffe7e3e3e3c1c1c1', 'ff7b23e3c3c1e3c3', 'fff7e3e3e3c3c1c3']"
548639731,"['00383b0c0fe0f8fc', 'c18181c1c9dbd9d9', 'c3c1c3c3dbd99999', '1f03030010000010']"
483881511,"['3f8f932307c7c501', 'ffc7c5c99387850b', 'df87e0cce2e0e1c3', 'fccce4c307c78749', 'fff1c2e0c0c0f0e0']"
567909489,"['bfdf6f0707072f3f', 'ffff83810181e7ff', 'ffffe1818081c7ff', 'ffffd3c3c1c3c3e7']"
398709329,"['5343c72383801b3f', 'c3c3c3c3e7c3efe7', '194fcf03c3c0073f', '7143c62191c80d1f', '59c3c72183c0303f']"
529015190,"['ffffffe0e0e1ffff', 'fffd981c1810ffff', 'fb1098fc3c3c3c18', 'ffffffff808002ff', 'fffffff0e0e5ffff']"
408471791,"['e3c3c3c3dbc1cb89', 'ffff83838383819f', 'fffb8383838383df', 'ffffffed8d0180c8', 'e7c3c3c3db818981', 'e3c3c3c7cbc1db81', 'e7c7c3c7d981cb81', 'ffff8181818181ff', 'ffff8181818181ff']"
519673063,"['ff3f9f0588203680', 'ffc381819181c3ff', '7ffcfc00fcf080fc', 'ffc381818181c3ff', 'ffc381818181c3ff', 'ff8f830381c1f1ff', 'ffc381818181c3ff', 'cf030330703181c3']"
416509680,"['14100191e7e7efff', '1cffe7c18889ffff', '10f0fffefe1881ff', 'efcb8505349881ff']"
455064734,"['ffff7b331b3bf3db', 'fffff333234b1301', 'ffffcfc8d87c7212', 'ffffe1819f9c00f7', 'ef6f797978797979', '9d8f0b0b0bf9f9ff', 'fc380bc1b37f181e']"
320323958,"['f7e3c3c3c1c1c1ff', 'e7e7e3c3c3c3c3c3', 'e7c7c7e7e7c7c7c7', 'bfa7a7a7e7c707c7', 'b6331191f33f393f', 'f3e1e1e9f1838381', 'ff602000003070ff', 'fff38f87878787cf']"
478144922,"['fff3c38b0f0503e3', 'ffffc7c381008383', 'ffefc3c1c1018300']"
435993228,"['fcfcf8f0e79fffff', 'fdfcf181810101ff', 'f7e7040cfde7ffff']"
517940114,"['ff00000f07367fff', 'ff60041c180800ff', 'e0fcf8f8f8f8fc00', 'ff00007c261efeff', 'ff7f40406024ffff']"
508160927,"['ff247600010000ff', 'ff007e24090800ff', 'ff247e00400800ff', 'ff247e24c90800ff', 'ff130302000000ff']"
552691222,"['000008efefe7ffef', 'ffefc3c3c7c3c3e7', '00000c3cffffefff', 'ffe7e3c3c7c3c3e7']"
523517334,"['f1f1f8f8f8f8f0f0', 'ffcfcfcbc391d1c1', 'fffdcdc1c1810809', '2cb197d7c7b7859d', 'f9f9f0f0f0f0f0f0', 'ff29238f89c101ff', 'e7e3e3e3c3c3c3c1']"
567679680,"['f3ebeb9b0004274f', 'cec6870f0c07ef0f', 'e3e3c18919010f1f', 'c7878f07060607ff', '3e6767c7c7c7e7fc']"
471040820,"['ffffff1323f47060', 'ff9f0300c0e1f3ff', 'ffff9f7fff700007', 'fff993c7c3899fff']"
515328006,"['ffffebe743034323', 'ffffffc3c3ff87ff', 'ffffe7e3e3e7c7ff', 'ffefefc7c3cfc7e7']"
609387577,"['ffcfc7c3cfc7c703', 'f3e3e0f2f3e1e000', 'f3e3c3e1f0f4f4f8', 'e7e3e3e7b7a7a3f1']"
460810839,"['ff7c65474f6740e7', 'f8f824646c2df9ff', 'ffcb99818391d3ff', 'ffcb99818191d3ff']"
515158426,"['ffffefe7c7c7c7ff', '919ffbf3f1918181', 'ffffffe7e3e3e7ff', 'fff8f0f0e0c0c0f0', 'fffff7e7e3e3e3ff']"
533118012,"['ff7740c001851d3f', '001fdececf81c1d9', 'efe78381c3c39b9f', 'ff7763e10181071f', 'ff7773c10181811f', 'c9edbd80bdb5fbe3']"
390965482,"['efbebeccc0c1c383', 'fcf8f8c8c0c0d8ec', 'bf3f3f3f9e8cc1c1', 'f4f0fec4c0e0e0f8', '01c1c1c1c1877f6f', '197111159f771111', 'f7ffcdc101670d0f', '1e12f2f2e6c6e7e7', 'f7e7c7dfcecc8080']"
483881397,"['ffffe700088983e7', 'ffff8303818de3ff', 'ffff83078787e7ff', 'ffffff041801ffff', 'ff830383cfffbfbf', 'ffff830383cfffff', 'fff7c4c8d091c3ff']"
448260077,"['fffffc91013fd600', 'fff1c0c0c18180ff', 'f8ffffa10001fcb8', '7e7f676f2f01013f', 'ffffff91000080ff', 'fffefcf19103070f', 'ffffffb18000cfff', 'ff0504ffff9b8181']"
448571235,"['ff0024a5a1e7c3df', 'e3c3e7e7e7e7e7e7', 'd99099ff090999ff']"
540994014,"['1c187ffe7ee66664', 'ffef070000050000', 'ffe7e7e7c7c7c3d7', 'ffefe7c3c3c3e1ff', '32f2b378c98fcfef']"
544247435,"['eec6c61e1e0e0f01', 'e7efc6c687c78381', 'ad250f3f0f0ba6fe', '65a901c3e7e76363', 'eecece1e1e9f1919']"
525256229,"['ff6e460682878eff', 'ffe7e2e8e080c2ff', 'f9f9f9f1f1f1f1e3', 'ffe7677a600282ff', 'fff7a2a29280a0ff', 'ff000028080e7fff']"
509218809,"['000018181c3c3c3c', 'ffc3c3c181c3c1ff', '00181c3c383c3c38', '819199919181a181', '2418183c1c3c363f', '002466f67470f060']"
515022699,"['ffe7c38383c3e7e7', 'fff3c38383c3ffff', 'ffe7c3c1c1c3e7e7', 'fff7e7c3c3c3e7e7']"
418746455,"['dfc1819fdbdb9181', 'f3e39783c187868e', 'ff3f0100000000ff', 'ffdfdd890c0c0fff', 'fffd919001889fff', 'ffff90859585ffff', 'dbd3dbdbdbd3dbdb']"
491995305,"['ffffebc1818101ff', 'ffffedc0808081df', 'f7e3c3e7dfd3c3c3', 'ff8301000183ffff', 'ffffe18080808fff', 'ffffe9c0800001ff', 'ffffffc1808001ff', 'ffffdb01010101ff', 'ffffebc08080009f']"
504258086,"['ffffc0c0c0c0f9ff', 'ffffc38180c3f7ff', 'ffffc38181c3e3ff', 'ffe7830101c1e7ff', 'ffffc3818183ffff', 'fffff8b000007fff']"
