Home & Living,Kitchen & Dining,Kitchen Storage,237709,13060
Home & Living,Kitchen & Dining,Food Preparation,21329,8972
Home & Living,Kitchen & Dining,Ovens,1662,2351
Home & Living,Kitchen & Dining,Microwaves,778,871
Home & Living,Kitchen & Dining,Juicers & Fruit Extractors,9493,2392
Home & Living,Kitchen & Dining,Kettles & Thermopots,5168,2067
Home & Living,Kitchen & Dining,Fryers,2254,1376
Home & Living,Kitchen & Dining,Cooktops,2864,1755
Home & Living,Kitchen & Dining,Rice Cookers,4318,1835
Home & Living,Furniture,Bedroom,24351,15765
Home & Living,Furniture,Living Room,54051,10946
Home & Living,Furniture,Home Office,26613,5085
Home & Living,Furniture,Dining,14901,1159
Home & Living,Furniture,Outdoor Furniture,4109,916
Home & Living,Furniture,Hallway & Entry,9596,3847
Home & Living,Home Decor,Clocks,221717,2932
Home & Living,Home Decor,Curtains,54949,2035
Home & Living,Home Decor,Rugs & Carpets,124304,2022
Home & Living,Lighting,Table Lights,51036,1643
Home & Living,Lighting,Ceiling Lights,34555,875
Home & Living,CLEANING & LAUNDRY,"Brooms, Mops & Sweepers",6876,9050
Home & Living,CLEANING & LAUNDRY,Laundry Baskets,6004,525
Home & Living,CLEANING & LAUNDRY,Drying Racks,18782,1570
Home & Living,CLEANING & LAUNDRY,Ironing Boards,901,378
Home & Living,CLEANING & LAUNDRY,Sewing Machines,4036,19777
Home & Living,CLEANING & LAUNDRY,Irons & Garment Steamers,5818,6134
Home & Living,BEDDING,Bedding Sets,64588,2116
Home & Living,BEDDING,Mattresses,2608,3582
Home & Living,BEDDING,Pillows & Bolsters,81225,2792
Home & Living,BATH,,220714,12411
Home & Living,STATIONERY & CRAFT,,12000,9552
Home & Living,STORAGE & ORGANIZATION,,67138,7334
Home & Living,TOOLS & DIY,Power Tools,78085,2582
Home & Living,TOOLS & DIY,Electrical,93702,5077
Home & Living,TOOLS & DIY,Hand Tools,127995,5979
Home & Living,TOOLS & DIY,Bathroom Fixtures,14614,878
Home & Living,TOOLS & DIY,Kitchen Fixtures,4551,415
Home & Living,TOOLS & DIY,Home Security,105733,3364
Home & Living,GARDEN & OUTDOOR,Outdoor Tools,7555,1105
Home & Living,GARDEN & OUTDOOR,Decor & Ornaments,26313,388
Home & Living,GARDEN & OUTDOOR,Outdoor Lighting,97548,3557
Home & Living,GARDEN & OUTDOOR,BBQs,11459,712
Home & Living,GARDEN & OUTDOOR,Pots & Planters,7864,343
Health & Beauty,NEW! Origins Flagship Store Launch,,120,0
Health & Beauty,NEW! TAOBAO COLLECTION!,,39240,107
Health & Beauty,NEW! BEAUTIFUL INSIDE OUT!,Vouchers For Grab!,120,0
Health & Beauty,HEALTH & BEAUTY BUNDLES DEALS!,,120,0
Health & Beauty,Beauty,Skin Care,343789,16254
Health & Beauty,Beauty,Personal Care,131305,5997
Health & Beauty,Beauty,Fragrances,79994,5570
Health & Beauty,Beauty,Makeup,1107570,20392
Health & Beauty,Beauty,Beauty Tools,1279932,29009
Health & Beauty,Beauty,Hair Care,431223,11135
Health & Beauty,Beauty,Men's Care,169000,5396
Health & Beauty,Health,Food Supplements,42486,21705
Health & Beauty,Health,Medical Supplies,204706,15393
Health & Beauty,Health,Over The Counter Medicine,761,1018
Health & Beauty,Health,Sexual Wellness,10129,0
Baby & Toys,Default Level2,PEDIASURE - Voucher: ABBOTT25 + free Gift,120,0
Baby & Toys,Default Level2,HUGGIES - Voucher: HUGGIESOR10 + Free Shipping,120,0
Baby & Toys,Default Level2,FRISO GOLD - Chance to win prize up to RM650 + Free Shipping,120,0
Baby & Toys,Default Level2,WYETH - Voucher WYETH25 + Free movie ticket,120,0
Baby & Toys,Default Level2,MAMY POKO - Voucher: MAMYPOKO25 + Exclusive pack,240,643
Baby & Toys,Default Level2,GENKI DIAPERS - Exclusive pack + free Shipping,240,454
Baby & Toys,Default Level2,FOR BABY BOYS,120,0
Baby & Toys,SHOP ALL MOTHER & BABY,,12000,9427
Baby & Toys,SHOP ALL DIAPERS,Drypers,120,0
Baby & Toys,SHOP ALL DIAPERS,Mamypoko,240,643
Baby & Toys,SHOP ALL DIAPERS,Petpet,360,7728
Baby & Toys,SHOP ALL DIAPERS,Huggies,120,0
Baby & Toys,SHOP ALL MILK FORMULAS,Nestle,240,321
Baby & Toys,SHOP ALL MILK FORMULAS,Wyeth,120,0
Baby & Toys,SHOP ALL MILK FORMULAS,Friso Gold,120,0
Baby & Toys,SHOP ALL MILK FORMULAS,Pediasure,120,0
Baby & Toys,TAOBAO COLLECTIONS - BABY & TOYS,,350160,1501
Baby & Toys,SHOP ALL BABY GEARS,Strollers,33762,3026
Baby & Toys,SHOP ALL BABY GEARS,Carseats,14733,2472
Baby & Toys,SHOP ALL BABY GEARS,Carriers,43824,3724
Baby & Toys,SHOP ALL BABY FEEDING,Feeding Bottles,15477,11620
Baby & Toys,SHOP ALL BABY FEEDING,Breast Pumps,21833,5487
Baby & Toys,SHOP ALL BABY FEEDING,Baby Food,1242,323
Baby & Toys,SHOP ALL KIDS FASHION,Baby Boy,182250,2573
Baby & Toys,SHOP ALL KIDS FASHION,Baby Girl,369990,5758
Baby & Toys,SHOP ALL TOYS & GAMES,Kid's Learning,102749,6121
Baby & Toys,SHOP ALL TOYS & GAMES,Bring your kids outdoor!,165321,10396
Baby & Toys,SHOP ALL TOYS & GAMES,Indoor fun!,134408,1427
Baby & Toys,BABY BOY,Hot Wheels,120,0
Baby & Toys,BABY BOY,Remote Controls,183000,3686
Baby & Toys,BABY GIRL,Barbie,120,0
Baby & Toys,BABY GIRL,Playsets,663,198
Baby & Toys,PARTY TIME,Dress Up,317703,4336
Baby & Toys,SHOP ALL BABY CARE,,6950,1653
Baby & Toys,SHOP ALL BABY SAFETY,,36217,2463
Groceries & Pets,GROCERIES,Beverages,6010,5848
Groceries & Pets,GROCERIES,Breakfast,1171,753
Groceries & Pets,GROCERIES,Laundry and Household,1702,655
Groceries & Pets,Grocery & Pantry Bundle Deals,Snacks,2844,784
Groceries & Pets,Grocery & Pantry Bundle Deals,Baking & Cooking,3478,1242
Groceries & Pets,Grocery & Pantry Bundle Deals,"Canned, Dry & Packaged Foods",2296,964
Groceries & Pets,Vinda Brand Launch - Exclusive Family Pack!,Candy & Chocolate,2132,665
Groceries & Pets,TOP BRANDS,Milo,120,0
Groceries & Pets,TOP BRANDS,Nescafe,240,310
Groceries & Pets,TOP BRANDS,Samyang,119,0
Groceries & Pets,TOP BRANDS,Maggi,120,0
Groceries & Pets,TOP BRANDS,Dettol,720,814
Groceries & Pets,TOP BRANDS,Breeze,120,0
Groceries & Pets,TOP BRANDS,Coca-cola,120,0
Groceries & Pets,TOP BRANDS,Kellogg's,240,79
Groceries & Pets,TOP BRANDS,Jelly Belly,27,0
Groceries & Pets,TOP BRANDS,Kleenex,240,51
Groceries & Pets,TOP BRANDS,Tesco,12000,15449
Groceries & Pets,NEW! PET TAOBAO COLLECTION!,Cat Supplies - As Low As RM7,5100,76
Groceries & Pets,NEW! PET TAOBAO COLLECTION!,Fish Supplies - As Low As RM5.60,233,2
Groceries & Pets,NEW! PET TAOBAO COLLECTION!,Dog Supplies - As Low As RM7.90,5009,66
Groceries & Pets,PET SUPPLIES,Cat,93452,7793
Groceries & Pets,PET SUPPLIES,Dog,588010,6306
Groceries & Pets,PET SUPPLIES,Fish,46158,1368
Groceries & Pets,PET SUPPLIES,Small Pet,24544,486
Groceries & Pets,PET SUPPLIES,Bird,112,0
Groceries & Pets,PET SUPPLIES,Reptile,1339,15
Groceries & Pets,TOP PET SUPPLIES BRANDS,ProDiet,120,0
Groceries & Pets,TOP PET SUPPLIES BRANDS,Pedigree,120,0
Groceries & Pets,TOP PET SUPPLIES BRANDS,Whiskas,120,0
Groceries & Pets,TOP PET SUPPLIES BRANDS,Royal Canin,840,1127
Groceries & Pets,TOP PET SUPPLIES BRANDS,ProBalance,120,0
Groceries & Pets,TOP PET SUPPLIES BRANDS,Friskies,240,46
Groceries & Pets,TOP PET SUPPLIES BRANDS,Smart Heart,240,104
Groceries & Pets,TOP PET SUPPLIES SELLERS,Petsmore,1080,145
Groceries & Pets,TOP PET SUPPLIES SELLERS,One Stop Petz Centre,480,1231
Groceries & Pets,TOP PET SUPPLIES SELLERS,P A F Pet Store,360,601
Groceries & Pets,TOP PET SUPPLIES SELLERS,DF Pet Grocery,480,256
Groceries & Pets,Pet Supplies Bundle Deals,,480,1729
Sports & Travel,TAOBAO COLLECTION - SPORTS & OUTDOOR,,120,0
Sports & Travel,TAOBAO COLLECTION - TRAVEL ,,252600,1386
Sports & Travel,SPORTS & OUTDOOR BUNDLE SALE,,2040,4977
Sports & Travel,luggages new arrival - Colourful Collection,,153,15
Sports & Travel,clearance sale!,,960,2956
Sports & Travel,Sports & Outdoors,Team Sports,425263,1926
Sports & Travel,Sports & Outdoors,Water Sports,342414,3498
Sports & Travel,Sports & Outdoors,Accessories,160497,2788
Sports & Travel,Sports & Outdoors,Boxing & Martial Arts,51522,993
Sports & Travel,FITNESS,Cardio Equipment,18515,2831
Sports & Travel,FITNESS,Strength Equipment,26148,3652
Sports & Travel,FITNESS,Weight,19207,1500
Sports & Travel,FITNESS,Fitness Accessories,103682,3726
Sports & Travel,FITNESS,Yoga,122981,2467
Sports & Travel,ACCESSORIES,Performance & GPS Trackers,16860,195
Sports & Travel,ACCESSORIES,Supports & Braces,32611,713
Sports & Travel,ACCESSORIES,Water Bottles,93387,952
Sports & Travel,ACCESSORIES,Air Pump,6386,744
Sports & Travel,MEN CLOTHING,T-shirt,31243,1192
Sports & Travel,MEN CLOTHING,Jersey,182832,850
Sports & Travel,MEN CLOTHING,Pants,23124,1760
Sports & Travel,MEN CLOTHING,Compression Wear,15204,289
Sports & Travel,MEN SHOES,Futsal ,1912,94
Sports & Travel,MEN SHOES,Running ,80389,1572
Sports & Travel,MEN SHOES,Football ,67592,371
Sports & Travel,MEN SHOES,Badminton ,1465,127
Sports & Travel,OUTDOOR & RECREATION,Cycling,397044,8482
Sports & Travel,OUTDOOR & RECREATION,Camping and Hiking,609699,13284
Sports & Travel,OUTDOOR & RECREATION,Fishing,508761,4576
Sports & Travel,WOMEN CLOTHING,Sports Bra,23343,1178
Sports & Travel,WOMEN CLOTHING,Jackets,10646,355
Sports & Travel,WOMEN CLOTHING,Pants,28505,1489
Sports & Travel,WOMEN CLOTHING,Compression Wear,11408,82
Sports & Travel,WOMEN SHOES,Running,52005,1236
Sports & Travel,WOMEN SHOES,Badminton ,308,4
Sports & Travel,WOMEN SHOES,Walking,5060,119
Sports & Travel,TRAVEL & LUGGAGE ,Luggage ,59201,3644
Sports & Travel,TRAVEL & LUGGAGE ,Luggage sets ,14229,1302
Sports & Travel,TRAVEL & LUGGAGE ,Cabin Size Luggages,120,0
Sports & Travel,TRAVEL & LUGGAGE ,Check in Luggages,19687,1319
Sports & Travel,TRAVEL ACCESSORIES,Luggage Protectors & Covers,11966,1123
Sports & Travel,TRAVEL ACCESSORIES,Travel Size Bottles & Containers,22907,437
Sports & Travel,TRAVEL ACCESSORIES,Toiletries & Cosmetic Bags,100854,1742
Sports & Travel,TRAVEL ACCESSORIES,Luggage Scales,8861,1176
Sports & Travel,TRAVEL ACCESSORIES,Organizer Sets,11074,1299
Sports & Travel,KIDS BAG,Kids Backpacks,82416,1815
Sports & Travel,KIDS BAG,Backpack Trolleys,5581,158
Sports & Travel,KIDS BAG,School Bags,24451,441
Sports & Travel,KIDS BAG,Bottles & Lunch Boxes,3633,208
Motors & Media,MOTORS,Automotive,1486263,9728
Motors & Media,MOTORS,Motorcycle,148982,4463
Motors & Media,MOTORS,Auto Services & Installations,1439,534
Motors & Media,"MEDIA, MUSIC & BOOKS",Musical Instruments,93119,8006
Motors & Media,"MEDIA, MUSIC & BOOKS",Photobooks,120,0
Motors & Media,"MEDIA, MUSIC & BOOKS",E-Books,13926,352
Motors & Media,"MEDIA, MUSIC & BOOKS",Books,410673,4260
Motors & Media,"MEDIA, MUSIC & BOOKS",Malay Books,28787,2161
Motors & Media,"MEDIA, MUSIC & BOOKS",English Books,374919,614
Taobao Collection,Fashion,Women,523065,-1
Taobao Collection,Fashion,Men,371654,-1
Taobao Collection,Fashion,Girls,49891,-1
Taobao Collection,Fashion,Boys,44348,-1
Taobao Collection,Furniture & Décor,Home Décor,442347,782
Taobao Collection,Furniture & Décor,Furniture,26678,174
Taobao Collection,Furniture & Décor,Storage & Organisation,3178,16
Taobao Collection,Furniture & Décor,Lighting,7,0
Taobao Collection,Mobiles & Tablets,Mobile Accessories,362509,504
Taobao Collection,Mobiles & Tablets,Tablet Accessories,31540,42
Taobao Collection,Toys & Games,Puzzle,64788,143
Taobao Collection,Toys & Games,Stuffed Toys,60986,278
Taobao Collection,Toys & Games,Action Figures & Collectibles,58459,107
Taobao Collection,Toys & Games,Dolls & Accessories,26081,65
Taobao Collection,Toys & Games,Dress Up & Pretend Play,26273,126
Taobao Collection,Toys & Games,Party Supplies,12000,281
Taobao Collection,Toys & Games,Electronic Toys,21270,142
Taobao Collection,Toys & Games,Sports & Outdoor Play,18795,77
Taobao Collection,Toys & Games,Arts & Crafts for Kids,14651,35
Taobao Collection,Toys & Games,Learning & Education,12240,116
Taobao Collection,Toys & Games,Traditional Games,9571,93
Taobao Collection,Toys & Games,Baby & Toddler Toys,6693,179
Taobao Collection,Toys & Games,Blocks & Building Toys,4614,103
Taobao Collection,Toys & Games,Remote Control & Play Vehicles ,368,3
Taobao Collection,Toys & Games,Slime & Squishy Toys,10,0
Taobao Collection,Kitchen & Dining,Kitchen & Table Linen,81828,147
Taobao Collection,Kitchen & Dining,Kitchen Storage & Accessories,72887,556
Taobao Collection,Kitchen & Dining,Drinkware,62064,141
Taobao Collection,Kitchen & Dining,Coffee & Tea,38075,117
Taobao Collection,Kitchen & Dining,Bakeware,27537,178
Taobao Collection,Kitchen & Dining,Dinnerware,24465,71
Taobao Collection,Kitchen & Dining,Serveware,14782,53
Taobao Collection,Kitchen & Dining,Cookware,7671,26
Taobao Collection,Kitchen & Dining,Kitchen Utensils,5004,36
Taobao Collection,Bags and Travel,Women Bags,134753,816
Taobao Collection,Bags and Travel,Travel,67721,152
Taobao Collection,Bags and Travel,Men Bags,39222,365
Taobao Collection,Bags and Travel,Kids Bags,10721,52
Taobao Collection,Watches Sunglasses Jewellery,Jewellery,182919,261
Taobao Collection,Watches Sunglasses Jewellery,Watches,43172,101
Taobao Collection,Watches Sunglasses Jewellery,Eyewear,8832,6
Taobao Collection,Mother & Baby,Clothing & Accessories,159159,85
Taobao Collection,Mother & Baby,Nursery,7052,11
Taobao Collection,Mother & Baby,Maternity Care,5463,65
Taobao Collection,Mother & Baby,Baby Safety,1669,3
Taobao Collection,Mother & Baby,Feeding,1042,6
Taobao Collection,Mother & Baby,Baby Personal Care,249,0
Taobao Collection,Mother & Baby,Baby Gear,119,0
Taobao Collection,Mother & Baby,Diapering & Potty,77,0
Taobao Collection,Mother & Baby,Gifts,12,0
Taobao Collection,Mother & Baby,Pacifiers & Accessories ,7,0
Taobao Collection,Mother & Baby,Baby Health Care,1,0
Taobao Collection,Sports & Outdoors,Shoes & Clothing,100422,155
Taobao Collection,Sports & Outdoors,Outdoor Recreation,16225,78
Taobao Collection,Sports & Outdoors,Water Sports,12709,6
Taobao Collection,Sports & Outdoors,Team Sports,10566,22
Taobao Collection,Sports & Outdoors,Exercise & Fitness,9143,144
Taobao Collection,Sports & Outdoors,Racket Sports,8171,40
Taobao Collection,Sports & Outdoors,"Boxing, Martial Arts & MMA",1255,14
Taobao Collection,Sports & Outdoors,Accessories,1129,15
Taobao Collection,Sports & Outdoors,Fan Shop,1097,0
Taobao Collection,Bedding & Bath,Bedding,84775,123
Taobao Collection,Bedding & Bath,Bath,56627,238
Taobao Collection,Stationery & Craft,School & Office Equipment,35229,46
Taobao Collection,Stationery & Craft,Paper Products,22868,27
Taobao Collection,Stationery & Craft,Writing & Correction,19362,19
Taobao Collection,Stationery & Craft,Gifts & Wrapping,14067,12
Taobao Collection,Stationery & Craft,Art Supplies,10111,25
Taobao Collection,Stationery & Craft,Craft Supplies,137,0
Taobao Collection,"Tools, DIY & Outdoor",Painting & Decorating,25001,26
Taobao Collection,"Tools, DIY & Outdoor",Protective Clothing & Equipment,23974,38
Taobao Collection,"Tools, DIY & Outdoor",Hardware,13525,25
Taobao Collection,"Tools, DIY & Outdoor",Electrical,2441,5
Taobao Collection,"Tools, DIY & Outdoor",Lawn & Garden,2351,6
Taobao Collection,"Tools, DIY & Outdoor",Fixtures & Plumbing,1970,14
Taobao Collection,"Tools, DIY & Outdoor",Outdoor,1049,6
Taobao Collection,"Tools, DIY & Outdoor",Security,107,0
Taobao Collection,"Tools, DIY & Outdoor",Power Tools,14,0
Taobao Collection,"Tools, DIY & Outdoor",Measuring & Levelling,10,0
Taobao Collection,"Tools, DIY & Outdoor",Hand Tools,12,0
Taobao Collection,"Tools, DIY & Outdoor",Ladders & Workbenches,5,0
Taobao Collection,Home Appliances,Appliances Parts & Accessories,44753,119
Taobao Collection,Home Appliances,Cooling & Heating,12342,2
Taobao Collection,Home Appliances,Small Kitchen Appliances,1738,15
Taobao Collection,Home Appliances,Kitchen Appliances,3,0
Taobao Collection,Computers & Laptops,Computer Accessories,39851,35
Taobao Collection,Computers & Laptops,Computer Components,12506,20
Taobao Collection,Computers & Laptops,Storage,535,0
Taobao Collection,Computers & Laptops,Laptops,47,0
Taobao Collection,Health & Beauty,Makeup,29801,77
Taobao Collection,Health & Beauty,Beauty Tools,24692,83
Taobao Collection,Health & Beauty,Hair Care,4935,17
Taobao Collection,Health & Beauty,Medical Supplies,4047,15
Taobao Collection,Health & Beauty,Personal Care,334,1
Taobao Collection,Health & Beauty,Bath & Body,29,0
Taobao Collection,Health & Beauty,Men's Care,1,0
Taobao Collection,Motors,Automotive,33661,13
Taobao Collection,Motors,Motorcycle,2642,17
Taobao Collection,Cameras,Camera Accessories,14631,67
Taobao Collection,Cameras,Lenses,3713,23
Taobao Collection,Cameras,Optics,272,1
Taobao Collection,Cameras,Instant Camera,4,0
Taobao Collection,Laundry & Cleaning,Laundry,10294,121
Taobao Collection,Laundry & Cleaning,Cleaning,312,2
Taobao Collection,Pet Supplies,Cat,5101,76
Taobao Collection,Pet Supplies,Dog,5010,66
Taobao Collection,Pet Supplies,Fish,233,2
Taobao Collection,"TV, Audio / Video, Gaming & Wearables",Audio,4253,16
Taobao Collection,"TV, Audio / Video, Gaming & Wearables",Console Gaming,727,0
Taobao Collection,"TV, Audio / Video, Gaming & Wearables",Wearable Technology,482,0
Taobao Collection,"TV, Audio / Video, Gaming & Wearables",TV Accessories,324,0
Taobao Collection,"TV, Audio / Video, Gaming & Wearables",Video,18,0
Taobao Collection,"TV, Audio / Video, Gaming & Wearables",Gadgets,2,0
Taobao Collection,"Media, Music & Books",Musical Instruments,646,0
Taobao Collection,Groceries,Baking & Cooking,250,0
