Taobao Collection,"Tools, DIY & Outdoor",Security,107,0
Taobao Collection,"Tools, DIY & Outdoor",Power Tools,14,0
Taobao Collection,"Tools, DIY & Outdoor",Measuring & Levelling,10,0
Taobao Collection,"Tools, DIY & Outdoor",Hand Tools,12,0
Taobao Collection,"Tools, DIY & Outdoor",Ladders & Workbenches,5,0
Taobao Collection,Home Appliances,Appliances Parts & Accessories,44753,119
Taobao Collection,Home Appliances,Cooling & Heating,12342,2
Taobao Collection,Home Appliances,Small Kitchen Appliances,1738,15
Taobao Collection,Home Appliances,Kitchen Appliances,3,0
Taobao Collection,Computers & Laptops,Computer Accessories,39851,35
Taobao Collection,Computers & Laptops,Computer Components,12506,20
Taobao Collection,Computers & Laptops,Storage,535,0
Taobao Collection,Computers & Laptops,Laptops,47,0
Taobao Collection,Health & Beauty,Makeup,29801,77
Taobao Collection,Health & Beauty,Beauty Tools,24692,83
Taobao Collection,Health & Beauty,Hair Care,4935,17
Taobao Collection,Health & Beauty,Medical Supplies,4047,15
Taobao Collection,Health & Beauty,Personal Care,334,1
Taobao Collection,Health & Beauty,Bath & Body,29,0
Taobao Collection,Health & Beauty,Men's Care,1,0
Taobao Collection,Motors,Automotive,33661,13
Taobao Collection,Motors,Motorcycle,2642,17
Taobao Collection,Cameras,Camera Accessories,14631,67
Taobao Collection,Cameras,Lenses,3713,23
Taobao Collection,Cameras,Optics,272,1
Taobao Collection,Cameras,Instant Camera,4,0
Taobao Collection,Laundry & Cleaning,Laundry,10294,121
Taobao Collection,Laundry & Cleaning,Cleaning,312,2
Taobao Collection,Pet Supplies,Cat,5101,76
Taobao Collection,Pet Supplies,Dog,5010,66
Taobao Collection,Pet Supplies,Fish,233,2
Taobao Collection,"TV, Audio / Video, Gaming & Wearables",Audio,4253,16
Taobao Collection,"TV, Audio / Video, Gaming & Wearables",Console Gaming,727,0
Taobao Collection,"TV, Audio / Video, Gaming & Wearables",Wearable Technology,482,0
Taobao Collection,"TV, Audio / Video, Gaming & Wearables",TV Accessories,324,0
Taobao Collection,"TV, Audio / Video, Gaming & Wearables",Video,18,0
Taobao Collection,"TV, Audio / Video, Gaming & Wearables",Gadgets,2,0
Taobao Collection,"Media, Music & Books",Musical Instruments,646,0
Taobao Collection,Groceries,Baking & Cooking,250,0
