name,price,price_discount,url,rating,review,seller,seller_rating,shipping_fee,size,weight,category_level1,category_level2,category_level3,local_overseas
Kaos Baju Tshirt Google,310000.0,210000.0,http://www.lazada.co.id/kaos-baju-tshirt-google-38221407.html?ff=1,,,GoBlueMart18,0.0,33000,,,Fashion,Fashion Wanita,Pakaian,local
Dr. Kevin Women Flat Shoes Slip On 5310 - Grey,219900.0,79900.0,http://www.lazada.co.id/dr-kevin-women-flat-shoes-slip-on-5310-grey-25782676.html?ff=1,1.0,1,DR KEVIN SHOES,4.0,33000,,,Fashion,Fashion Wanita,Sepatu,local
San Dona Sepatu Wanita Flat Shoes Delia - Maroon,85000.0,54900.0,http://www.lazada.co.id/san-dona-sepatu-wanita-flat-shoes-delia-maroon-12890455.html?ff=1,3.0,1,Pluvia Shoes,5.0,33000,,,Fashion,Fashion Wanita,Sepatu,local
Kerudung Sekolah Zoya - Bergo Kreatif Putih,54000.0,54000.0,http://www.lazada.co.id/kerudung-sekolah-zoya-bergo-kreatif-putih-32969996.html?ff=1,3.0,2,Zoya Official Shop,2.0,33000,,,Fashion,Fashion Wanita,Baju Muslim,local
Yuki Fashion Kemeja Shinta Best Seller - Cream,118001.0,59000.0,http://www.lazada.co.id/yuki-fashion-kemeja-shinta-best-seller-cream-31785691.html?ff=1,,,Yuki Fashion,2.0,33000,,,Fashion,Fashion Wanita,Pakaian,local
Celana Basic Navy,170000.0,95500.0,http://www.lazada.co.id/celana-basic-navy-22088127.html?ff=1,3.833333,6,Ancien Store,3.0,33000,,,Fashion,Fashion Wanita,Pakaian,local
Sandal Teplek Flat Demode Pita - Hitam,60000.0,34000.0,http://www.lazada.co.id/sandal-teplek-flat-demode-pita-hitam-37627612.html?ff=1,,,Toko Sulthan,4.0,33000,,,Fashion,Fashion Wanita,Sepatu,local
Omah Fesyen Lisanta Plain Flare Mini Dress - Fuchsia Size: M,110000.0,38900.0,http://www.lazada.co.id/omah-fesyen-lisanta-plain-flare-mini-dress-fuchsia-size-m-33981502.html?ff=1,,,Omah Fesyen,3.0,33000,,,Fashion,Fashion Wanita,Pakaian,local
Omah Fesyen Agitara Brukat V - Wrap Mini Dress - Pink Int:M,150000.0,29900.0,http://www.lazada.co.id/omah-fesyen-agitara-brukat-v-wrap-mini-dress-pink-intm-34028716.html?ff=1,3.666667,3,Omah Fesyen,3.0,33000,,,Fashion,Fashion Wanita,Pakaian,local
Celana Jeans robek wanita Jessiecollectionn,130000.0,130000.0,http://www.lazada.co.id/celana-jeans-robek-wanita-jessiecollectionn-38091375.html?ff=1,,,Jessie Collection,0.5,33000,,,Fashion,Fashion Wanita,Pakaian,local
Women's Peep Toe Wedge Shoes Leisure Party High Heels Black - intl,1083000.0,325000.0,http://www.lazada.co.id/womens-peep-toe-wedge-shoes-leisure-party-high-heels-black-intl-17455879.html?ff=1,,,XIALU,4.0,0,,,Fashion,Fashion Wanita,Sepatu,overseas
Kerudung Sekolah Zoya - Bergo Cerdas Putih,54000.0,54000.0,http://www.lazada.co.id/kerudung-sekolah-zoya-bergo-cerdas-putih-34033193.html?ff=1,,,Zoya Official Shop,2.0,33000,,,Fashion,Fashion Wanita,Baju Muslim,local
"JO & NIC Pleated Long Skirts - Rok Panjang Lipit Fit to XL -
Choco",180000.0,59900.0,http://www.lazada.co.id/jo-amp-nic-pleated-long-skirts-rok-panjang-lipit-fit-to-xl-choco-7375371.html?ff=1,3.75,8,SkyroseNet,2.7,33000,40 x 91 x 2,0.33,Fashion,Fashion Wanita,Baju Muslim,local
Kemeja Wanita Baju Atasan Venila Tunik Kaos Wanita Wolfis,88000.0,88000.0,http://www.lazada.co.id/kemeja-wanita-baju-atasan-venila-tunik-kaos-wanita-wolfis-13796942.html?ff=1,2.666667,3,Baju Baju Original,1.5,33000,,,Fashion,Fashion Wanita,Pakaian,local
Labelledesign SWEATER KAILA HOPE WARNA NAVYBLUE,65000.0,38000.0,http://www.lazada.co.id/labelledesign-sweater-kaila-hope-warna-navyblue-36504143.html?ff=1,5.0,1,Labelle_Design,4.4,33000,,,Fashion,Fashion Wanita,Pakaian,local
"EELIC BRA-726 MERAH BRA REMAJA Half Cup Bra Motif Polkadot Busa
Tipis",45000.0,16000.0,http://www.lazada.co.id/eelic-bra-726-merah-bra-remaja-half-cup-bra-motif-polkadot-busatipis-31026220.html?ff=1,1.0,1,Indoelic,3.3,33000,,,Fashion,Fashion Wanita,"Lingerie, Baju Tidur & Santai Wanita",local
168 Collection Atasan Blouse Yurike Kemeja Batik-Merah,140000.0,63900.0,http://www.lazada.co.id/168-collection-atasan-blouse-yurike-kemeja-batik-merah-35992674.html?ff=1,,,Ach Collection,4.0,33000,,,Fashion,Fashion Wanita,Pakaian,local
JCLOTHES Kaos Cewe / Tumblr Tee / Kaos Wanita Baper - Hitam,89900.0,33900.0,http://www.lazada.co.id/jclothes-kaos-cewe-tumblr-tee-kaos-wanita-baper-hitam-8266738.html?ff=1,4.0,5,JCLOTHES,4.7,33000,59 X 45 X 1,0.12,Fashion,Fashion Wanita,Pakaian,local
"Jilbab Segiempat motif AH006 Best Office || Hijab || Jilbab ||
Kerudung",115000.0,42900.0,http://www.lazada.co.id/jilbab-segiempat-motif-ah006-best-office-hijab-jilbab-kerudung-36469554.html?ff=1,,,Best Office,5.0,33000,,,Fashion,Fashion Wanita,Baju Muslim,local
T-OS Atasan Kemeja Wanita Jumbo Amurra [NAVY],165000.0,86300.0,http://www.lazada.co.id/t-os-atasan-kemeja-wanita-jumbo-amurra-navy-38221307.html?ff=1,,,T-OS,3.5,33000,,,Fashion,Fashion Wanita,Pakaian,local
"168 Collection Stelan Atasan Blouse Isabel Kebaya Dan Rok Lilit
Batik-Hitam",320000.0,144900.0,http://www.lazada.co.id/168-collection-stelan-atasan-blouse-isabel-kebaya-dan-rok-lilitbatik-hitam-24368195.html?ff=1,3.0,1,Ach Collection,4.0,33000,28x20x2,0.6,Fashion,Fashion Wanita,Pakaian,local
Gamis / Baju Wanita Muslim Syfarose Syari Kopi,136500.0,136500.0,http://www.lazada.co.id/gamis-baju-wanita-muslim-syfarose-syari-kopi-38132785.html?ff=1,5.0,1,Feri's Toko,2.5,99000,,,Fashion,Fashion Wanita,Baju Muslim,local
Ace Fashion Axel Cullote Pants - Celana Kulot Wanita - Black,158900.0,69000.0,http://www.lazada.co.id/ace-fashion-axel-cullote-pants-celana-kulot-wanita-black-36038558.html?ff=1,,,ace fashion,3.0,33000,,,Fashion,Fashion Wanita,Pakaian,local
RAFISHA-Sandal Teplek Pita MN-006 [SALEM],85000.0,85000.0,http://www.lazada.co.id/rafisha-sandal-teplek-pita-mn-006-salem-15191029.html?ff=1,3.0,4,RAFISHA SHOP,3.5,33000,,,Fashion,Fashion Wanita,Sepatu,local
ELLEN GROSIR - HIGH HEELS KUPU KUPU ZR.04 ABU ABU,150000.0,69900.0,http://www.lazada.co.id/ellen-grosir-high-heels-kupu-kupu-zr04-abu-abu-35311420.html?ff=1,,,Ellen Grosir,4.6,33000,,,Fashion,Fashion Wanita,Sepatu,local
Skechers Low Cut Women's Socks - 3 Pasang,99000.0,99000.0,http://www.lazada.co.id/skechers-low-cut-womens-socks-3-pasang-19343229.html?ff=1,,,Planet Sports,5.0,33000,,1,Fashion,Fashion Wanita,Pakaian,local
QuincyLabel Basic Cardigan - White,120000.0,69000.0,http://www.lazada.co.id/quincylabel-basic-cardigan-white-177806.html?ff=1,3.0,8,Quincy Label,4.0,33000,15 x 3 x 10,0.5,Fashion,Fashion Wanita,Pakaian,local
Omah Fesyen Meisalia Flowery Collar Muslim Shirt - Blue Size: M,127000.0,38900.0,http://www.lazada.co.id/omah-fesyen-meisalia-flowery-collar-muslim-shirt-blue-size-m-33939487.html?ff=1,,,Omah Fesyen,3.0,33000,,,Fashion,Fashion Wanita,Pakaian,local
Levi's Military Shirt Jacket - Bronze Green,899900.0,449950.0,http://www.lazada.co.id/levis-military-shirt-jacket-bronze-green-15544750.html?ff=1,,,Levi's Strauss ( Anoma ),5.0,0,34 x 27 x 2,0.7,Fashion,Fashion Wanita,Pakaian,local
Omah Fesyen Delevigna Chains Longsleeve Blouse - Salmon Size: L,109000.0,38900.0,http://www.lazada.co.id/omah-fesyen-delevigna-chains-longsleeve-blouse-salmon-size-l-33957931.html?ff=1,,,Omah Fesyen,3.0,33000,,,Fashion,Fashion Wanita,Pakaian,local
WinKin - Blouse Plain Vneck - Putih,189900.0,52900.0,http://www.lazada.co.id/winkin-blouse-plain-vneck-putih-36082054.html?ff=1,,,Vanz Collection,0.0,33000,,,Fashion,Fashion Wanita,Pakaian,local
"GudangGrosir Celana Panjang Premium Wanita Boyfriend Jeans Dark
Blue",289000.0,126650.0,http://www.lazada.co.id/gudanggrosir-celana-panjang-premium-wanita-boyfriend-jeans-darkblue-9882032.html?ff=1,1.0,1,GudangGrosir,1.5,33000,,,Fashion,Fashion Wanita,Pakaian,local
DoubleC Fashion Tunik Geisha Navy,179000.0,99000.0,http://www.lazada.co.id/doublec-fashion-tunik-geisha-navy-16631267.html?ff=1,3.714286,7,CharleneFashion,4.4,33000,10x1x90,1,Fashion,Fashion Wanita,Baju Muslim,local
Wacoal Saver Pack - ICP 1607A - Multicolour,170000.0,170000.0,http://www.lazada.co.id/wacoal-saver-pack-icp-1607a-multicolour-22439209.html?ff=1,5.0,2,Indonesia Wacoal,1.0,33000,30 x 16 x 6,,Fashion,Fashion Wanita,"Lingerie, Baju Tidur & Santai Wanita",local
"EELIC BRA-80831 PUTIH Bra Menyusui Full Cup Bukaan Depan Free
Sambungan Bra",75000.0,27200.0,http://www.lazada.co.id/eelic-bra-80831-putih-bra-menyusui-full-cup-bukaan-depan-freesambungan-bra-36088046.html?ff=1,,,Indoelic,3.3,33000,,,Fashion,Fashion Wanita,"Lingerie, Baju Tidur & Santai Wanita",local
Ellen Grosir Sandal Selop Soraya - Cream,75000.0,47175.0,http://www.lazada.co.id/ellen-grosir-sandal-selop-soraya-cream-33594302.html?ff=1,4.333333,6,Ellen Grosir,4.6,33000,,,Fashion,Fashion Wanita,Sepatu,local
Zada Printed Pashmina Scarf - Green Mix,79000.0,29000.0,http://www.lazada.co.id/zada-printed-pashmina-scarf-green-mix-10021170.html?ff=1,3.0,1,,,33000,1 x 1 x 1,0.1,Fashion,Fashion Wanita,Aksesoris,local
"168 Collection Stelan Atasan Blouse Amelia Kebaya Dan Rok Lilit
Batik-Ungu",300000.0,134900.0,http://www.lazada.co.id/168-collection-stelan-atasan-blouse-amelia-kebaya-dan-rok-lilitbatik-ungu-22343464.html?ff=1,,,Ach Collection,4.0,33000,30x20x2,0.7,Fashion,Fashion Wanita,Pakaian,local
Omah Fesyen Jubcyqa Polka Sabrina Blouse - White Int: One size,130000.0,21000.0,http://www.lazada.co.id/omah-fesyen-jubcyqa-polka-sabrina-blouse-white-int-one-size-19140937.html?ff=1,3.0,1,Omah Fesyen,3.0,33000,15 x 10 x 10,,Fashion,Fashion Wanita,Pakaian,local
Besties Jasmine Sandal Flat Fashion Wanita - Multicolor,120000.0,31246.0,http://www.lazada.co.id/besties-jasmine-sandal-flat-fashion-wanita-multicolor-17701117.html?ff=1,2.0,2,Besties Store,4.4,33000,,,Fashion,Fashion Wanita,Sepatu,local
Isrin Isran Beach Sandal - Gold,75000.0,55000.0,http://www.lazada.co.id/isrin-isran-beach-sandal-gold-24195442.html?ff=1,,,shLy stoRe,5.0,33000,,,Fashion,Fashion Wanita,Sepatu,local
JO & NIC Sophia Sabrina Top AllSize - Atasan Wanita - Brown,130000.0,38900.0,http://www.lazada.co.id/jo-amp-nic-sophia-sabrina-top-allsize-atasan-wanita-brown-8682832.html?ff=1,5.0,1,SkyroseNet,2.7,33000,47 x 50 x 2,0.22,Fashion,Fashion Wanita,Pakaian,local
"JO & NIC Pleated Long Skirts - Rok Panjang Lipit Fit to XL -
Cream",180000.0,59900.0,http://www.lazada.co.id/jo-amp-nic-pleated-long-skirts-rok-panjang-lipit-fit-to-xl-cream-30985816.html?ff=1,,,SkyroseNet,2.7,33000,,,Fashion,Fashion Wanita,Baju Muslim,local
Heels Tahu AC36 Black,77700.0,77700.0,http://www.lazada.co.id/heels-tahu-ac36-black-37239147.html?ff=1,,,VRColection,2.0,33000,,,Fashion,Fashion Wanita,Sepatu,local
Megumi Sandal Jepit Wanita Anemone - Black,89900.0,44950.0,http://www.lazada.co.id/megumi-sandal-jepit-wanita-anemone-black-8025694.html?ff=1,,,Megumi Sandal,2.5,33000,30.5x12x12.2,1,Fashion,Fashion Wanita,Sepatu,local
Amart Summer Women Chiffon Blouse O-Neck Short Sleeves Tops - intl,247500.0,99000.0,http://www.lazada.co.id/amart-summer-women-chiffon-blouse-o-neck-short-sleeves-tops-intl-25168657.html?ff=1,,,Amart,4.3,0,11 x 16 x 5,0.15,Fashion,Fashion Wanita,Pakaian,overseas
"HengSong Kelepak Rak Panjang Katun Wanita Tidak Berisik Jaket Rak
Di Atas Tungku",585000.0,261800.0,http://www.lazada.co.id/hengsong-kelepak-rak-panjang-katun-wanita-tidak-berisik-jaket-rakdi-atas-tungku-11844374.html?ff=1,3.857143,7,Popcorn Store,4.3,0,,,Fashion,Fashion Wanita,Pakaian,overseas
kain batik sogan motif liris kotak - krem,90000.0,76500.0,http://www.lazada.co.id/kain-batik-sogan-motif-liris-kotak-krem-34776157.html?ff=1,,,Syafa Nurmaudi Shop,1.0,33000,,,Fashion,Fashion Wanita,Pakaian Tradisional,local
Kain Batik Megamendung - Hijau Tosca,80000.0,68000.0,http://www.lazada.co.id/kain-batik-megamendung-hijau-tosca-20482949.html?ff=1,,,Syafa Nurmaudi Shop,1.0,33000,220x115,0.3,Fashion,Fashion Wanita,Pakaian Tradisional,local
Perak perhiasan hiasan mahkota mempelai Headdres - Internasional,240000.0,100000.0,http://www.lazada.co.id/perak-perhiasan-hiasan-mahkota-mempelai-headdres-internasional-13959968.html?ff=1,,,uebfashion,4.6,0,19.5x6.5x1,0.1,Fashion,Fashion Wanita,Aksesoris,overseas
Sepatu Slip On Wedges Wanita New Flag USA,177900.0,87900.0,http://www.lazada.co.id/sepatu-slip-on-wedges-wanita-new-flag-usa-38009277.html?ff=1,,,adibamine collection,5.0,33000,,,Fashion,Fashion Wanita,Sepatu,local
Basic Parka Babyterry Halus Jaket Parka Ziper Hoodie Casual Atasan,110000.0,110000.0,http://www.lazada.co.id/basic-parka-babyterry-halus-jaket-parka-ziper-hoodie-casual-atasan-13838503.html?ff=1,,,Baju Baju Original,1.5,33000,,,Fashion,Fashion Wanita,Pakaian,local
Sandal Teplek Flat Hermes - Putih,60000.0,29900.0,http://www.lazada.co.id/sandal-teplek-flat-hermes-putih-38244449.html?ff=1,,,Toko Sulthan,4.0,33000,,,Fashion,Fashion Wanita,Sepatu,local
En-Jie Heeled Sandals FR04 Cream,69000.0,69000.0,http://www.lazada.co.id/en-jie-heeled-sandals-fr04-cream-18196048.html?ff=1,1.0,1,Nolly Arfiandi,5.0,33000,,,Fashion,Fashion Wanita,Sepatu,local
RSM Sendal Wedges S-65 - Black,140000.0,59500.0,http://www.lazada.co.id/rsm-sendal-wedges-s-65-black-34715567.html?ff=1,,,Ratu sepatu murah,4.0,66000,,,Fashion,Fashion Wanita,Sepatu,local
RSM SEPATU FLAT WANITA S384- BLACK,140000.0,65000.0,http://www.lazada.co.id/rsm-sepatu-flat-wanita-s384-black-38137813.html?ff=1,,,Ratu sepatu murah,4.0,66000,,,Fashion,Fashion Wanita,Sepatu,local
Omah Fesyen Florenca Plain Sleeveless Outer - Blue Int: One size,79000.0,20900.0,http://www.lazada.co.id/omah-fesyen-florenca-plain-sleeveless-outer-blue-int-one-size-18185507.html?ff=1,2.0,2,Omah Fesyen,3.0,33000,15 x 10 x 10,,Fashion,Fashion Wanita,Aksesoris,local
Labelledesign Fashion Lala Top - Misty Grey,66000.0,34000.0,http://www.lazada.co.id/labelledesign-fashion-lala-top-misty-grey-15226306.html?ff=1,,,Labelle_Design,4.4,33000,15x15x10,0.30,Fashion,Fashion Wanita,Pakaian,local
Hush Puppies Ladies Shoes Sandal Anitra Brown,1199000.0,200000.0,http://www.lazada.co.id/hush-puppies-ladies-shoes-sandal-anitra-brown-23386768.html?ff=1,,,Hush Puppies,4.0,33000,20x10x15,1,Fashion,Fashion Wanita,Sepatu,local
Fuboshoes Sepatu Wanita Wedges M71,120000.0,65000.0,http://www.lazada.co.id/fuboshoes-sepatu-wanita-wedges-m71-31119744.html?ff=1,5.0,2,fuboshoes,3.5,33000,,,Fashion,Fashion Wanita,Sepatu,local
"Sepatu Wanita/Sepatu Casual/Sepatu Flat Wanita Garucci GPM 6120
COKLAT",265000.0,170526.0,http://www.lazada.co.id/sepatu-wanitasepatu-casualsepatu-flat-wanita-garucci-gpm-6120coklat-38432563.html?ff=1,,,DuniaTasAnak,2.5,33000,,,Fashion,Fashion Wanita,Sepatu,local
Gratica Sepatu Flat Shoes RJ28 - Abu,110000.0,64900.0,http://www.lazada.co.id/gratica-sepatu-flat-shoes-rj28-abu-10620816.html?ff=1,,,Pluvia Shoes,5.0,33000,30 x 20 x 20 cm,1,Fashion,Fashion Wanita,Sepatu,local
(Super Jumbo) Celana Aladin Polos,28000.0,23800.0,http://www.lazada.co.id/super-jumbo-celana-aladin-polos-29556510.html?ff=1,1.0,1,Orin Shop,1.0,33000,,,Fashion,Fashion Wanita,Pakaian,local
BS Sepatu Wedges Slip on Fendi 49 Merah Maroon,180000.0,99120.0,http://www.lazada.co.id/bs-sepatu-wedges-slip-on-fendi-49-merah-maroon-23429102.html?ff=1,5.0,1,Grand Baazar,1.5,33000,,,Fashion,Fashion Wanita,Sepatu,local
Omah Fesyen Yhaila Plain High Low Mini Dress - Orange Size: L,99000.0,28900.0,http://www.lazada.co.id/omah-fesyen-yhaila-plain-high-low-mini-dress-orange-size-l-33939207.html?ff=1,,,Omah Fesyen,3.0,33000,,,Fashion,Fashion Wanita,Pakaian,local
SW JAKET HOODIE CROP WANITA RED,120000.0,70900.0,http://www.lazada.co.id/sw-jaket-hoodie-crop-wanita-red-33119927.html?ff=1,4.0,1,sleepwalkingwh,3.5,33000,,,Fashion,Fashion Wanita,Pakaian,local
Quincy Label Women Polo Shirt - Maroon,150000.0,54900.0,http://www.lazada.co.id/quincy-label-women-polo-shirt-maroon-22097922.html?ff=1,,,Quincy Label,4.0,33000,72 x 74 x 3,0.5,Fashion,Fashion Wanita,Pakaian,local
Marlee - Laser Cut Off Flat Shoes BB-17 Hitam,120000.0,45000.0,http://www.lazada.co.id/marlee-laser-cut-off-flat-shoes-bb-17-hitam-15323922.html?ff=1,5.0,1,Marlee shop,3.7,33000,,,Fashion,Fashion Wanita,Sepatu,local
Carvil Libra-01L Women's Casual Sandal - Hitam,259000.0,165900.0,http://www.lazada.co.id/carvil-libra-01l-womens-casual-sandal-hitam-17475472.html?ff=1,,,,,33000,1 x 1 x 1,0.5,Fashion,Fashion Wanita,Sepatu,local
Hanyu Kartun Beruang Wol Katun Wanita Kayu Cendana Rumah Kopi,126000.0,63000.0,http://www.lazada.co.id/hanyu-kartun-beruang-wol-katun-wanita-kayu-cendana-rumah-kopi-12475494.html?ff=1,1.333333,3,DD Store,4.4,0,,,Fashion,Fashion Wanita,Sepatu,overseas
Wanita Bohemia topi matahari pantai (kopi),98000.0,59000.0,http://www.lazada.co.id/wanita-bohemia-topi-matahari-pantai-kopi-9550143.html?ff=1,1.0,1,PAlight,4.1,0,1 x 1 x 1,0.15,Fashion,Fashion Wanita,Aksesoris,overseas
Celana Kerja Wanita Slim Fit Abu,210000.0,76500.0,http://www.lazada.co.id/celana-kerja-wanita-slim-fit-abu-36301859.html?ff=1,,,BAGINDO COLLECTION,4.0,33000,,,Fashion,Fashion Wanita,Pakaian,local
"Fashion wanita jaket kamuflase bermotif bunga (hitam) -
International",348000.0,139000.0,http://www.lazada.co.id/fashion-wanita-jaket-kamuflase-bermotif-bunga-hitam-international-10658030.html?ff=1,1.0,1,UNIQUE AMANDA,4.5,0,65x55x1,0.21,Fashion,Fashion Wanita,Pakaian,overseas
jaket wanita kulit sintetis casual trend,195000.0,195000.0,http://www.lazada.co.id/jaket-wanita-kulit-sintetis-casual-trend-23930357.html?ff=1,,,gudang-fashion--,5.0,33000,30X1X20 cm,1,Fashion,Fashion Wanita,Pakaian,local
Atasan jaket outwear wanita jumbo Greyna,150000.0,61880.0,http://www.lazada.co.id/atasan-jaket-outwear-wanita-jumbo-greyna-36405519.html?ff=1,,,CJ collection,1.5,33000,,,Fashion,Fashion Wanita,Pakaian,local
Omah Fesyen Deryne Stripes Longsleeve Shirt - Black Size: L,89000.0,28900.0,http://www.lazada.co.id/omah-fesyen-deryne-stripes-longsleeve-shirt-black-size-l-33939130.html?ff=1,,,Omah Fesyen,3.0,33000,,,Fashion,Fashion Wanita,Pakaian,local
Levi's Classic Crew Sweatshirt - Dress Blue,599900.0,299950.0,http://www.lazada.co.id/levis-classic-crew-sweatshirt-dress-blue-29816060.html?ff=1,,,Levi's Strauss ( Anoma ),5.0,33000,,,Fashion,Fashion Wanita,Pakaian,local
Hush Puppies Ladies Shoes Sandal Anitra Khaki,1199000.0,200000.0,http://www.lazada.co.id/hush-puppies-ladies-shoes-sandal-anitra-khaki-23386602.html?ff=1,,,Hush Puppies,4.0,33000,20x10x15,1,Fashion,Fashion Wanita,Sepatu,local
KelinciMadu-Carrie Heels-Black,120000.0,69000.0,http://www.lazada.co.id/kelincimadu-carrie-heels-black-25665587.html?ff=1,3.071429,2,kelincimadu,3.5,33000,,,Fashion,Fashion Wanita,Sepatu,local
tunic venice/baju muslim wanita/atasan bigsize wanita/baju jumbo,220000.0,110000.0,http://www.lazada.co.id/tunic-venicebaju-muslim-wanitaatasan-bigsize-wanitabaju-jumbo-37564247.html?ff=1,,,Sukses Berkahh,0.0,33000,,,Fashion,Fashion Wanita,Baju Muslim,local
Marlee Flat Shoes JJ-02 - Tan,80400.0,40500.0,http://www.lazada.co.id/marlee-flat-shoes-jj-02-tan-11193901.html?ff=1,,,Marlee shop,3.7,33000,,,Fashion,Fashion Wanita,Sepatu,local
Fuboshoes Sepatu Wanita Wedges Candy Black,180000.0,79900.0,http://www.lazada.co.id/fuboshoes-sepatu-wanita-wedges-candy-black-37248688.html?ff=1,5.0,1,fuboshoes,3.5,33000,,,Fashion,Fashion Wanita,Sepatu,local
Omah Fesyen Susania Brukat Penguin Blouse - Light Green Size: M,83000.0,28900.0,http://www.lazada.co.id/omah-fesyen-susania-brukat-penguin-blouse-light-green-size-m-33939124.html?ff=1,,,Omah Fesyen,3.0,33000,,,Fashion,Fashion Wanita,Pakaian,local
KelinciMadu-Edgy Flatshoes-Cream,110000.0,100000.0,http://www.lazada.co.id/kelincimadu-edgy-flatshoes-cream-35254579.html?ff=1,,,kelincimadu,3.5,33000,,,Fashion,Fashion Wanita,Sepatu,local
Dr. Kevin Shoes Canvas 4398 Hitam,399900.0,119970.0,http://www.lazada.co.id/dr-kevin-shoes-canvas-4398-hitam-35838364.html?ff=1,,,DR KEVIN SHOES,4.0,33000,,,Fashion,Fashion Wanita,Sepatu,local
Isrin Isran Beach Sandal - Black,75000.0,55000.0,http://www.lazada.co.id/isrin-isran-beach-sandal-black-24195525.html?ff=1,3.4,5,shLy stoRe,5.0,33000,,,Fashion,Fashion Wanita,Sepatu,local
Kyoko Fashion Blouses Ruby-Green,99000.0,29750.0,http://www.lazada.co.id/kyoko-fashion-blouses-ruby-green-8902118.html?ff=1,2.5,4,Kyoko,4.3,33000,71x60,0.25,Fashion,Fashion Wanita,Pakaian,local
Ellen Grosir Sandal Flat Jovanka ST.30 - Tan,75000.0,55500.0,http://www.lazada.co.id/ellen-grosir-sandal-flat-jovanka-st30-tan-35574032.html?ff=1,5.0,1,Ellen Grosir,4.6,33000,,,Fashion,Fashion Wanita,Sepatu,local
Jessica Fashion Mukena Zaskia - Putih - BEST SELLER,150003.0,75000.0,http://www.lazada.co.id/jessica-fashion-mukena-zaskia-putih-best-seller-37456418.html?ff=1,,,Jessica Fashion,0.0,33000,,,Fashion,Fashion Wanita,Baju Muslim,local
Debuchy Sepatu Sandal Wanita Flat Tali AD07 - Tan,105000.0,59900.0,http://www.lazada.co.id/debuchy-sepatu-sandal-wanita-flat-tali-ad07-tan-10630374.html?ff=1,4.444444,9,Pluvia Shoes,5.0,33000,30 x 20 x 20 cm,1,Fashion,Fashion Wanita,Sepatu,local
"Amart sarung tangan mengemudi untuk wanita Katun Perlindungan Sinar
UV",105000.0,42000.0,http://www.lazada.co.id/amart-sarung-tangan-mengemudi-untuk-wanita-katun-perlindungan-sinaruv-8705402.html?ff=1,,,Amart,4.3,0,1 x 1 x 1,0.03,Fashion,Fashion Wanita,Aksesoris,overseas
