Shop_26893820,Shop_26520183,Difference_score
502365910,535496242,5.0
610462579,607109263,2.0
558375417,592283056,4.0
600836859,596139840,7.0
443372094,446677957,6.0
443372096,564871326,6.0
567941667,446677957,8.0
567941666,571369580,3.0
567941661,468034522,8.0
567941663,571369572,5.0
535354966,535496258,6.0
535428702,535538094,5.0
596905092,567976273,6.0
596905095,581269715,4.0
535398005,564239627,5.0
535397940,535496281,0
535397941,535496276,1.0
535397943,535496291,4.0
535397945,535496266,3.0
535397946,535496273,5.0
610503727,609054216,6.0
610503726,609054265,0
610503725,609054235,3.0
610503724,609054277,3.0
535354871,535417869,5.0
610503722,609054215,1.0
535354873,535417880,3.0
610503723,564871497,6.0
468997679,351186715,2.0
558364454,567976300,6.0
535354806,535417806,0
610462642,609054217,3.0
453551748,351186715,2.0
453551747,339756867,6.0
498510820,451054397,1.0
610503792,607109281,8.0
596905188,596139750,6.0
610503790,592283191,8.0
610511658,581269580,7.0
610503794,571369448,7.0
443372521,564871641,6.0
443372520,361203203,1.0
610503798,373070018,7.0
443372522,596139865,8.0
558372681,567976308,6.0
610511651,446677957,6.0
610511652,380550654,8.0
535428696,437929694,7.0
502403643,564871497,7.0
498507080,383954140,2.0
535428699,535538097,0
553435585,567976432,8.0
535354903,535417888,0
502372259,380551185,2.0
553435582,592283080,6.0
443285928,393219814,5.0
581869811,581269579,2.0
578476063,596139865,7.0
578476066,564871427,0
578476064,578280799,4.0
567962327,418831426,9.0
578476068,581269563,1.0
567962324,578280691,4.0
567962323,578280694,6.0
535397960,535496300,4.0
553435904,394851497,7.0
553435575,581269753,0
535428762,535538084,5.0
535428760,535538087,5.0
535428765,535538093,3.0
451191667,394851496,8.0
596905120,446677957,6.0
596905121,592283160,4.0
451191660,394851499,2.0
558367626,567976304,3.0
451191669,394851545,3.0
498497230,393219810,2.0
498497232,471405953,3.0
498497235,390597187,0
498497236,393219805,1.0
498497239,535538145,8.0
535354952,535496249,3.0
610462505,607109204,6.0
610462506,607109207,1.0
571773428,578280786,4.0
565138399,567976422,6.0
571773422,578280751,7.0
498505714,394075081,7.0
535397967,448650529,6.0
489960792,468034520,8.0
498502120,394851523,1.0
502369509,394075077,2.0
451191718,380551487,8.0
502373723,366279622,3.0
451191712,394851515,3.0
596905179,592283193,0
451191710,319686024,0
592100929,581269569,5.0
561480519,567976337,3.0
610503809,446677957,7.0
596905193,596139726,0
596905192,596139742,0
558370623,567976304,4.0
596905176,596139753,3.0
468994434,394851518,3.0
502365928,526152512,7.0
498497085,339756858,3.0
468994437,394851523,3.0
468994439,319686024,2.0
610511669,437929694,6.0
610503770,609054312,7.0
610503800,446677957,6.0
610462608,609054125,4.0
498497065,338325978,5.0
453551701,394851518,3.0
498497067,339756916,1.0
610462602,607109281,5.0
558361555,567976271,7.0
610462601,607109290,0
535397993,535538051,7.0
535397991,535538053,6.0
535397990,535538052,3.0
535397997,535538122,5.0
489963046,394851532,2.0
498497090,478363550,0
535397999,383954089,7.0
490088572,380550654,6.0
490088573,319686024,0.0
490088570,448650528,0
490088571,571369520,9.0
443372118,390597195,0
490088577,377720458,0
468994547,394851555,1.0
443372110,451054427,1.0
443372112,390597188,1.0
443372113,390597190,6.0
535397979,535538049,3.0
596905144,592283163,4.0
535354949,535496240,8.0
567750808,448650529,6.0
553435899,567976274,6.0
567750805,571369502,3.0
567750804,567976306,6.0
567750807,571369521,7.0
535397975,535496310,1.0
535397974,535496304,4.0
567750803,571369449,3.0
453551728,319686022,0
565138369,567976405,6.0
565138366,567976408,8.0
565138367,567976420,4.0
565138365,592283154,1.0
565138363,567976415,3.0
565138360,592283124,1.0
565138361,567976397,4.0
581869792,564871498,5.0
581869798,581269569,2.0
553435823,567976360,5.0
610503769,609054333,1.0
610503768,609054323,3.0
581785612,564871413,7.0
581785610,564871334,1.0
610503763,609054307,0
610503762,609054313,0
610503760,609054305,3.0
596905077,581269708,6.0
567941682,578280689,2.0
610503764,609054318,0
502403619,394075075,5.0
610462503,607109201,0
610503834,390597180,7.0
596905166,592283197,0
596905167,592283205,6.0
610503839,369733616,2.0
502403617,377720439,0
596905160,592283176,3.0
443372128,581269720,7.0
565138403,567976431,5.0
565138402,567976436,7.0
610424358,607109201,0.0
610424359,607109203,4.0
610424355,607109199,0
498497172,437929689,4.0
578476093,564871483,3.0
578476092,581269550,1.0
498497178,377720443,6.0
535354893,369733634,9.0
490088591,339756865,3.0
567750783,571369499,1.0
567750786,571369505,5.0
553435386,581269732,5.0
535428754,535538056,4.0
567750788,571369457,4.0
490088618,373069977,5.0
561485648,373070018,7.0
535428730,535538124,3.0
535428732,535538127,4.0
535428733,535538131,1.0
535428734,535538133,5.0
535428735,448650529,6.0
535428736,535538139,7.0
535428737,535538144,3.0
535428738,535538146,5.0
443372494,393219812,0
443372491,437929685,2.0
443372493,535496244,5.0
443372065,390597166,4.0
443372066,390597169,2.0
443372067,390597174,4.0
489960687,338325943,4.0
443372061,390597173,0
489960685,394851518,3.0
489960684,361835672,4.0
489960689,394851555,2.0
443372127,440844669,0
453551729,394851518,3.0
610462552,607109252,4.0
610462553,607109250,0
567941671,571372721,5.0
610462556,607109255,3.0
610462555,607109251,4.0
443372125,451054429,6.0
600836847,596139821,6.0
581894680,607109269,7.0
600836842,526152520,7.0
443372120,390597205,7.0
443372082,390597172,1.0
443372083,390597167,3.0
443372080,526152506,7.0
443372086,437929700,2.0
443372087,341380756,5.0
443372085,390597184,2.0
596905068,564871647,5.0
567941679,578280643,5.0
567941676,477902358,8.0
468998743,394851511,4.0
567941673,571369583,6.0
533163759,564871330,3.0
535354926,535417910,3.0
443372121,390597197,2.0
535354924,535417899,5.0
561492810,567976345,3.0
535397935,592283070,7.0
535397934,535496275,5.0
610503732,609054239,3.0
610503733,609054221,1.0
610503735,609054280,0
535354868,535417866,6.0
535354869,535417862,0
535397939,535496267,3.0
535397938,535496270,3.0
535354860,535417878,3.0
535397969,535496298,1.0
502365979,339756907,8.0
561499422,567976376,2.0
498497055,380551185,3.0
498497054,535538084,6.0
498497057,347523452,1.0
498497056,571369527,7.0
498497051,323618689,6.0
498497053,383954110,6.0
498497052,373069508,8.0
604430060,596139865,3.0
490088623,446677957,0
490088621,526152527,5.0
490088627,377720449,1.0
571334942,477902358,8.0
490088581,394851534,6.0
535354928,535417903,3.0
535354954,390597180,8.0
502365891,390597201,0
502365890,351186757,4.0
567750812,361835676,8.0
535354953,446677957,8.0
561490446,592283061,1.0
610462588,607109288,3.0
610462585,607109274,3.0
581869805,448650529,6.0
581869806,578280823,6.0
610462586,607109276,8.0
581869800,564871423,6.0
581869801,564871493,4.0
558365397,567976280,6.0
567750810,571369516,5.0
535354815,535417815,0
558378135,567976375,0
610462511,607109203,6.0
535354813,535417816,3.0
535397970,535496306,1.0
498497148,437929694,7.0
451191657,394851518,3.0
468997200,394851498,1.0
596905117,592283143,1.0
489960680,319686024,2.0
596905111,592283134,4.0
596905110,373069532,6.0
535354947,535496241,3.0
489960766,339756867,5.0
502365980,379651189,5.0
489960760,471405956,4.0
535397933,535496287,5.0
489960763,345387310,4.0
498497183,339756920,2.0
498497182,535538084,6.0
489960769,323618659,2.0
610462516,607109206,1.0
610462517,607109202,3.0
610462514,607109199,0.0
610462515,607109200,7.0
610462512,607109208,6.0
571773439,578280788,5.0
561494173,567976358,7.0
571773434,341380720,8.0
571773435,578280738,4.0
571773432,578280765,7.0
571773433,578280748,4.0
489960686,394851518,7.0
592100936,581269585,2.0
592100937,581269591,6.0
592100932,339756904,10.0
592100930,581269580,7.0
535428703,535538096,5.0
558369290,567976311,5.0
535428707,535538116,3.0
592100939,526152520,8.0
596905180,596139724,2.0
535428756,535538068,4.0
596905183,596139727,4.0
443372058,390597170,2.0
596905186,596139730,2.0
443372055,468034536,7.0
443372057,383954177,0
443372056,383954174,2.0
443372051,383954140,2.0
443372050,437929690,4.0
443372053,526152501,8.0
443372052,383954165,3.0
443372129,390597201,3.0
502368281,578280637,7.0
489960716,377720453,4.0
535354940,535496246,5.0
581785621,383954150,9.0
596905134,592283158,2.0
610503796,446677957,5.0
468994440,339756867,7.0
600836839,596139825,5.0
600836838,381011978,7.0
600836835,596139788,8.0
502365935,379651199,1.0
600836832,596139737,4.0
502365930,394851522,6.0
600836830,596139723,1.0
610462633,609054142,5.0
610462632,609054118,0
498497092,371511212,7.0
498497095,351186763,1.0
453551719,394851495,1.0
610462635,609054214,7.0
610503819,446677957,7.0
610462639,609054223,5.0
596905066,347523454,8.0
468994436,596139809,7.0
535397982,535538055,7.0
535397988,535538048,0
571334941,578280699,5.0
610503815,383954089,6.0
535354917,535417894,4.0
535397976,437929705,7.0
558362850,567976271,6.0
535397968,535496302,4.0
571334948,383954089,7.0
567750818,535417893,9.0
535354956,535496243,4.0
535354957,535496268,6.0
567750814,571369533,2.0
553435559,535496242,5.0
535397966,535496295,3.0
567750813,437929694,8.0
571334945,578280726,2.0
535354951,535496248,0
596905063,581269656,2.0
502365989,361835673,5.0
502365988,564871641,4.0
565138357,567976393,4.0
535354812,535417812,5.0
535354810,535417818,6.0
502365982,380375186,3.0
565138359,567976401,6.0
565138358,567976395,2.0
502365987,451054429,2.0
610503776,571369448,7.0
535354819,535417817,6.0
535354818,535417811,4.0
581785629,564871565,4.0
490088895,390597188,1.0
453551760,319686024,1.0
453551763,394851508,3.0
571334947,578280741,3.0
581785626,564871600,4.0
581785625,578280818,2.0
553435813,567976350,6.0
498499065,596139840,10.0
610503774,609054130,6.0
600836849,596139829,3.0
443278790,431258714,2.0
