Shop_26893820,Shop_26520183,Difference_score
600836827,596139809,23.0
600836829,596139814,10.0
443372144,393219793,18.0
443372143,393219789,20.0
443372142,581269622,25.0
535398001,535538047,16.0
498497088,373070522,4.0
535398005,564239627,15.0
596905083,581269713,16.0
553435378,581269622,25.0
535354808,535417805,11.0
567750821,571369536,19.0
553435488,581269749,19.0
535354966,535496258,23.0
567750825,571369543,18.0
567750824,603728213,13.0
553435941,567976432,7.0
535397955,535496294,8.0
535354803,535417803,0
535397953,535496296,22.0
553435569,567976316,20.0
535354807,535417808,16.0
596905103,592283126,22.0
558366333,567976306,22.0
553435800,592283070,16.0
610503780,373069508,25.0
610503785,446677923,25.0
610503784,603728207,25.0
610503787,448650580,25.0
610503786,477902354,25.0
610511643,383954025,24.0
610511641,581269753,21.0
610511647,581269748,25.0
610511645,369733662,24.0
610511644,448650536,25.0
596905144,592283163,21.0
596905145,592283177,18.0
596905146,592283168,4.0
596905140,592283157,22.0
596905143,592283170,18.0
596905148,592283175,22.0
561482930,592283065,18.0
610503816,578280636,24.0
558371687,567976310,7.0
578476071,564871424,16.0
578476073,581269562,3.0
578476072,581269560,6.0
581869823,603728212,23.0
567962314,578280690,22.0
567962315,535538047,25.0
610511658,345387336,24.0
558388866,592283087,21.0
596905131,592283156,19.0
610503840,567976415,22.0
596905134,592283158,4.0
535428750,535538156,13.0
596905136,592283171,21.0
596905139,592283173,20.0
535428759,535538088,10.0
571773451,578280786,20.0
596905164,592283186,0
571773456,578280778,10.0
533163775,564871335,17.0
533163776,564871327,18.0
533163777,564871336,20.0
533163770,564871328,15.0
533163771,564871324,22.0
592100951,564871544,15.0
592100959,564871554,19.0
567941658,571369591,23.0
596829372,581269645,20.0
596829378,564871558,22.0
535354842,535417859,3.0
561487320,567976344,16.0
604430046,596139904,14.0
604430047,596139907,19.0
604430048,596139887,19.0
490088606,373070522,3.0
443372108,390597189,19.0
600836860,596139852,12.0
600836863,596139857,18.0
535354938,535417930,3.0
535354930,535417929,4.0
535354931,535417901,9.0
535354932,535417926,18.0
535354933,592283126,24.0
535354830,535417840,10.0
535354833,535417857,0
558386095,592283133,17.0
581869789,581269575,18.0
581894680,477902350,25.0
581785608,383954089,24.0
596905075,567976268,20.0
571773463,578280792,11.0
571773462,578280790,20.0
596905179,592283193,11.0
571773464,564871335,23.0
610503809,451054384,24.0
610503806,603728207,25.0
610503804,600239852,25.0
596905176,373070623,24.0
596905078,339756933,25.0
596905170,373069514,24.0
596905173,592283199,23.0
498497201,526152506,25.0
567750790,581269748,25.0
553435785,592283076,22.0
553435782,377720435,24.0
567750797,581269622,25.0
567750796,581269749,25.0
571773419,578280742,4.0
535428726,535538123,3.0
535354818,535417811,17.0
535428721,535538092,3.0
535428709,535538115,10.0
600836855,596139883,12.0
600836854,596139839,11.0
567962324,578280691,5.0
502365910,578280748,24.0
558375417,592283056,23.0
600836859,596139840,20.0
535354961,535496271,9.0
567941667,571369582,22.0
567941666,571369580,16.0
567941661,571369575,22.0
567941663,571369572,23.0
596905092,567976273,23.0
596905095,581269715,23.0
535397940,535496281,3.0
535397941,535496276,3.0
535397943,535496291,15.0
535397945,535496266,3.0
535397946,535496273,12.0
535354871,535417869,17.0
535354873,535417880,15.0
558364454,567976300,23.0
535354806,535417806,0
610503792,477902358,25.0
610503790,581269749,25.0
610503796,535417899,25.0
610503794,361835668,24.0
610503798,477902350,25.0
558372681,567976308,22.0
610511651,369733636,25.0
610511652,592283193,25.0
535428696,535538095,19.0
502403643,477902352,25.0
535428699,535538097,4.0
553435585,383954055,24.0
535354903,535417888,0
553435582,592283080,20.0
443285928,477902358,25.0
581869811,581269579,13.0
578476063,564871425,8.0
578476066,564871427,7.0
578476064,578280799,20.0
567962327,578280700,23.0
578476068,581269563,21.0
578476069,564871432,19.0
567962323,578280694,14.0
535397960,535496300,11.0
553435904,567976382,23.0
553435575,581269753,6.0
535428762,535538084,11.0
535428760,535538087,15.0
535428765,535538093,11.0
596905120,592283155,18.0
596905121,477902358,25.0
558367626,567976304,10.0
498497239,468034520,24.0
535354952,535496249,14.0
571773428,578280788,17.0
565138399,567976422,18.0
571773422,578280751,19.0
535397967,535496303,17.0
489960792,448650536,25.0
596905077,581269708,24.0
571773465,564871332,21.0
592100929,581269569,17.0
561480519,567976337,9.0
596905073,581269690,20.0
596905193,596139726,0
596905192,596139742,0
558370623,567976304,20.0
610503805,535538047,25.0
502365928,581269749,25.0
610511669,477902351,25.0
610503800,446677957,24.0
558361555,567976280,20.0
535397993,535538051,18.0
535397991,535538053,20.0
535397990,535538052,9.0
535397997,535538122,9.0
535397995,535538094,23.0
535397999,535538125,16.0
535354868,535417866,14.0
571334949,578280736,22.0
535397979,535538049,9.0
535354949,535496240,15.0
567750808,319686037,24.0
553435899,383954055,24.0
567750805,571369502,17.0
567750804,571369476,22.0
567750807,578280742,25.0
535397975,535496310,13.0
535397974,535496304,9.0
567750803,571369449,18.0
535397976,535538043,17.0
565138369,567976405,11.0
565138366,567976408,20.0
565138367,567976420,15.0
565138365,581269748,25.0
565138363,567976415,11.0
565138360,592283124,6.0
565138361,567976397,23.0
581869792,600239853,25.0
581869798,581269569,15.0
553435823,567976360,21.0
581785612,564871413,20.0
581785610,564871334,3.0
567941682,578280689,7.0
610503834,381011978,24.0
596905166,592283197,22.0
596905167,592283205,22.0
610503839,581269749,25.0
596905163,592283191,7.0
596905160,600239853,25.0
565138403,567976431,20.0
565138402,567976436,16.0
578476093,564871483,20.0
578476092,581269550,23.0
535354893,535417883,21.0
567750783,571369499,18.0
567750786,571369505,17.0
553435386,581269749,25.0
567750788,571369457,19.0
561485648,592283060,22.0
535428730,535538124,11.0
535428732,535538127,10.0
535428733,535538131,16.0
535428734,535538133,9.0
535428735,535538142,11.0
535428736,535538139,16.0
535428737,535538144,13.0
535428738,535538146,21.0
443372494,393219812,0
443372493,393219800,20.0
567941671,477902350,25.0
600836847,339756933,25.0
600836842,596139791,8.0
443372120,581269748,25.0
443372080,477902347,24.0
443372129,390597201,13.0
443372128,581269749,25.0
600836849,596139829,21.0
567941679,578280643,13.0
567941676,571369585,16.0
567941673,571369583,15.0
533163759,564871330,7.0
561492810,567976345,11.0
535397935,535496269,16.0
535397934,535496275,11.0
535397933,535496287,10.0
535354869,535417862,0
535397939,535496267,12.0
535397938,535496270,10.0
535354860,535417878,10.0
571334948,592283175,24.0
561499422,567976376,20.0
498497054,383954089,24.0
498497052,581269748,24.0
604430060,596139865,23.0
535354957,535496268,6.0
535354954,535496255,13.0
502365891,390597201,9.0
567750812,571369535,23.0
567750813,600239852,25.0
561490446,592283061,18.0
535397964,535496299,9.0
581869805,581269568,23.0
581869806,578280823,13.0
581869800,564871423,23.0
581869801,339756933,25.0
558365397,567976280,13.0
567750810,603728207,23.0
558378135,567976375,10.0
565138357,567976393,20.0
535397970,535496306,8.0
596905117,592283143,4.0
596905111,592283134,23.0
596905110,592283132,20.0
535354947,535496241,3.0
489960761,446677957,24.0
498497183,339756920,17.0
498497182,535496244,24.0
558369290,567976311,16.0
571773439,578280786,23.0
561494173,567976358,15.0
571773434,581269622,25.0
571773435,578280738,16.0
571773432,381011978,24.0
571773433,578280748,15.0
592100936,581269585,6.0
592100937,581269591,18.0
592100932,535538047,25.0
592100930,581269580,23.0
535428703,535538096,10.0
535428702,535538094,9.0
535428707,535538116,20.0
592100939,371511235,24.0
596905180,596139724,8.0
535428756,535538068,15.0
596905183,596139727,4.0
596905186,596139730,4.0
596905188,596139750,11.0
535428754,535538056,16.0
502368281,339756933,25.0
535354940,535496246,22.0
535428753,535538068,15.0
596905063,581269656,16.0
600836839,596139825,23.0
600836838,351186785,24.0
600836835,596139788,20.0
535428751,535538152,16.0
600836832,581269622,25.0
600836830,596139723,2.0
610503819,535417893,25.0
596905066,448650580,25.0
535397982,535538055,20.0
535397988,535538048,0
571334941,578280699,18.0
610503815,600239852,25.0
535354917,535417894,20.0
535354942,535496244,6.0
558362850,567976271,11.0
535397968,535496302,6.0
535397969,535496298,13.0
567750818,571369539,16.0
535354956,535496243,12.0
571334942,578280704,18.0
567750814,455246102,25.0
553435559,581269756,16.0
535397966,535496295,11.0
535354953,535496247,14.0
571334945,578280726,23.0
535354951,535496248,0
535354815,535417815,13.0
502365988,393219806,20.0
535354813,535417816,6.0
535354812,535417812,11.0
535354810,535417818,16.0
502365982,393219812,23.0
565138359,567976401,23.0
565138358,567976395,22.0
535354819,535417817,15.0
502365984,446677910,24.0
581785629,564871565,23.0
581785622,564871584,23.0
581785621,446677923,25.0
571334947,578280741,13.0
581785626,564871600,20.0
581785625,578280818,20.0
553435813,567976306,24.0
610503774,383954055,24.0
610503776,437929694,24.0
443278790,431258714,23.0
